manacus_vitellinus ENSMVIG00005003840
zonotrichia_albicollis ENSZALG00000016632
pelodiscus_sinensis ENSPSIG00000000363
notechis_scutatus ENSNSUG00000009120
anolis_carolinensis ENSACAG00000022442
salvator_merianae ENSSMRG00000001653
cyanistes_caeruleus ENSCCEG00000004058
gallus_gallus ENSGALG00000047514
pogona_vitticeps ENSPVIG00000004778
sus_scrofa ENSSSCG00000002866
capra_hircus ENSCHIG00000011587
panthera_pardus ENSPPRG00000022055
felis_catus ENSFCAG00000041373
equus_caballus ENSECAG00000032515
equus_asinus_asinus ENSEASG00005021243
theropithecus_gelada ENSTGEG00000014954
papio_anubis ENSPANG00000002974
chlorocebus_sabaeus ENSCSAG00000018515
macaca_mulatta ENSMMUG00000006124
macaca_fascicularis ENSMFAG00000030080
piliocolobus_tephrosceles ENSPTEG00000001268
rhinopithecus_bieti ENSRBIG00000029145
pan_paniscus ENSPPAG00000014349
gorilla_gorilla ENSGGOG00000039590
homo_sapiens ENSG00000245848
aotus_nancymaae ENSANAG00000019625
prolemur_simus ENSPSMG00000005900
microcebus_murinus ENSMICG00000029472
otolemur_garnettii ENSOGAG00000024661
mesocricetus_auratus ENSMAUG00000003660
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017833
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034957
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030678
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029579
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012813
rattus_norvegicus ENSRNOG00000010918
nannospalax_galili ENSNGAG00000002763
dipodomys_ordii ENSDORG00000027904
bos_mutus ENSBMUG00000019527
vulpes_vulpes ENSVVUG00000016555
mustela_putorius_furo ENSMPUG00000007593
neovison_vison ENSNVIG00000019525
ailuropoda_melanoleuca ENSAMEG00000008255
panthera_tigris_altaica ENSPTIG00000021511
ovis_aries ENSOARG00000004414
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005362
marmota_marmota_marmota ENSMMMG00000006703
oryctolagus_cuniculus ENSOCUG00000022985
rhinopithecus_roxellana ENSRROG00000033059
chinchilla_lanigera ENSCLAG00000010794
canis_lupus_familiaris ENSCAFG00000007407
canis_lupus_dingo ENSCAFG00020019691
dasypus_novemcinctus ENSDNOG00000041488
loxodonta_africana ENSLAFG00000030435
sarcophilus_harrisii ENSSHAG00000014918
phascolarctos_cinereus ENSPCIG00000023590
cavia_porcellus ENSCPOG00000023297
ictidomys_tridecemlineatus ENSSTOG00000027963
meriones_unguiculatus ENSMUGG00000014707
peromyscus_maniculatus_bairdii ENSPEMG00000020956
cricetulus_griseus_crigri-picr ENSCGRG00015019830
mus_spicilegus ENSMSIG00000022997
jaculus_jaculus ENSJJAG00000014105
urocitellus_parryii ENSUPAG00010010556
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015457
monodelphis_domestica ENSMODG00000012162
anas_platyrhynchos_platyrhynchos ENSAPLG00000020367
ornithorhynchus_anatinus ENSOANG00000008144
anser_brachyrhynchus ENSABRG00000009838
melopsittacus_undulatus ENSMUNG00000014766
taeniopygia_guttata ENSTGUG00000009472
lonchura_striata_domestica ENSLSDG00000009453
serinus_canaria ENSSCAG00000011875
junco_hyemalis ENSJHYG00000011662
parus_major ENSPMJG00000003606
ficedula_albicollis ENSFALG00000007785
lepidothrix_coronata ENSLCOG00000013600
coturnix_japonica ENSCJPG00005014618
numida_meleagris ENSNMEG00000018573
calidris_pygmaea ENSCPGG00000004493
calidris_pugnax ENSCPUG00000008118
apteryx_haastii ENSAHAG00000014749
apteryx_owenii ENSAOWG00000015231
apteryx_rowi ENSARWG00000015343
nothoprocta_perdicaria ENSNPEG00000003970
gopherus_agassizii ENSGAGG00000023346
chelonoidis_abingdonii ENSCABG00000013613
chrysemys_picta_bellii ENSCPBG00000001223
sphenodon_punctatus ENSSPUG00000008636
xenopus_tropicalis ENSXETG00000018291
latimeria_chalumnae ENSLACG00000005924
astyanax_mexicanus ENSAMXG00000026122
pygocentrus_nattereri ENSPNAG00000023249
ictalurus_punctatus ENSIPUG00000015956
maylandia_zebra ENSMZEG00005001908
pundamilia_nyererei ENSPNYG00000018173
astatotilapia_calliptera ENSACLG00000024701
haplochromis_burtoni ENSHBUG00000023446
neolamprologus_brichardi ENSNBRG00000003169
oreochromis_niloticus ENSONIG00000003300
acanthochromis_polyacanthus ENSAPOG00000009607
poecilia_formosa ENSPFOG00000019930
poecilia_mexicana ENSPMEG00000022887
poecilia_reticulata ENSPREG00000008310
xiphophorus_maculatus ENSXMAG00000019692
xiphophorus_couchianus ENSXCOG00000009786
gambusia_affinis ENSGAFG00000005972
fundulus_heteroclitus ENSFHEG00000011693
kryptolebias_marmoratus ENSKMAG00000011664
anabas_testudineus ENSATEG00000014478
monopterus_albus ENSMALG00000014371
takifugu_rubripes ENSTRUG00000023120
takifugu_rubripes ENSTRUG00000025055
tetraodon_nigroviridis ENSTNIG00000003102
mola_mola ENSMMOG00000002144
seriola_dumerili ENSSDUG00000007467
amphiprion_percula ENSAPEG00000000025
amphiprion_ocellaris ENSAOCG00000013226
stegastes_partitus ENSSPAG00000022439
labrus_bergylta ENSLBEG00000026560
seriola_lalandi_dorsalis ENSSLDG00000002970
periophthalmus_magnuspinnatus ENSPMGG00000015534
oryzias_latipes_asm223467v1 ENSORLG00000018660
oryzias_latipes_asm223471v1 ENSORLG00020014894
oryzias_latipes_asm223469v1 ENSORLG00015012311
oryzias_melastigma ENSOMEG00000022643
cynoglossus_semilaevis ENSCSEG00000006454
hippocampus_comes ENSHCOG00000006865
scleropages_formosus ENSSFOG00015000397
paramormyrops_kingsleyae ENSPKIG00000006573
scleropages_formosus ENSSFOG00015011558
paramormyrops_kingsleyae ENSPKIG00000020777
danio_rerio ENSDARG00000036074
lepisosteus_oculatus ENSLOCG00000017586
eptatretus_burgeri ENSEBUG00000002399
petromyzon_marinus ENSPMAG00000004124
