junco_hyemalis ENSJHYG00000016902
zonotrichia_albicollis ENSZALG00000008616
serinus_canaria ENSSCAG00000005450
taeniopygia_guttata ENSTGUG00000017187
taeniopygia_guttata ENSTGUG00000006973
lonchura_striata_domestica ENSLSDG00000012385
cyanistes_caeruleus ENSCCEG00000005042
cyanistes_caeruleus ENSCCEG00000019072
parus_major ENSPMJG00000016579
ficedula_albicollis ENSFALG00000013440
lepidothrix_coronata ENSLCOG00000009176
manacus_vitellinus ENSMVIG00005007998
calidris_pygmaea ENSCPGG00000012133
melopsittacus_undulatus ENSMUNG00000004222
gallus_gallus ENSGALG00000053254
coturnix_japonica ENSCJPG00005019190
meleagris_gallopavo ENSMGAG00000002263
numida_meleagris ENSNMEG00000014704
anser_brachyrhynchus ENSABRG00000020410
anas_platyrhynchos_platyrhynchos ENSAPLG00000029440
apteryx_owenii ENSAOWG00000000602
apteryx_haastii ENSAHAG00000015192
apteryx_rowi ENSARWG00000009799
dromaius_novaehollandiae ENSDNVG00000009470
nothoprocta_perdicaria ENSNPEG00000000585
crocodylus_porosus ENSCPRG00005009251
gopherus_agassizii ENSGAGG00000023573
chelonoidis_abingdonii ENSCABG00000017412
chrysemys_picta_bellii ENSCPBG00000007435
pelodiscus_sinensis ENSPSIG00000017470
pogona_vitticeps ENSPVIG00000021750
anolis_carolinensis ENSACAG00000007778
notechis_scutatus ENSNSUG00000013160
salvator_merianae ENSSMRG00000022090
sphenodon_punctatus ENSSPUG00000016794
choloepus_hoffmanni ENSCHOG00000010841
dasypus_novemcinctus ENSDNOG00000049206
loxodonta_africana ENSLAFG00000009619
procavia_capensis ENSPCAG00000006425
echinops_telfairi ENSETEG00000019386
myotis_lucifugus ENSMLUG00000004582
pteropus_vampyrus ENSPVAG00000011489
equus_caballus ENSECAG00000023588
equus_asinus_asinus ENSEASG00005013606
vicugna_pacos ENSVPAG00000011993
sus_scrofa ENSSSCG00000040296
bos_taurus ENSBTAG00000019625
bos_mutus ENSBMUG00000010710
bison_bison_bison ENSBBBG00000005605
ovis_aries ENSOARG00000020569
capra_hircus ENSCHIG00000010352
tursiops_truncatus ENSTTRG00000002264
ursus_maritimus ENSUMAG00000005065
ursus_americanus ENSUAMG00000010163
ailuropoda_melanoleuca ENSAMEG00000016836
neovison_vison ENSNVIG00000019297
mustela_putorius_furo ENSMPUG00000003026
canis_lupus_familiaris ENSCAFG00000013218
canis_lupus_dingo ENSCAFG00020005393
vulpes_vulpes ENSVVUG00000012497
panthera_pardus ENSPPRG00000008330
panthera_tigris_altaica ENSPTIG00000006430
felis_catus ENSFCAG00000007134
erinaceus_europaeus ENSEEUG00000013444
sorex_araneus ENSSARG00000000925
propithecus_coquereli ENSPCOG00000017468
prolemur_simus ENSPSMG00000019386
microcebus_murinus ENSMICG00000049546
otolemur_garnettii ENSOGAG00000006430
pan_troglodytes ENSPTRG00000015699
pan_paniscus ENSPPAG00000041357
homo_sapiens ENSG00000113790
gorilla_gorilla ENSGGOG00000007702
pongo_abelii ENSPPYG00000014364
nomascus_leucogenys ENSNLEG00000006445
cercocebus_atys ENSCATG00000026843
mandrillus_leucophaeus ENSMLEG00000041567
papio_anubis ENSPANG00000004698
theropithecus_gelada ENSTGEG00000021658
macaca_mulatta ENSMMUG00000005531
macaca_nemestrina ENSMNEG00000035474
macaca_fascicularis ENSMFAG00000033097
chlorocebus_sabaeus ENSCSAG00000013978
rhinopithecus_bieti ENSRBIG00000039839
rhinopithecus_roxellana ENSRROG00000041205
piliocolobus_tephrosceles ENSPTEG00000024705
colobus_angolensis_palliatus ENSCANG00000037764
cebus_capucinus_imitator ENSCCAG00000032559
saimiri_boliviensis_boliviensis ENSSBOG00000027792
callithrix_jacchus ENSCJAG00000041135
aotus_nancymaae ENSANAG00000029291
tupaia_belangeri ENSTBEG00000002738
dipodomys_ordii ENSDORG00000010552
dipodomys_ordii ENSDORG00000028794
castor_canadensis ENSCCNG00000018028
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017424
cricetulus_griseus_crigri-picr ENSCGRG00015026034
cricetulus_griseus_crigri_1.0 ENSCGRG00000010631
mesocricetus_auratus ENSMAUG00000004866
microtus_ochrogaster ENSMOCG00000016389
peromyscus_maniculatus_bairdii ENSPEMG00000010711
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021492
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022853
mus_spicilegus ENSMSIG00000000817
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020596
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016300
rattus_norvegicus ENSRNOG00000001770
meriones_unguiculatus ENSMUGG00000008363
nannospalax_galili ENSNGAG00000022028
jaculus_jaculus ENSJJAG00000012085
chinchilla_lanigera ENSCLAG00000014449
chinchilla_lanigera ENSCLAG00000011937
cavia_porcellus ENSCPOG00000040809
cavia_aperea ENSCAPG00000004951
cavia_porcellus ENSCPOG00000007398
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016634
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012569
fukomys_damarensis ENSFDAG00000010699
spermophilus_dauricus ENSSDAG00000018703
ictidomys_tridecemlineatus ENSSTOG00000027701
marmota_marmota_marmota ENSMMMG00000008532
marmota_marmota_marmota ENSMMMG00000008550
spermophilus_dauricus ENSSDAG00000018718
urocitellus_parryii ENSUPAG00010002246
ochotona_princeps ENSOPRG00000004590
oryctolagus_cuniculus ENSOCUG00000012197
sarcophilus_harrisii ENSSHAG00000011731
monodelphis_domestica ENSMODG00000002671
phascolarctos_cinereus ENSPCIG00000032050
notamacropus_eugenii ENSMEUG00000001677
ornithorhynchus_anatinus ENSOANG00000014247
xenopus_tropicalis ENSXETG00000031689
latimeria_chalumnae ENSLACG00000012550
gasterosteus_aculeatus ENSGACG00000006057
labrus_bergylta ENSLBEG00000003623
takifugu_rubripes ENSTRUG00000010383
tetraodon_nigroviridis ENSTNIG00000016470
mola_mola ENSMMOG00000003833
amphiprion_ocellaris ENSAOCG00000016921
amphiprion_percula ENSAPEG00000015995
acanthochromis_polyacanthus ENSAPOG00000010014
acanthochromis_polyacanthus ENSAPOG00000020301
acanthochromis_polyacanthus ENSAPOG00000003978
acanthochromis_polyacanthus ENSAPOG00000020320
stegastes_partitus ENSSPAG00000011405
astatotilapia_calliptera ENSACLG00000015819
maylandia_zebra ENSMZEG00005007744
pundamilia_nyererei ENSPNYG00000001157
haplochromis_burtoni ENSHBUG00000003028
neolamprologus_brichardi ENSNBRG00000016194
oreochromis_niloticus ENSONIG00000009033
amphilophus_citrinellus ENSACIG00000001368
poecilia_formosa ENSPFOG00000007605
poecilia_latipinna ENSPLAG00000005933
poecilia_mexicana ENSPMEG00000001690
poecilia_reticulata ENSPREG00000009505
xiphophorus_maculatus ENSXMAG00000021635
xiphophorus_couchianus ENSXCOG00000001196
gambusia_affinis ENSGAFG00000010570
cyprinodon_variegatus ENSCVAG00000004692
fundulus_heteroclitus ENSFHEG00000008315
kryptolebias_marmoratus ENSKMAG00000012099
oryzias_latipes_asm223467v1 ENSORLG00000016481
oryzias_latipes_asm223471v1 ENSORLG00020001575
oryzias_latipes_asm223469v1 ENSORLG00015001808
oryzias_melastigma ENSOMEG00000001872
monopterus_albus ENSMALG00000017019
mastacembelus_armatus ENSMAMG00000000910
anabas_testudineus ENSATEG00000020518
seriola_dumerili ENSSDUG00000017550
seriola_lalandi_dorsalis ENSSLDG00000007146
scophthalmus_maximus ENSSMAG00000010530
hippocampus_comes ENSHCOG00000018012
cynoglossus_semilaevis ENSCSEG00000011754
periophthalmus_magnuspinnatus ENSPMGG00000011779
gadus_morhua ENSGMOG00000014075
esox_lucius ENSELUG00000010632
astyanax_mexicanus ENSAMXG00000003551
pygocentrus_nattereri ENSPNAG00000013702
ictalurus_punctatus ENSIPUG00000002778
danio_rerio ENSDARG00000070029
paramormyrops_kingsleyae ENSPKIG00000019188
scleropages_formosus ENSSFOG00015013128
lepisosteus_oculatus ENSLOCG00000009587
ciona_intestinalis ENSCING00000002986
ciona_savignyi ENSCSAVG00000000688
ciona_intestinalis ENSCING00000002987
ciona_savignyi ENSCSAVG00000000659
