coturnix_japonica ENSCJPG00005009300
meleagris_gallopavo ENSMGAG00000016773
gallus_gallus ENSGALG00000006755
numida_meleagris ENSNMEG00000012263
anas_platyrhynchos_platyrhynchos ENSAPLG00000030018
lonchura_striata_domestica ENSLSDG00000010675
taeniopygia_guttata ENSTGUG00000000390
junco_hyemalis ENSJHYG00000006503
cyanistes_caeruleus ENSCCEG00000007238
parus_major ENSPMJG00000008618
ficedula_albicollis ENSFALG00000006060
lepidothrix_coronata ENSLCOG00000004336
calidris_pugnax ENSCPUG00000014006
calidris_pygmaea ENSCPGG00000007564
nothoprocta_perdicaria ENSNPEG00000002885
crocodylus_porosus ENSCPRG00005003973
gopherus_agassizii ENSGAGG00000009211
chelonoidis_abingdonii ENSCABG00000009683
chrysemys_picta_bellii ENSCPBG00000007945
salvator_merianae ENSSMRG00000021915
anolis_carolinensis ENSACAG00000027046
cebus_capucinus_imitator ENSCCAG00000033760
saimiri_boliviensis_boliviensis ENSSBOG00000034295
callithrix_jacchus ENSCJAG00000014080
aotus_nancymaae ENSANAG00000038057
pan_troglodytes ENSPTRG00000004384
pan_paniscus ENSPPAG00000027076
homo_sapiens ENSG00000036672
gorilla_gorilla ENSGGOG00000005083
pongo_abelii ENSPPYG00000003966
nomascus_leucogenys ENSNLEG00000007396
rhinopithecus_bieti ENSRBIG00000036286
rhinopithecus_roxellana ENSRROG00000041516
colobus_angolensis_palliatus ENSCANG00000043702
piliocolobus_tephrosceles ENSPTEG00000015793
papio_anubis ENSPANG00000014344
theropithecus_gelada ENSTGEG00000025684
mandrillus_leucophaeus ENSMLEG00000038440
macaca_mulatta ENSMMUG00000008921
macaca_nemestrina ENSMNEG00000036119
macaca_fascicularis ENSMFAG00000038340
cercocebus_atys ENSCATG00000007781
chlorocebus_sabaeus ENSCSAG00000002490
carlito_syrichta ENSTSYG00000000715
prolemur_simus ENSPSMG00000004757
propithecus_coquereli ENSPCOG00000021785
microcebus_murinus ENSMICG00000006049
otolemur_garnettii ENSOGAG00000007337
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014829
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017152
fukomys_damarensis ENSFDAG00000013348
cavia_aperea ENSCAPG00000007628
cavia_porcellus ENSCPOG00000004520
chinchilla_lanigera ENSCLAG00000013003
cricetulus_griseus_crigri_1.0 ENSCGRG00000016723
cricetulus_griseus_crigri-picr ENSCGRG00015014259
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016286
mesocricetus_auratus ENSMAUG00000021537
microtus_ochrogaster ENSMOCG00000011563
peromyscus_maniculatus_bairdii ENSPEMG00000024068
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033235
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032010
mus_spicilegus ENSMSIG00000005680
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032097
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014966
rattus_norvegicus ENSRNOG00000006663
meriones_unguiculatus ENSMUGG00000011193
spermophilus_dauricus ENSSDAG00000016848
ictidomys_tridecemlineatus ENSSTOG00000005428
marmota_marmota_marmota ENSMMMG00000022252
urocitellus_parryii ENSUPAG00010018785
ursus_americanus ENSUAMG00000014220
ursus_maritimus ENSUMAG00000023555
ailuropoda_melanoleuca ENSAMEG00000007769
neovison_vison ENSNVIG00000002282
mustela_putorius_furo ENSMPUG00000005475
canis_lupus_familiaris ENSCAFG00000012042
canis_lupus_dingo ENSCAFG00020012545
vulpes_vulpes ENSVVUG00000022312
panthera_tigris_altaica ENSPTIG00000015669
panthera_pardus ENSPPRG00000013010
felis_catus ENSFCAG00000000980
pteropus_vampyrus ENSPVAG00000005619
equus_caballus ENSECAG00000019869
ovis_aries ENSOARG00000015942
capra_hircus ENSCHIG00000002460
bos_mutus ENSBMUG00000009990
bos_taurus ENSBTAG00000009749
bison_bison_bison ENSBBBG00000004970
tursiops_truncatus ENSTTRG00000005365
sus_scrofa ENSSSCG00000015120
vicugna_pacos ENSVPAG00000007100
erinaceus_europaeus ENSEEUG00000004253
erinaceus_europaeus ENSEEUG00000009542
tupaia_belangeri ENSTBEG00000001142
dasypus_novemcinctus ENSDNOG00000049292
oryctolagus_cuniculus ENSOCUG00000007759
ochotona_princeps ENSOPRG00000016443
loxodonta_africana ENSLAFG00000006018
procavia_capensis ENSPCAG00000009966
echinops_telfairi ENSETEG00000015045
phascolarctos_cinereus ENSPCIG00000022496
notamacropus_eugenii ENSMEUG00000001248
sarcophilus_harrisii ENSSHAG00000006515
monodelphis_domestica ENSMODG00000013213
latimeria_chalumnae ENSLACG00000016056
amphiprion_percula ENSAPEG00000003500
amphiprion_ocellaris ENSAOCG00000021952
acanthochromis_polyacanthus ENSAPOG00000003349
stegastes_partitus ENSSPAG00000008148
poecilia_latipinna ENSPLAG00000018948
poecilia_formosa ENSPFOG00000005925
poecilia_reticulata ENSPREG00000011319
poecilia_mexicana ENSPMEG00000018970
xiphophorus_maculatus ENSXMAG00000006708
gambusia_affinis ENSGAFG00000020824
fundulus_heteroclitus ENSFHEG00000020853
oryzias_latipes_asm223471v1 ENSORLG00020017360
oryzias_latipes_asm223467v1 ENSORLG00000009912
oryzias_latipes_asm223469v1 ENSORLG00015023237
oryzias_melastigma ENSOMEG00000020848
seriola_dumerili ENSSDUG00000021630
seriola_lalandi_dorsalis ENSSLDG00000007464
mastacembelus_armatus ENSMAMG00000005303
anabas_testudineus ENSATEG00000019761
cynoglossus_semilaevis ENSCSEG00000005061
pundamilia_nyererei ENSPNYG00000009435
haplochromis_burtoni ENSHBUG00000008087
maylandia_zebra ENSMZEG00005004453
astatotilapia_calliptera ENSACLG00000016110
neolamprologus_brichardi ENSNBRG00000015145
kryptolebias_marmoratus ENSKMAG00000014687
labrus_bergylta ENSLBEG00000023531
esox_lucius ENSELUG00000011139
astyanax_mexicanus ENSAMXG00000043395
pygocentrus_nattereri ENSPNAG00000011362
ictalurus_punctatus ENSIPUG00000008108
paramormyrops_kingsleyae ENSPKIG00000020984
scophthalmus_maximus ENSSMAG00000017276
tetraodon_nigroviridis ENSTNIG00000014358
amphilophus_citrinellus ENSACIG00000023530
cyprinodon_variegatus ENSCVAG00000013530
mastacembelus_armatus ENSMAMG00000002185
hippocampus_comes ENSHCOG00000000312
danio_rerio ENSDARG00000020107
caenorhabditis_elegans_strain_n2 WBGene00019259
