microcebus_murinus ENSMICG00000009260
prolemur_simus ENSPSMG00000003442
otolemur_garnettii ENSOGAG00000012518
otolemur_garnettii ENSOGAG00000014900
carlito_syrichta ENSTSYG00000009422
tupaia_belangeri ENSTBEG00000016293
mandrillus_leucophaeus ENSMLEG00000011521
papio_anubis ENSPANG00000033264
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004035
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000311
fukomys_damarensis ENSFDAG00000006529
octodon_degus ENSODEG00000005805
spermophilus_dauricus ENSSDAG00000016281
ictidomys_tridecemlineatus ENSSTOG00000026768
ictidomys_tridecemlineatus ENSSTOG00000027692
spermophilus_dauricus ENSSDAG00000023999
jaculus_jaculus ENSJJAG00000010509
nannospalax_galili ENSNGAG00000009933
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015198
cricetulus_griseus_crigri_1.0 ENSCGRG00000013604
cricetulus_griseus_crigri-picr ENSCGRG00015027947
peromyscus_maniculatus_bairdii ENSPEMG00000028606
meriones_unguiculatus ENSMUGG00000026169
cricetulus_griseus_crigri-picr ENSCGRG00015027914
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015719
cricetulus_griseus_crigri-picr ENSCGRG00015027888
peromyscus_maniculatus_bairdii ENSPEMG00000018051
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031725
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031382
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032501
mus_spicilegus ENSMSIG00000009294
mesocricetus_auratus ENSMAUG00000001825
cricetulus_griseus_crigri-picr ENSCGRG00015027882
cricetulus_griseus_crigri_1.0 ENSCGRG00000004606
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019039
mesocricetus_auratus ENSMAUG00000001475
peromyscus_maniculatus_bairdii ENSPEMG00000022097
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032500
mus_spicilegus ENSMSIG00000007356
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061959
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031381
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022980
meriones_unguiculatus ENSMUGG00000015723
jaculus_jaculus ENSJJAG00000013336
dipodomys_ordii ENSDORG00000004899
nannospalax_galili ENSNGAG00000013211
rattus_norvegicus ENSRNOG00000015438
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014097
cricetulus_griseus_crigri_1.0 ENSCGRG00000011899
castor_canadensis ENSCCNG00000019387
ictidomys_tridecemlineatus ENSSTOG00000011565
urocitellus_parryii ENSUPAG00010015119
spermophilus_dauricus ENSSDAG00000016224
marmota_marmota_marmota ENSMMMG00000011414
urocitellus_parryii ENSUPAG00010015175
ictidomys_tridecemlineatus ENSSTOG00000022544
ictidomys_tridecemlineatus ENSSTOG00000023935
spermophilus_dauricus ENSSDAG00000022796
cavia_porcellus ENSCPOG00000034823
octodon_degus ENSODEG00000000085
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011693
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006502
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000483
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004357
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017007
cricetulus_griseus_crigri-picr ENSCGRG00015027716
cricetulus_griseus_crigri_1.0 ENSCGRG00000003941
mesocricetus_auratus ENSMAUG00000011697
microtus_ochrogaster ENSMOCG00000010710
peromyscus_maniculatus_bairdii ENSPEMG00000022228
mus_spicilegus ENSMSIG00000021890
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032496
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071047
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031377
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022976
rattus_norvegicus ENSRNOG00000039725
meriones_unguiculatus ENSMUGG00000011407
nannospalax_galili ENSNGAG00000018579
jaculus_jaculus ENSJJAG00000012358
chinchilla_lanigera ENSCLAG00000006039
octodon_degus ENSODEG00000006276
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005501
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014291
fukomys_damarensis ENSFDAG00000007527
ictidomys_tridecemlineatus ENSSTOG00000027091
urocitellus_parryii ENSUPAG00010014531
marmota_marmota_marmota ENSMMMG00000011513
spermophilus_dauricus ENSSDAG00000014203
oryctolagus_cuniculus ENSOCUG00000006737
ochotona_princeps ENSOPRG00000014609
oryctolagus_cuniculus ENSOCUG00000022830
ochotona_princeps ENSOPRG00000014588
equus_asinus_asinus ENSEASG00005019152
equus_caballus ENSECAG00000039827
equus_caballus ENSECAG00000035275
equus_caballus ENSECAG00000009369
equus_asinus_asinus ENSEASG00005004825
equus_caballus ENSECAG00000031628
equus_caballus ENSECAG00000029363
equus_asinus_asinus ENSEASG00005019073
equus_asinus_asinus ENSEASG00005019098
myotis_lucifugus ENSMLUG00000001641
myotis_lucifugus ENSMLUG00000024244
myotis_lucifugus ENSMLUG00000011175
capra_hircus ENSCHIG00000021089
capra_hircus ENSCHIG00000021079
ovis_aries ENSOARG00000018232
bos_mutus ENSBMUG00000021829
tursiops_truncatus ENSTTRG00000012005
sus_scrofa ENSSSCG00000002825
ursus_americanus ENSUAMG00000027013
ursus_maritimus ENSUMAG00000001788
ailuropoda_melanoleuca ENSAMEG00000016532
mustela_putorius_furo ENSMPUG00000003424
neovison_vison ENSNVIG00000016822
canis_lupus_familiaris ENSCAFG00000009333
canis_lupus_dingo ENSCAFG00020004334
vulpes_vulpes ENSVVUG00000021742
panthera_pardus ENSPPRG00000021104
panthera_tigris_altaica ENSPTIG00000009831
felis_catus ENSFCAG00000014319
loxodonta_africana ENSLAFG00000022499
loxodonta_africana ENSLAFG00000021430
loxodonta_africana ENSLAFG00000027219
loxodonta_africana ENSLAFG00000030800
procavia_capensis ENSPCAG00000016149
dasypus_novemcinctus ENSDNOG00000001515
