poecilia_formosa ENSPFOG00000018923
cyprinodon_variegatus ENSCVAG00000003798
oryzias_latipes_asm223471v1 ENSORLG00020018907
oryzias_latipes_asm223469v1 ENSORLG00015003594
oryzias_latipes_asm223467v1 ENSORLG00000006089
oryzias_melastigma ENSOMEG00000017230
stegastes_partitus ENSSPAG00000017973
takifugu_rubripes ENSTRUG00000021858
labrus_bergylta ENSLBEG00000006205
stegastes_partitus ENSSPAG00000017981
stegastes_partitus ENSSPAG00000017940
poecilia_latipinna ENSPLAG00000017983
mola_mola ENSMMOG00000006734
mastacembelus_armatus ENSMAMG00000000514
seriola_dumerili ENSSDUG00000022188
gadus_morhua ENSGMOG00000000826
esox_lucius ENSELUG00000022165
astyanax_mexicanus ENSAMXG00000036276
astyanax_mexicanus ENSAMXG00000030645
pygocentrus_nattereri ENSPNAG00000004295
ictalurus_punctatus ENSIPUG00000007084
danio_rerio ENSDARG00000097746
danio_rerio ENSDARG00000097752
danio_rerio ENSDARG00000104398
danio_rerio ENSDARG00000102555
scleropages_formosus ENSSFOG00015018853
paramormyrops_kingsleyae ENSPKIG00000022238
lepisosteus_oculatus ENSLOCG00000003572
