pteropus_vampyrus ENSPVAG00000004123
myotis_lucifugus ENSMLUG00000007134
equus_asinus_asinus ENSEASG00005006372
equus_caballus ENSECAG00000020825
ursus_maritimus ENSUMAG00000003672
ursus_americanus ENSUAMG00000005262
ailuropoda_melanoleuca ENSAMEG00000001335
neovison_vison ENSNVIG00000017771
mustela_putorius_furo ENSMPUG00000011753
canis_lupus_dingo ENSCAFG00020005592
canis_lupus_familiaris ENSCAFG00000009970
vulpes_vulpes ENSVVUG00000014830
panthera_tigris_altaica ENSPTIG00000020080
panthera_pardus ENSPPRG00000014730
felis_catus ENSFCAG00000006716
sus_scrofa ENSSSCG00000015288
vicugna_pacos ENSVPAG00000010162
capra_hircus ENSCHIG00000014205
ovis_aries ENSOARG00000003443
bos_mutus ENSBMUG00000007719
bos_taurus ENSBTAG00000015946
bison_bison_bison ENSBBBG00000016023
tursiops_truncatus ENSTTRG00000006586
erinaceus_europaeus ENSEEUG00000015714
homo_sapiens ENSG00000117222
pan_paniscus ENSPPAG00000004153
pongo_abelii ENSPPYG00000000310
gorilla_gorilla ENSGGOG00000014796
pan_troglodytes ENSPTRG00000001894
nomascus_leucogenys ENSNLEG00000014409
rhinopithecus_bieti ENSRBIG00000028065
rhinopithecus_roxellana ENSRROG00000045061
colobus_angolensis_palliatus ENSCANG00000035291
piliocolobus_tephrosceles ENSPTEG00000032792
theropithecus_gelada ENSTGEG00000014434
macaca_nemestrina ENSMNEG00000044153
macaca_fascicularis ENSMFAG00000038790
macaca_mulatta ENSMMUG00000018803
papio_anubis ENSPANG00000015342
mandrillus_leucophaeus ENSMLEG00000013766
chlorocebus_sabaeus ENSCSAG00000014601
saimiri_boliviensis_boliviensis ENSSBOG00000020524
cebus_capucinus_imitator ENSCCAG00000020690
callithrix_jacchus ENSCJAG00000017172
aotus_nancymaae ENSANAG00000037817
carlito_syrichta ENSTSYG00000000255
prolemur_simus ENSPSMG00000006487
propithecus_coquereli ENSPCOG00000017977
microcebus_murinus ENSMICG00000013217
otolemur_garnettii ENSOGAG00000007382
chinchilla_lanigera ENSCLAG00000014383
octodon_degus ENSODEG00000005136
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008643
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002669
fukomys_damarensis ENSFDAG00000016551
ictidomys_tridecemlineatus ENSSTOG00000002654
spermophilus_dauricus ENSSDAG00000016655
marmota_marmota_marmota ENSMMMG00000004421
urocitellus_parryii ENSUPAG00010014156
castor_canadensis ENSCCNG00000017605
dipodomys_ordii ENSDORG00000014245
cricetulus_griseus_crigri-picr ENSCGRG00015002966
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015995
cricetulus_griseus_crigri_1.0 ENSCGRG00000009873
mesocricetus_auratus ENSMAUG00000015932
microtus_ochrogaster ENSMOCG00000014868
peromyscus_maniculatus_bairdii ENSPEMG00000000033
mus_spicilegus ENSMSIG00000023316
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015395
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026439
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014588
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027824
rattus_norvegicus ENSRNOG00000021289
meriones_unguiculatus ENSMUGG00000021463
nannospalax_galili ENSNGAG00000004415
oryctolagus_cuniculus ENSOCUG00000000095
ochotona_princeps ENSOPRG00000010115
cavia_aperea ENSCAPG00000015937
cavia_porcellus ENSCPOG00000011763
jaculus_jaculus ENSJJAG00000021045
tupaia_belangeri ENSTBEG00000000923
choloepus_hoffmanni ENSCHOG00000009443
choloepus_hoffmanni ENSCHOG00000003642
dasypus_novemcinctus ENSDNOG00000008799
loxodonta_africana ENSLAFG00000015962
echinops_telfairi ENSETEG00000015684
procavia_capensis ENSPCAG00000005452
sorex_araneus ENSSARG00000008333
phascolarctos_cinereus ENSPCIG00000004412
notamacropus_eugenii ENSMEUG00000010791
sarcophilus_harrisii ENSSHAG00000012958
monodelphis_domestica ENSMODG00000001708
ornithorhynchus_anatinus ENSOANG00000013474
meleagris_gallopavo ENSMGAG00000001045
coturnix_japonica ENSCJPG00005014929
gallus_gallus ENSGALG00000000668
numida_meleagris ENSNMEG00000009758
anser_brachyrhynchus ENSABRG00000004333
anas_platyrhynchos_platyrhynchos ENSAPLG00000005563
calidris_pygmaea ENSCPGG00000018660
calidris_pugnax ENSCPUG00000014148
manacus_vitellinus ENSMVIG00005017744
apteryx_haastii ENSAHAG00000019153
apteryx_owenii ENSAOWG00000010118
apteryx_rowi ENSARWG00000000254
dromaius_novaehollandiae ENSDNVG00000013330
nothoprocta_perdicaria ENSNPEG00000003332
ficedula_albicollis ENSFALG00000000881
cyanistes_caeruleus ENSCCEG00000017731
parus_major ENSPMJG00000016971
lonchura_striata_domestica ENSLSDG00000010522
lepidothrix_coronata ENSLCOG00000001985
crocodylus_porosus ENSCPRG00005010522
gopherus_agassizii ENSGAGG00000004008
chelonoidis_abingdonii ENSCABG00000002190
chrysemys_picta_bellii ENSCPBG00000001441
pelodiscus_sinensis ENSPSIG00000011991
anolis_carolinensis ENSACAG00000014232
pogona_vitticeps ENSPVIG00000013517
notechis_scutatus ENSNSUG00000016499
salvator_merianae ENSSMRG00000008126
sphenodon_punctatus ENSSPUG00000014435
xenopus_tropicalis ENSXETG00000000933
latimeria_chalumnae ENSLACG00000013020
scleropages_formosus ENSSFOG00015012417
paramormyrops_kingsleyae ENSPKIG00000015479
tetraodon_nigroviridis ENSTNIG00000005884
tetraodon_nigroviridis ENSTNIG00000002668
takifugu_rubripes ENSTRUG00000010017
gasterosteus_aculeatus ENSGACG00000004043
scophthalmus_maximus ENSSMAG00000003883
hippocampus_comes ENSHCOG00000013010
amphiprion_percula ENSAPEG00000022468
amphiprion_ocellaris ENSAOCG00000004359
acanthochromis_polyacanthus ENSAPOG00000017406
stegastes_partitus ENSSPAG00000008553
oryzias_latipes_asm223471v1 ENSORLG00020010507
oryzias_latipes_asm223467v1 ENSORLG00000019813
oryzias_latipes_asm223469v1 ENSORLG00015000199
oryzias_melastigma ENSOMEG00000004058
pundamilia_nyererei ENSPNYG00000022173
haplochromis_burtoni ENSHBUG00000014545
astatotilapia_calliptera ENSACLG00000004604
oreochromis_niloticus ENSONIG00000000468
mastacembelus_armatus ENSMAMG00000000860
anabas_testudineus ENSATEG00000002200
gambusia_affinis ENSGAFG00000001899
monopterus_albus ENSMALG00000022663
amphilophus_citrinellus ENSACIG00000010528
labrus_bergylta ENSLBEG00000026292
cyprinodon_variegatus ENSCVAG00000016112
fundulus_heteroclitus ENSFHEG00000020153
poecilia_formosa ENSPFOG00000003020
poecilia_latipinna ENSPLAG00000006137
poecilia_mexicana ENSPMEG00000020801
poecilia_reticulata ENSPREG00000009754
xiphophorus_maculatus ENSXMAG00000004113
xiphophorus_couchianus ENSXCOG00000016714
kryptolebias_marmoratus ENSKMAG00000012269
maylandia_zebra ENSMZEG00005017040
neolamprologus_brichardi ENSNBRG00000012966
mola_mola ENSMMOG00000013564
seriola_dumerili ENSSDUG00000019410
seriola_lalandi_dorsalis ENSSLDG00000006699
cynoglossus_semilaevis ENSCSEG00000012701
periophthalmus_magnuspinnatus ENSPMGG00000018948
gadus_morhua ENSGMOG00000010076
esox_lucius ENSELUG00000003872
astyanax_mexicanus ENSAMXG00000008879
pygocentrus_nattereri ENSPNAG00000013232
ictalurus_punctatus ENSIPUG00000016459
danio_rerio ENSDARG00000042147
lepisosteus_oculatus ENSLOCG00000011387
petromyzon_marinus ENSPMAG00000006716
eptatretus_burgeri ENSEBUG00000009691
ciona_savignyi ENSCSAVG00000004387
ciona_intestinalis ENSCING00000014428
drosophila_melanogaster FBgn0036973
caenorhabditis_elegans_strain_n2 WBGene00017683
saccharomyces_cerevisiae_strain_s288c YAR003W
