calidris_pugnax ENSCPUG00000019652
calidris_pygmaea ENSCPGG00000009276
anser_brachyrhynchus ENSABRG00000012111
apteryx_rowi ENSARWG00000018660
apteryx_haastii ENSAHAG00000013579
apteryx_owenii ENSAOWG00000012589
dromaius_novaehollandiae ENSDNVG00000014160
crocodylus_porosus ENSCPRG00005017060
gopherus_agassizii ENSGAGG00000014197
chelonoidis_abingdonii ENSCABG00000018369
chrysemys_picta_bellii ENSCPBG00000014938
pelodiscus_sinensis ENSPSIG00000010426
notechis_scutatus ENSNSUG00000016098
salvator_merianae ENSSMRG00000006115
sphenodon_punctatus ENSSPUG00000008997
phascolarctos_cinereus ENSPCIG00000019608
sarcophilus_harrisii ENSSHAG00000001246
notamacropus_eugenii ENSMEUG00000000180
monodelphis_domestica ENSMODG00000014951
pan_troglodytes ENSPTRG00000048166
pan_troglodytes ENSPTRG00000010653
pan_paniscus ENSPPAG00000032301
homo_sapiens ENSG00000188039
gorilla_gorilla ENSGGOG00000016341
pongo_abelii ENSPPYG00000009696
nomascus_leucogenys ENSNLEG00000005585
theropithecus_gelada ENSTGEG00000011163
papio_anubis ENSPANG00000034320
macaca_mulatta ENSMMUG00000018503
macaca_fascicularis ENSMFAG00000003774
macaca_nemestrina ENSMNEG00000029893
cercocebus_atys ENSCATG00000016343
mandrillus_leucophaeus ENSMLEG00000028951
chlorocebus_sabaeus ENSCSAG00000005700
rhinopithecus_roxellana ENSRROG00000029874
rhinopithecus_bieti ENSRBIG00000042201
piliocolobus_tephrosceles ENSPTEG00000033630
colobus_angolensis_palliatus ENSCANG00000031897
saimiri_boliviensis_boliviensis ENSSBOG00000030232
callithrix_jacchus ENSCJAG00000009420
cebus_capucinus_imitator ENSCCAG00000033354
aotus_nancymaae ENSANAG00000019827
carlito_syrichta ENSTSYG00000007884
propithecus_coquereli ENSPCOG00000024527
prolemur_simus ENSPSMG00000014864
microcebus_murinus ENSMICG00000003445
otolemur_garnettii ENSOGAG00000006070
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048148
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032346
mus_spicilegus ENSMSIG00000026898
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031225
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021690
rattus_norvegicus ENSRNOG00000052129
meriones_unguiculatus ENSMUGG00000013439
peromyscus_maniculatus_bairdii ENSPEMG00000023600
microtus_ochrogaster ENSMOCG00000011227
cricetulus_griseus_crigri-picr ENSCGRG00015006353
cricetulus_griseus_crigri_1.0 ENSCGRG00000005219
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013606
mesocricetus_auratus ENSMAUG00000012768
nannospalax_galili ENSNGAG00000016596
jaculus_jaculus ENSJJAG00000017294
urocitellus_parryii ENSUPAG00010021632
spermophilus_dauricus ENSSDAG00000008080
marmota_marmota_marmota ENSMMMG00000023213
ictidomys_tridecemlineatus ENSSTOG00000014626
ursus_maritimus ENSUMAG00000012380
ursus_americanus ENSUAMG00000010305
ailuropoda_melanoleuca ENSAMEG00000010118
neovison_vison ENSNVIG00000015394
mustela_putorius_furo ENSMPUG00000016016
canis_lupus_dingo ENSCAFG00020010280
canis_lupus_familiaris ENSCAFG00000015626
vulpes_vulpes ENSVVUG00000016498
panthera_tigris_altaica ENSPTIG00000005272
panthera_pardus ENSPPRG00000000158
felis_catus ENSFCAG00000013175
equus_caballus ENSECAG00000016197
equus_asinus_asinus ENSEASG00005000508
pteropus_vampyrus ENSPVAG00000004329
myotis_lucifugus ENSMLUG00000013904
capra_hircus ENSCHIG00000009765
ovis_aries ENSOARG00000018596
bos_mutus ENSBMUG00000008693
bos_taurus ENSBTAG00000009328
bison_bison_bison ENSBBBG00000012497
tursiops_truncatus ENSTTRG00000015023
sus_scrofa ENSSSCG00000013865
loxodonta_africana ENSLAFG00000007110
procavia_capensis ENSPCAG00000014631
echinops_telfairi ENSETEG00000005913
chinchilla_lanigera ENSCLAG00000007464
octodon_degus ENSODEG00000001676
cavia_porcellus ENSCPOG00000024668
cavia_aperea ENSCAPG00000016965
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002377
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012531
fukomys_damarensis ENSFDAG00000015343
ochotona_princeps ENSOPRG00000014979
sorex_araneus ENSSARG00000003328
dasypus_novemcinctus ENSDNOG00000044492
dasypus_novemcinctus ENSDNOG00000039700
oryctolagus_cuniculus ENSOCUG00000021691
ornithorhynchus_anatinus ENSOANG00000007868
latimeria_chalumnae ENSLACG00000018112
scleropages_formosus ENSSFOG00015021848
paramormyrops_kingsleyae ENSPKIG00000003695
