astyanax_mexicanus ENSAMXG00000017145
pygocentrus_nattereri ENSPNAG00000010188
ictalurus_punctatus ENSIPUG00000018853
danio_rerio ENSDARG00000070425
takifugu_rubripes ENSTRUG00000012962
tetraodon_nigroviridis ENSTNIG00000010969
mola_mola ENSMMOG00000015033
gasterosteus_aculeatus ENSGACG00000012933
poecilia_mexicana ENSPMEG00000012987
poecilia_formosa ENSPFOG00000013522
poecilia_latipinna ENSPLAG00000016479
poecilia_reticulata ENSPREG00000013755
xiphophorus_couchianus ENSXCOG00000007538
xiphophorus_maculatus ENSXMAG00000004195
gambusia_affinis ENSGAFG00000006438
cyprinodon_variegatus ENSCVAG00000021491
fundulus_heteroclitus ENSFHEG00000020297
kryptolebias_marmoratus ENSKMAG00000019346
oryzias_latipes_asm223471v1 ENSORLG00020014751
oryzias_latipes_asm223467v1 ENSORLG00000018020
oryzias_latipes_asm223469v1 ENSORLG00015012536
oryzias_melastigma ENSOMEG00000003701
amphiprion_ocellaris ENSAOCG00000008226
amphiprion_percula ENSAPEG00000023015
acanthochromis_polyacanthus ENSAPOG00000012832
stegastes_partitus ENSSPAG00000007695
mastacembelus_armatus ENSMAMG00000013709
monopterus_albus ENSMALG00000016606
anabas_testudineus ENSATEG00000001136
scophthalmus_maximus ENSSMAG00000007170
cynoglossus_semilaevis ENSCSEG00000000474
seriola_dumerili ENSSDUG00000009921
seriola_lalandi_dorsalis ENSSLDG00000000548
maylandia_zebra ENSMZEG00005013182
astatotilapia_calliptera ENSACLG00000006587
pundamilia_nyererei ENSPNYG00000002972
haplochromis_burtoni ENSHBUG00000022543
neolamprologus_brichardi ENSNBRG00000022053
oreochromis_niloticus ENSONIG00000000782
amphilophus_citrinellus ENSACIG00000002066
labrus_bergylta ENSLBEG00000024247
hippocampus_comes ENSHCOG00000002495
periophthalmus_magnuspinnatus ENSPMGG00000022204
gadus_morhua ENSGMOG00000006005
esox_lucius ENSELUG00000020655
paramormyrops_kingsleyae ENSPKIG00000021562
