mola_mola ENSMMOG00000019364
cynoglossus_semilaevis ENSCSEG00000004745
pundamilia_nyererei ENSPNYG00000014984
neolamprologus_brichardi ENSNBRG00000016341
oryzias_latipes_asm223471v1 ENSORLG00020010956
oryzias_latipes_asm223467v1 ENSORLG00000018220
oryzias_latipes_asm223469v1 ENSORLG00015007221
oryzias_melastigma ENSOMEG00000013049
gasterosteus_aculeatus ENSGACG00000008352
labrus_bergylta ENSLBEG00000011658
hippocampus_comes ENSHCOG00000019901
xiphophorus_couchianus ENSXCOG00000017096
fundulus_heteroclitus ENSFHEG00000006238
cyprinodon_variegatus ENSCVAG00000008528
poecilia_formosa ENSPFOG00000018519
poecilia_latipinna ENSPLAG00000022015
poecilia_mexicana ENSPMEG00000005164
poecilia_reticulata ENSPREG00000016585
xiphophorus_maculatus ENSXMAG00000005129
gambusia_affinis ENSGAFG00000006047
kryptolebias_marmoratus ENSKMAG00000006507
astatotilapia_calliptera ENSACLG00000007330
maylandia_zebra ENSMZEG00005018334
haplochromis_burtoni ENSHBUG00000007444
oreochromis_niloticus ENSONIG00000017443
amphilophus_citrinellus ENSACIG00000022915
amphiprion_ocellaris ENSAOCG00000024447
amphiprion_percula ENSAPEG00000016918
acanthochromis_polyacanthus ENSAPOG00000016342
stegastes_partitus ENSSPAG00000022664
takifugu_rubripes ENSTRUG00000006968
tetraodon_nigroviridis ENSTNIG00000015646
labrus_bergylta ENSLBEG00000021420
mastacembelus_armatus ENSMAMG00000000545
monopterus_albus ENSMALG00000016795
seriola_dumerili ENSSDUG00000015178
seriola_lalandi_dorsalis ENSSLDG00000023343
scophthalmus_maximus ENSSMAG00000009542
anabas_testudineus ENSATEG00000023187
gadus_morhua ENSGMOG00000009947
esox_lucius ENSELUG00000011484
pygocentrus_nattereri ENSPNAG00000001564
astyanax_mexicanus ENSAMXG00000016740
ictalurus_punctatus ENSIPUG00000011610
danio_rerio ENSDARG00000019316
scleropages_formosus ENSSFOG00015017331
paramormyrops_kingsleyae ENSPKIG00000002971
lepisosteus_oculatus ENSLOCG00000010977
periophthalmus_magnuspinnatus ENSPMGG00000019358
anser_brachyrhynchus ENSABRG00000009669
anas_platyrhynchos_platyrhynchos ENSAPLG00000006119
gallus_gallus ENSGALG00000033783
meleagris_gallopavo ENSMGAG00000012654
coturnix_japonica ENSCJPG00005005959
numida_meleagris ENSNMEG00000008456
lonchura_striata_domestica ENSLSDG00000003356
taeniopygia_guttata ENSTGUG00000012463
taeniopygia_guttata ENSTGUG00000014360
lonchura_striata_domestica ENSLSDG00000000464
ficedula_albicollis ENSFALG00000002499
zonotrichia_albicollis ENSZALG00000014491
junco_hyemalis ENSJHYG00000009105
serinus_canaria ENSSCAG00000007456
cyanistes_caeruleus ENSCCEG00000008538
parus_major ENSPMJG00000011279
lepidothrix_coronata ENSLCOG00000004509
manacus_vitellinus ENSMVIG00005012462
melopsittacus_undulatus ENSMUNG00000016725
calidris_pugnax ENSCPUG00000008692
calidris_pygmaea ENSCPGG00000007898
apteryx_haastii ENSAHAG00000017054
apteryx_rowi ENSARWG00000014363
