urocitellus_parryii ENSUPAG00010019149
spermophilus_dauricus ENSSDAG00000006628
ictidomys_tridecemlineatus ENSSTOG00000003775
marmota_marmota_marmota ENSMMMG00000014982
chinchilla_lanigera ENSCLAG00000010749
octodon_degus ENSODEG00000017105
cavia_aperea ENSCAPG00000007946
cavia_porcellus ENSCPOG00000014273
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004107
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002402
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016081
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003242
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018243
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010333
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000898
fukomys_damarensis ENSFDAG00000005257
castor_canadensis ENSCCNG00000019103
dipodomys_ordii ENSDORG00000010891
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038535
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033554
mus_spicilegus ENSMSIG00000030068
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032416
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015280
rattus_norvegicus ENSRNOG00000055631
meriones_unguiculatus ENSMUGG00000011781
meriones_unguiculatus ENSMUGG00000011830
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015255
cricetulus_griseus_crigri_1.0 ENSCGRG00000014734
cricetulus_griseus_crigri-picr ENSCGRG00015016259
mesocricetus_auratus ENSMAUG00000019648
microtus_ochrogaster ENSMOCG00000022695
peromyscus_maniculatus_bairdii ENSPEMG00000020404
nannospalax_galili ENSNGAG00000018877
jaculus_jaculus ENSJJAG00000010802
oryctolagus_cuniculus ENSOCUG00000015094
ochotona_princeps ENSOPRG00000009464
pan_troglodytes ENSPTRG00000007107
pan_paniscus ENSPPAG00000034034
homo_sapiens ENSG00000137871
homo_sapiens ENSG00000285253
gorilla_gorilla ENSGGOG00000006070
pongo_abelii ENSPPYG00000006504
nomascus_leucogenys ENSNLEG00000006674
macaca_nemestrina ENSMNEG00000042755
macaca_fascicularis ENSMFAG00000036502
macaca_mulatta ENSMMUG00000008718
mandrillus_leucophaeus ENSMLEG00000028908
cercocebus_atys ENSCATG00000012535
theropithecus_gelada ENSTGEG00000017556
papio_anubis ENSPANG00000017264
chlorocebus_sabaeus ENSCSAG00000011884
rhinopithecus_roxellana ENSRROG00000045252
rhinopithecus_bieti ENSRBIG00000044744
colobus_angolensis_palliatus ENSCANG00000030278
piliocolobus_tephrosceles ENSPTEG00000027157
saimiri_boliviensis_boliviensis ENSSBOG00000000088
cebus_capucinus_imitator ENSCCAG00000018684
callithrix_jacchus ENSCJAG00000045928
aotus_nancymaae ENSANAG00000036601
carlito_syrichta ENSTSYG00000007194
propithecus_coquereli ENSPCOG00000005546
microcebus_murinus ENSMICG00000013140
prolemur_simus ENSPSMG00000015013
otolemur_garnettii ENSOGAG00000001816
tupaia_belangeri ENSTBEG00000005416
ailuropoda_melanoleuca ENSAMEG00000003065
ursus_maritimus ENSUMAG00000023594
ursus_americanus ENSUAMG00000028007
neovison_vison ENSNVIG00000001156
mustela_putorius_furo ENSMPUG00000002195
canis_lupus_familiaris ENSCAFG00000016112
canis_lupus_dingo ENSCAFG00020012271
vulpes_vulpes ENSVVUG00000001009
panthera_pardus ENSPPRG00000003905
panthera_tigris_altaica ENSPTIG00000000201
felis_catus ENSFCAG00000030645
pteropus_vampyrus ENSPVAG00000010418
sorex_araneus ENSSARG00000012674
erinaceus_europaeus ENSEEUG00000012013
ailuropoda_melanoleuca ENSAMEG00000010693
myotis_lucifugus ENSMLUG00000001958
capra_hircus ENSCHIG00000021583
ovis_aries ENSOARG00000020876
bos_mutus ENSBMUG00000008538
bison_bison_bison ENSBBBG00000014586
tursiops_truncatus ENSTTRG00000004321
sus_scrofa ENSSSCG00000026960
vicugna_pacos ENSVPAG00000006543
equus_caballus ENSECAG00000008139
equus_asinus_asinus ENSEASG00005009759
panthera_tigris_altaica ENSPTIG00000009862
bos_taurus ENSBTAG00000052391
peromyscus_maniculatus_bairdii ENSPEMG00000024722
meriones_unguiculatus ENSMUGG00000015577
dasypus_novemcinctus ENSDNOG00000007753
choloepus_hoffmanni ENSCHOG00000011316
loxodonta_africana ENSLAFG00000005060
procavia_capensis ENSPCAG00000010915
echinops_telfairi ENSETEG00000016897
phascolarctos_cinereus ENSPCIG00000018502
notamacropus_eugenii ENSMEUG00000012983
sarcophilus_harrisii ENSSHAG00000017405
monodelphis_domestica ENSMODG00000008223
ornithorhynchus_anatinus ENSOANG00000009461
ornithorhynchus_anatinus ENSOANG00000003478
calidris_pygmaea ENSCPGG00000011655
calidris_pugnax ENSCPUG00000016154
parus_major ENSPMJG00000018464
cyanistes_caeruleus ENSCCEG00000019955
ficedula_albicollis ENSFALG00000012113
lonchura_striata_domestica ENSLSDG00000015148
taeniopygia_guttata ENSTGUG00000006310
serinus_canaria ENSSCAG00000000400
junco_hyemalis ENSJHYG00000016358
zonotrichia_albicollis ENSZALG00000002293
lepidothrix_coronata ENSLCOG00000005008
manacus_vitellinus ENSMVIG00005016292
anser_brachyrhynchus ENSABRG00000019932
anser_brachyrhynchus ENSABRG00000004342
anas_platyrhynchos_platyrhynchos ENSAPLG00000006903
meleagris_gallopavo ENSMGAG00000005701
gallus_gallus ENSGALG00000037723
coturnix_japonica ENSCJPG00005016237
numida_meleagris ENSNMEG00000022294
apteryx_rowi ENSARWG00000000314
apteryx_owenii ENSAOWG00000007664
apteryx_haastii ENSAHAG00000013335
dromaius_novaehollandiae ENSDNVG00000018605
nothoprocta_perdicaria ENSNPEG00000015088
crocodylus_porosus ENSCPRG00005011643
chelonoidis_abingdonii ENSCABG00000022147
gopherus_agassizii ENSGAGG00000007797
chrysemys_picta_bellii ENSCPBG00000004363
pelodiscus_sinensis ENSPSIG00000013619
pogona_vitticeps ENSPVIG00000019329
pogona_vitticeps ENSPVIG00000020904
notechis_scutatus ENSNSUG00000013413
salvator_merianae ENSSMRG00000001995
sphenodon_punctatus ENSSPUG00000016905
chelonoidis_abingdonii ENSCABG00000022151
chrysemys_picta_bellii ENSCPBG00000004803
anas_platyrhynchos_platyrhynchos ENSAPLG00000025642
melopsittacus_undulatus ENSMUNG00000016648
