gallus_gallus ENSGALG00000010211
meleagris_gallopavo ENSMGAG00000012632
coturnix_japonica ENSCJPG00005019187
numida_meleagris ENSNMEG00000022355
anas_platyrhynchos_platyrhynchos ENSAPLG00000019703
anser_brachyrhynchus ENSABRG00000007631
taeniopygia_guttata ENSTGUG00000014114
lonchura_striata_domestica ENSLSDG00000002603
serinus_canaria ENSSCAG00000010194
cyanistes_caeruleus ENSCCEG00000019406
parus_major ENSPMJG00000016693
ficedula_albicollis ENSFALG00000006258
junco_hyemalis ENSJHYG00000010920
zonotrichia_albicollis ENSZALG00000002503
manacus_vitellinus ENSMVIG00005002918
manacus_vitellinus ENSMVIG00005002988
lepidothrix_coronata ENSLCOG00000015991
melopsittacus_undulatus ENSMUNG00000010212
calidris_pygmaea ENSCPGG00000005091
calidris_pugnax ENSCPUG00000001941
apteryx_haastii ENSAHAG00000003126
apteryx_owenii ENSAOWG00000017111
apteryx_rowi ENSARWG00000010749
dromaius_novaehollandiae ENSDNVG00000001638
nothoprocta_perdicaria ENSNPEG00000007453
crocodylus_porosus ENSCPRG00005004064
gopherus_agassizii ENSGAGG00000010183
chelonoidis_abingdonii ENSCABG00000022686
chrysemys_picta_bellii ENSCPBG00000026218
pelodiscus_sinensis ENSPSIG00000015581
pogona_vitticeps ENSPVIG00000004752
anolis_carolinensis ENSACAG00000016307
notechis_scutatus ENSNSUG00000003043
salvator_merianae ENSSMRG00000012649
sphenodon_punctatus ENSSPUG00000017066
notamacropus_eugenii ENSMEUG00000006134
notamacropus_eugenii ENSMEUG00000007872
phascolarctos_cinereus ENSPCIG00000010683
sarcophilus_harrisii ENSSHAG00000018886
monodelphis_domestica ENSMODG00000006429
erinaceus_europaeus ENSEEUG00000009963
sorex_araneus ENSSARG00000004494
myotis_lucifugus ENSMLUG00000010050
pteropus_vampyrus ENSPVAG00000000645
equus_asinus_asinus ENSEASG00005011664
equus_caballus ENSECAG00000009453
capra_hircus ENSCHIG00000011927
ovis_aries ENSOARG00000000940
bos_mutus ENSBMUG00000008513
bos_taurus ENSBTAG00000018469
bison_bison_bison ENSBBBG00000003099
tursiops_truncatus ENSTTRG00000006442
sus_scrofa ENSSSCG00000002357
vicugna_pacos ENSVPAG00000000805
ursus_americanus ENSUAMG00000005538
ursus_maritimus ENSUMAG00000008875
ailuropoda_melanoleuca ENSAMEG00000018257
mustela_putorius_furo ENSMPUG00000009514
neovison_vison ENSNVIG00000016166
canis_lupus_familiaris ENSCAFG00000016901
canis_lupus_dingo ENSCAFG00020003666
vulpes_vulpes ENSVVUG00000005031
panthera_pardus ENSPPRG00000016252
panthera_tigris_altaica ENSPTIG00000016228
felis_catus ENSFCAG00000006202
tupaia_belangeri ENSTBEG00000005345
loxodonta_africana ENSLAFG00000002533
procavia_capensis ENSPCAG00000000550
echinops_telfairi ENSETEG00000015891
dasypus_novemcinctus ENSDNOG00000024213
choloepus_hoffmanni ENSCHOG00000002670
pan_paniscus ENSPPAG00000030111
pan_troglodytes ENSPTRG00000006531
homo_sapiens ENSG00000119711
gorilla_gorilla ENSGGOG00000009060
