sarcophilus_harrisii ENSSHAG00000014945
phascolarctos_cinereus ENSPCIG00000034826
monodelphis_domestica ENSMODG00000010683
procavia_capensis ENSPCAG00000011711
loxodonta_africana ENSLAFG00000017967
echinops_telfairi ENSETEG00000016300
dasypus_novemcinctus ENSDNOG00000042859
myotis_lucifugus ENSMLUG00000005028
pteropus_vampyrus ENSPVAG00000002584
equus_caballus ENSECAG00000009813
equus_asinus_asinus ENSEASG00005011818
ailuropoda_melanoleuca ENSAMEG00000000380
ursus_maritimus ENSUMAG00000017714
mustela_putorius_furo ENSMPUG00000000703
neovison_vison ENSNVIG00000019860
canis_lupus_familiaris ENSCAFG00000028456
canis_lupus_dingo ENSCAFG00020012868
vulpes_vulpes ENSVVUG00000003609
panthera_pardus ENSPPRG00000002872
panthera_tigris_altaica ENSPTIG00000008691
felis_catus ENSFCAG00000030960
erinaceus_europaeus ENSEEUG00000005922
sorex_araneus ENSSARG00000011853
vicugna_pacos ENSVPAG00000012380
sus_scrofa ENSSSCG00000021576
capra_hircus ENSCHIG00000017611
ovis_aries ENSOARG00000012936
bos_mutus ENSBMUG00000000209
bos_taurus ENSBTAG00000050334
bison_bison_bison ENSBBBG00000002341
tursiops_truncatus ENSTTRG00000012972
microtus_ochrogaster ENSMOCG00000016548
peromyscus_maniculatus_bairdii ENSPEMG00000017094
cricetulus_griseus_crigri-picr ENSCGRG00015002258
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010584
cricetulus_griseus_crigri_1.0 ENSCGRG00000010405
mesocricetus_auratus ENSMAUG00000007854
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019352
mus_spicilegus ENSMSIG00000004240
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000015396
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018473
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019541
rattus_norvegicus ENSRNOG00000018092
meriones_unguiculatus ENSMUGG00000020181
nannospalax_galili ENSNGAG00000022253
jaculus_jaculus ENSJJAG00000018525
castor_canadensis ENSCCNG00000001886
dipodomys_ordii ENSDORG00000003812
chinchilla_lanigera ENSCLAG00000003489
octodon_degus ENSODEG00000005045
cavia_porcellus ENSCPOG00000040434
cavia_aperea ENSCAPG00000016093
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012302
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002708
fukomys_damarensis ENSFDAG00000014888
ictidomys_tridecemlineatus ENSSTOG00000029251
spermophilus_dauricus ENSSDAG00000023649
urocitellus_parryii ENSUPAG00010016657
marmota_marmota_marmota ENSMMMG00000015991
oryctolagus_cuniculus ENSOCUG00000003303
ochotona_princeps ENSOPRG00000003590
tupaia_belangeri ENSTBEG00000000777
homo_sapiens ENSG00000112149
gorilla_gorilla ENSGGOG00000006247
pan_troglodytes ENSPTRG00000017742
pan_paniscus ENSPPAG00000041667
pongo_abelii ENSPPYG00000016248
nomascus_leucogenys ENSNLEG00000000924
rhinopithecus_roxellana ENSRROG00000043672
rhinopithecus_bieti ENSRBIG00000030328
piliocolobus_tephrosceles ENSPTEG00000007361
colobus_angolensis_palliatus ENSCANG00000042799
macaca_fascicularis ENSMFAG00000030839
macaca_mulatta ENSMMUG00000020289
macaca_nemestrina ENSMNEG00000042578
papio_anubis ENSPANG00000021965
theropithecus_gelada ENSTGEG00000017719
cercocebus_atys ENSCATG00000032797
mandrillus_leucophaeus ENSMLEG00000017660
chlorocebus_sabaeus ENSCSAG00000007558
saimiri_boliviensis_boliviensis ENSSBOG00000022214
callithrix_jacchus ENSCJAG00000039142
cebus_capucinus_imitator ENSCCAG00000032364
aotus_nancymaae ENSANAG00000032342
carlito_syrichta ENSTSYG00000028416
propithecus_coquereli ENSPCOG00000018197
prolemur_simus ENSPSMG00000020417
microcebus_murinus ENSMICG00000042608
otolemur_garnettii ENSOGAG00000014245
pogona_vitticeps ENSPVIG00000005287
anolis_carolinensis ENSACAG00000028956
salvator_merianae ENSSMRG00000005894
sphenodon_punctatus ENSSPUG00000010019
apteryx_owenii ENSAOWG00000018736
apteryx_rowi ENSARWG00000014523
dromaius_novaehollandiae ENSDNVG00000015696
calidris_pygmaea ENSCPGG00000013828
calidris_pugnax ENSCPUG00000002363
melopsittacus_undulatus ENSMUNG00000009236
serinus_canaria ENSSCAG00000000351
lonchura_striata_domestica ENSLSDG00000010672
zonotrichia_albicollis ENSZALG00000001428
junco_hyemalis ENSJHYG00000015193
ficedula_albicollis ENSFALG00000013437
parus_major ENSPMJG00000018207
cyanistes_caeruleus ENSCCEG00000001346
anas_platyrhynchos_platyrhynchos ENSAPLG00000020318
anser_brachyrhynchus ENSABRG00000011187
gallus_gallus ENSGALG00000046032
coturnix_japonica ENSCJPG00005017291
numida_meleagris ENSNMEG00000001975
apteryx_haastii ENSAHAG00000000393
nothoprocta_perdicaria ENSNPEG00000015552
lepidothrix_coronata ENSLCOG00000004269
manacus_vitellinus ENSMVIG00005013873
cyanistes_caeruleus ENSCCEG00000002205
crocodylus_porosus ENSCPRG00005002774
gopherus_agassizii ENSGAGG00000014218
chelonoidis_abingdonii ENSCABG00000006540
chrysemys_picta_bellii ENSCPBG00000022357
pelodiscus_sinensis ENSPSIG00000008900
