ciona_savignyi ENSCSAVG00000003700
ciona_intestinalis ENSCING00000001353
latimeria_chalumnae ENSLACG00000005219
latimeria_chalumnae ENSLACG00000007506
apteryx_haastii ENSAHAG00000001741
apteryx_owenii ENSAOWG00000002397
apteryx_rowi ENSARWG00000009276
dromaius_novaehollandiae ENSDNVG00000005318
nothoprocta_perdicaria ENSNPEG00000004307
manacus_vitellinus ENSMVIG00005001720
lepidothrix_coronata ENSLCOG00000000540
taeniopygia_guttata ENSTGUG00000001587
lonchura_striata_domestica ENSLSDG00000017650
serinus_canaria ENSSCAG00000016319
cyanistes_caeruleus ENSCCEG00000018379
parus_major ENSPMJG00000004806
ficedula_albicollis ENSFALG00000008862
zonotrichia_albicollis ENSZALG00000003135
calidris_pygmaea ENSCPGG00000012709
calidris_pugnax ENSCPUG00000017699
melopsittacus_undulatus ENSMUNG00000011797
anser_brachyrhynchus ENSABRG00000001542
anas_platyrhynchos_platyrhynchos ENSAPLG00000011964
gallus_gallus ENSGALG00000036259
gallus_gallus ENSGALG00000054205
coturnix_japonica ENSCJPG00005005256
numida_meleagris ENSNMEG00000015199
sphenodon_punctatus ENSSPUG00000012573
sphenodon_punctatus ENSSPUG00000012555
sphenodon_punctatus ENSSPUG00000012594
sphenodon_punctatus ENSSPUG00000012566
sphenodon_punctatus ENSSPUG00000012636
meleagris_gallopavo ENSMGAG00000001532
crocodylus_porosus ENSCPRG00005014928
gopherus_agassizii ENSGAGG00000008461
chelonoidis_abingdonii ENSCABG00000007473
chrysemys_picta_bellii ENSCPBG00000025732
pelodiscus_sinensis ENSPSIG00000010110
anolis_carolinensis ENSACAG00000012846
pogona_vitticeps ENSPVIG00000009991
salvator_merianae ENSSMRG00000000761
notechis_scutatus ENSNSUG00000007273
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023337
mus_spicilegus ENSMSIG00000018124
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039840
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019153
rattus_norvegicus ENSRNOG00000052894
meriones_unguiculatus ENSMUGG00000015763
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013764
cricetulus_griseus_crigri-picr ENSCGRG00015025288
cricetulus_griseus_crigri_1.0 ENSCGRG00000013577
mesocricetus_auratus ENSMAUG00000019707
microtus_ochrogaster ENSMOCG00000015567
peromyscus_maniculatus_bairdii ENSPEMG00000022153
nannospalax_galili ENSNGAG00000005612
jaculus_jaculus ENSJJAG00000008036
dipodomys_ordii ENSDORG00000013620
urocitellus_parryii ENSUPAG00010020193
spermophilus_dauricus ENSSDAG00000017128
ictidomys_tridecemlineatus ENSSTOG00000021864
marmota_marmota_marmota ENSMMMG00000006854
chinchilla_lanigera ENSCLAG00000009230
octodon_degus ENSODEG00000018404
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003865
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004824
fukomys_damarensis ENSFDAG00000018910
cavia_porcellus ENSCPOG00000012114
cavia_aperea ENSCAPG00000014604
oryctolagus_cuniculus ENSOCUG00000003950
ochotona_princeps ENSOPRG00000004763
tupaia_belangeri ENSTBEG00000002539
microcebus_murinus ENSMICG00000017498
propithecus_coquereli ENSPCOG00000026516
prolemur_simus ENSPSMG00000023252
otolemur_garnettii ENSOGAG00000029113
pan_paniscus ENSPPAG00000025948
pan_troglodytes ENSPTRG00000009989
homo_sapiens ENSG00000152223
gorilla_gorilla ENSGGOG00000007816
pongo_abelii ENSPPYG00000009128
nomascus_leucogenys ENSNLEG00000010921
papio_anubis ENSPANG00000009665
mandrillus_leucophaeus ENSMLEG00000033487
theropithecus_gelada ENSTGEG00000023722
cercocebus_atys ENSCATG00000038496
macaca_mulatta ENSMMUG00000003562
macaca_nemestrina ENSMNEG00000043373
macaca_fascicularis ENSMFAG00000042030
chlorocebus_sabaeus ENSCSAG00000017960
colobus_angolensis_palliatus ENSCANG00000039371
piliocolobus_tephrosceles ENSPTEG00000022097
rhinopithecus_bieti ENSRBIG00000034374
rhinopithecus_roxellana ENSRROG00000034815
cebus_capucinus_imitator ENSCCAG00000019864
saimiri_boliviensis_boliviensis ENSSBOG00000021065
callithrix_jacchus ENSCJAG00000008484
aotus_nancymaae ENSANAG00000028542
sorex_araneus ENSSARG00000007581
