monodelphis_domestica ENSMODG00000022734
phascolarctos_cinereus ENSPCIG00000018021
homo_sapiens ENSG00000213015
pan_troglodytes ENSPTRG00000011521
gorilla_gorilla ENSGGOG00000028333
chlorocebus_sabaeus ENSCSAG00000001725
papio_anubis ENSPANG00000022850
mandrillus_leucophaeus ENSMLEG00000014271
cercocebus_atys ENSCATG00000003383
theropithecus_gelada ENSTGEG00000013221
macaca_fascicularis ENSMFAG00000030040
macaca_nemestrina ENSMNEG00000011425
rhinopithecus_roxellana ENSRROG00000027250
rhinopithecus_bieti ENSRBIG00000026309
piliocolobus_tephrosceles ENSPTEG00000039761
colobus_angolensis_palliatus ENSCANG00000028448
saimiri_boliviensis_boliviensis ENSSBOG00000008469
callithrix_jacchus ENSCJAG00000040930
cebus_capucinus_imitator ENSCCAG00000019200
aotus_nancymaae ENSANAG00000005932
propithecus_coquereli ENSPCOG00000013009
microcebus_murinus ENSMICG00000044200
prolemur_simus ENSPSMG00000007910
otolemur_garnettii ENSOGAG00000032491
sus_scrofa ENSSSCG00000031349
tursiops_truncatus ENSTTRG00000000983
pteropus_vampyrus ENSPVAG00000004547
equus_caballus ENSECAG00000034287
equus_asinus_asinus ENSEASG00005020726
chinchilla_lanigera ENSCLAG00000001501
cavia_porcellus ENSCPOG00000019582
octodon_degus ENSODEG00000010519
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011821
ictidomys_tridecemlineatus ENSSTOG00000025235
peromyscus_maniculatus_bairdii ENSPEMG00000025748
microtus_ochrogaster ENSMOCG00000001837
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030200
mus_spicilegus ENSMSIG00000013023
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055633
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029147
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021014
rattus_norvegicus ENSRNOG00000016274
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004034
cricetulus_griseus_crigri-picr ENSCGRG00015027312
mesocricetus_auratus ENSMAUG00000020477
meriones_unguiculatus ENSMUGG00000004983
nannospalax_galili ENSNGAG00000003626
jaculus_jaculus ENSJJAG00000011855
jaculus_jaculus ENSJJAG00000012879
ailuropoda_melanoleuca ENSAMEG00000018924
ursus_americanus ENSUAMG00000019887
neovison_vison ENSNVIG00000012452
canis_lupus_dingo ENSCAFG00020015469
canis_lupus_familiaris ENSCAFG00000028709
vulpes_vulpes ENSVVUG00000006979
felis_catus ENSFCAG00000033681
panthera_pardus ENSPPRG00000018757
bos_taurus ENSBTAG00000047508
loxodonta_africana ENSLAFG00000020757
procavia_capensis ENSPCAG00000014361
dasypus_novemcinctus ENSDNOG00000025922
