seriola_lalandi_dorsalis ENSSLDG00000002653
seriola_dumerili ENSSDUG00000010685
scophthalmus_maximus ENSSMAG00000003085
mastacembelus_armatus ENSMAMG00000008152
monopterus_albus ENSMALG00000011481
anabas_testudineus ENSATEG00000008871
fundulus_heteroclitus ENSFHEG00000018053
cyprinodon_variegatus ENSCVAG00000018133
xiphophorus_maculatus ENSXMAG00000013239
xiphophorus_couchianus ENSXCOG00000007473
gambusia_affinis ENSGAFG00000009618
poecilia_formosa ENSPFOG00000001265
poecilia_latipinna ENSPLAG00000022873
poecilia_mexicana ENSPMEG00000021203
poecilia_mexicana ENSPMEG00000001704
poecilia_reticulata ENSPREG00000006270
kryptolebias_marmoratus ENSKMAG00000019170
oryzias_latipes_asm223467v1 ENSORLG00000014861
oryzias_latipes_asm223469v1 ENSORLG00015003567
oryzias_latipes_asm223471v1 ENSORLG00020000543
oryzias_melastigma ENSOMEG00000020160
astatotilapia_calliptera ENSACLG00000000694
maylandia_zebra ENSMZEG00005008159
haplochromis_burtoni ENSHBUG00000010165
pundamilia_nyererei ENSPNYG00000012834
neolamprologus_brichardi ENSNBRG00000010649
oreochromis_niloticus ENSONIG00000016317
amphilophus_citrinellus ENSACIG00000018813
amphiprion_ocellaris ENSAOCG00000009601
amphiprion_percula ENSAPEG00000004720
acanthochromis_polyacanthus ENSAPOG00000024552
stegastes_partitus ENSSPAG00000020544
labrus_bergylta ENSLBEG00000007996
tetraodon_nigroviridis ENSTNIG00000005585
gasterosteus_aculeatus ENSGACG00000013620
mola_mola ENSMMOG00000018495
takifugu_rubripes ENSTRUG00000007897
cynoglossus_semilaevis ENSCSEG00000020252
periophthalmus_magnuspinnatus ENSPMGG00000000672
hippocampus_comes ENSHCOG00000005884
gadus_morhua ENSGMOG00000012904
esox_lucius ENSELUG00000017063
pygocentrus_nattereri ENSPNAG00000009588
astyanax_mexicanus ENSAMXG00000019930
ictalurus_punctatus ENSIPUG00000023143
paramormyrops_kingsleyae ENSPKIG00000000489
scleropages_formosus ENSSFOG00015020617
lepisosteus_oculatus ENSLOCG00000005636
lepisosteus_oculatus ENSLOCG00000000587
pogona_vitticeps ENSPVIG00000020263
anolis_carolinensis ENSACAG00000005357
notechis_scutatus ENSNSUG00000019816
salvator_merianae ENSSMRG00000015945
sphenodon_punctatus ENSSPUG00000016083
anser_brachyrhynchus ENSABRG00000012402
anas_platyrhynchos_platyrhynchos ENSAPLG00000003784
gallus_gallus ENSGALG00000004155
meleagris_gallopavo ENSMGAG00000005790
coturnix_japonica ENSCJPG00005005124
numida_meleagris ENSNMEG00000011937
lepidothrix_coronata ENSLCOG00000009623
manacus_vitellinus ENSMVIG00005008604
cyanistes_caeruleus ENSCCEG00000016801
parus_major ENSPMJG00000000328
ficedula_albicollis ENSFALG00000000500
taeniopygia_guttata ENSTGUG00000001160
lonchura_striata_domestica ENSLSDG00000000641
junco_hyemalis ENSJHYG00000000234
melopsittacus_undulatus ENSMUNG00000009084
calidris_pygmaea ENSCPGG00000017869
calidris_pugnax ENSCPUG00000016257
apteryx_owenii ENSAOWG00000010775
apteryx_rowi ENSARWG00000011106
apteryx_haastii ENSAHAG00000010245
dromaius_novaehollandiae ENSDNVG00000008578
nothoprocta_perdicaria ENSNPEG00000010522
crocodylus_porosus ENSCPRG00005016575
gopherus_agassizii ENSGAGG00000001447
chelonoidis_abingdonii ENSCABG00000001932
chrysemys_picta_bellii ENSCPBG00000000170
pelodiscus_sinensis ENSPSIG00000016760
notamacropus_eugenii ENSMEUG00000013035
phascolarctos_cinereus ENSPCIG00000014267
sarcophilus_harrisii ENSSHAG00000003836
monodelphis_domestica ENSMODG00000013043
ursus_maritimus ENSUMAG00000013158
ursus_americanus ENSUAMG00000021942
ailuropoda_melanoleuca ENSAMEG00000009891
mustela_putorius_furo ENSMPUG00000015844
neovison_vison ENSNVIG00000023060
canis_lupus_familiaris ENSCAFG00000013042
canis_lupus_dingo ENSCAFG00020020819
vulpes_vulpes ENSVVUG00000026907
panthera_pardus ENSPPRG00000005245
panthera_tigris_altaica ENSPTIG00000011472
felis_catus ENSFCAG00000006117
equus_caballus ENSECAG00000021387
equus_asinus_asinus ENSEASG00005004342
pteropus_vampyrus ENSPVAG00000013607
myotis_lucifugus ENSMLUG00000013161
vicugna_pacos ENSVPAG00000005043
tursiops_truncatus ENSTTRG00000016152
capra_hircus ENSCHIG00000008403
ovis_aries ENSOARG00000006867
bos_mutus ENSBMUG00000022329
bos_taurus ENSBTAG00000014885
bison_bison_bison ENSBBBG00000014693
sus_scrofa ENSSSCG00000036534
erinaceus_europaeus ENSEEUG00000006710
sorex_araneus ENSSARG00000011971
pan_paniscus ENSPPAG00000033111
pan_troglodytes ENSPTRG00000000341
homo_sapiens ENSG00000142661
gorilla_gorilla ENSGGOG00000004080
pongo_abelii ENSPPYG00000001724
nomascus_leucogenys ENSNLEG00000008781
piliocolobus_tephrosceles ENSPTEG00000014117
colobus_angolensis_palliatus ENSCANG00000040693
rhinopithecus_roxellana ENSRROG00000045079
rhinopithecus_bieti ENSRBIG00000030907
cercocebus_atys ENSCATG00000035070
mandrillus_leucophaeus ENSMLEG00000041098
theropithecus_gelada ENSTGEG00000004717
papio_anubis ENSPANG00000003129
macaca_mulatta ENSMMUG00000023052
macaca_fascicularis ENSMFAG00000035620
macaca_nemestrina ENSMNEG00000030668
chlorocebus_sabaeus ENSCSAG00000000936
cebus_capucinus_imitator ENSCCAG00000032018
saimiri_boliviensis_boliviensis ENSSBOG00000030502
callithrix_jacchus ENSCJAG00000020880
aotus_nancymaae ENSANAG00000027483
carlito_syrichta ENSTSYG00000012229
propithecus_coquereli ENSPCOG00000021576
prolemur_simus ENSPSMG00000013152
microcebus_murinus ENSMICG00000000527
otolemur_garnettii ENSOGAG00000010702
tupaia_belangeri ENSTBEG00000017672
castor_canadensis ENSCCNG00000022552
dipodomys_ordii ENSDORG00000013358
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037139
mus_spicilegus ENSMSIG00000003941
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027624
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026644
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028977
rattus_norvegicus ENSRNOG00000032994
meriones_unguiculatus ENSMUGG00000020826
cricetulus_griseus_crigri-picr ENSCGRG00015019260
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001025061
