sphenodon_punctatus ENSSPUG00000005578
nothoprocta_perdicaria ENSNPEG00000004747
urocitellus_parryii ENSUPAG00010016525
microtus_ochrogaster ENSMOCG00000000714
vulpes_vulpes ENSVVUG00000023865
canis_lupus_dingo ENSCAFG00020026525
ursus_maritimus ENSUMAG00000011836
microcebus_murinus ENSMICG00000047639
microcebus_murinus ENSMICG00000046419
prolemur_simus ENSPSMG00000013910
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015863
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001539
dipodomys_ordii ENSDORG00000028737
bison_bison_bison ENSBBBG00000025452
bos_mutus ENSBMUG00000022106
ovis_aries ENSOARG00000015827
phascolarctos_cinereus ENSPCIG00000031559
stegastes_partitus ENSSPAG00000004279
amphiprion_ocellaris ENSAOCG00000016577
cyprinodon_variegatus ENSCVAG00000009628
fundulus_heteroclitus ENSFHEG00000003979
poecilia_latipinna ENSPLAG00000004964
kryptolebias_marmoratus ENSKMAG00000009304
oryzias_latipes_asm223471v1 ENSORLG00020013044
oryzias_latipes_asm223469v1 ENSORLG00015020201
oryzias_latipes_asm223467v1 ENSORLG00000013183
cynoglossus_semilaevis ENSCSEG00000020744
anabas_testudineus ENSATEG00000012454
pundamilia_nyererei ENSPNYG00000004778
maylandia_zebra ENSMZEG00005024794
astatotilapia_calliptera ENSACLG00000026527
haplochromis_burtoni ENSHBUG00000012786
amphilophus_citrinellus ENSACIG00000019406
monopterus_albus ENSMALG00000022409
mastacembelus_armatus ENSMAMG00000000659
