hippocampus_comes ENSHCOG00000011872
periophthalmus_magnuspinnatus ENSPMGG00000020281
fundulus_heteroclitus ENSFHEG00000006328
cyprinodon_variegatus ENSCVAG00000016475
poecilia_formosa ENSPFOG00000003611
poecilia_latipinna ENSPLAG00000021522
poecilia_mexicana ENSPMEG00000010097
poecilia_reticulata ENSPREG00000017709
xiphophorus_maculatus ENSXMAG00000005607
xiphophorus_couchianus ENSXCOG00000019085
gambusia_affinis ENSGAFG00000005786
kryptolebias_marmoratus ENSKMAG00000017081
oryzias_latipes_asm223469v1 ENSORLG00015000524
oryzias_latipes_asm223467v1 ENSORLG00000024920
oryzias_melastigma ENSOMEG00000001895
gasterosteus_aculeatus ENSGACG00000006700
labrus_bergylta ENSLBEG00000024252
takifugu_rubripes ENSTRUG00000005828
tetraodon_nigroviridis ENSTNIG00000019140
mola_mola ENSMMOG00000015292
mastacembelus_armatus ENSMAMG00000017926
monopterus_albus ENSMALG00000003373
anabas_testudineus ENSATEG00000021867
seriola_dumerili ENSSDUG00000004438
seriola_lalandi_dorsalis ENSSLDG00000006356
scophthalmus_maximus ENSSMAG00000004535
amphiprion_ocellaris ENSAOCG00000007528
amphiprion_percula ENSAPEG00000011628
acanthochromis_polyacanthus ENSAPOG00000015026
stegastes_partitus ENSSPAG00000002713
haplochromis_burtoni ENSHBUG00000000780
astatotilapia_calliptera ENSACLG00000001040
pundamilia_nyererei ENSPNYG00000016230
maylandia_zebra ENSMZEG00005021825
neolamprologus_brichardi ENSNBRG00000010811
oreochromis_niloticus ENSONIG00000015733
amphilophus_citrinellus ENSACIG00000002434
cynoglossus_semilaevis ENSCSEG00000002992
gadus_morhua ENSGMOG00000002610
esox_lucius ENSELUG00000021755
astyanax_mexicanus ENSAMXG00000017862
pygocentrus_nattereri ENSPNAG00000011604
ictalurus_punctatus ENSIPUG00000020667
danio_rerio ENSDARG00000029472
paramormyrops_kingsleyae ENSPKIG00000014569
scleropages_formosus ENSSFOG00015015868
lepisosteus_oculatus ENSLOCG00000015746
calidris_pygmaea ENSCPGG00000007988
calidris_pugnax ENSCPUG00000012054
melopsittacus_undulatus ENSMUNG00000001633
cyanistes_caeruleus ENSCCEG00000002902
parus_major ENSPMJG00000001693
ficedula_albicollis ENSFALG00000012348
lonchura_striata_domestica ENSLSDG00000004688
taeniopygia_guttata ENSTGUG00000009578
serinus_canaria ENSSCAG00000003228
junco_hyemalis ENSJHYG00000006274
zonotrichia_albicollis ENSZALG00000016318
lepidothrix_coronata ENSLCOG00000006670
manacus_vitellinus ENSMVIG00005013994
anser_brachyrhynchus ENSABRG00000019309
anas_platyrhynchos_platyrhynchos ENSAPLG00000002298
gallus_gallus ENSGALG00000011329
coturnix_japonica ENSCJPG00005003980
meleagris_gallopavo ENSMGAG00000012282
numida_meleagris ENSNMEG00000017796
apteryx_owenii ENSAOWG00000014823
apteryx_haastii ENSAHAG00000015956
apteryx_rowi ENSARWG00000013668
dromaius_novaehollandiae ENSDNVG00000014897
nothoprocta_perdicaria ENSNPEG00000005242
crocodylus_porosus ENSCPRG00005017449
gopherus_agassizii ENSGAGG00000008373
chelonoidis_abingdonii ENSCABG00000010033
chrysemys_picta_bellii ENSCPBG00000012527
pelodiscus_sinensis ENSPSIG00000003100
sphenodon_punctatus ENSSPUG00000002469
pogona_vitticeps ENSPVIG00000008903
anolis_carolinensis ENSACAG00000008269
salvator_merianae ENSSMRG00000022167
notechis_scutatus ENSNSUG00000014037
ornithorhynchus_anatinus ENSOANG00000030195
ornithorhynchus_anatinus ENSOANG00000005867
ornithorhynchus_anatinus ENSOANG00000019843
choloepus_hoffmanni ENSCHOG00000007497
dasypus_novemcinctus ENSDNOG00000003438
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068036
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021984
mus_spicilegus ENSMSIG00000004655
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021083
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023398
rattus_norvegicus ENSRNOG00000023753
meriones_unguiculatus ENSMUGG00000000500
cricetulus_griseus_crigri-picr ENSCGRG00015014109
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013153
cricetulus_griseus_crigri_1.0 ENSCGRG00000016621
mesocricetus_auratus ENSMAUG00000012864
microtus_ochrogaster ENSMOCG00000017063
peromyscus_maniculatus_bairdii ENSPEMG00000009605
nannospalax_galili ENSNGAG00000012491
jaculus_jaculus ENSJJAG00000011148
dipodomys_ordii ENSDORG00000010887
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004138
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004839
fukomys_damarensis ENSFDAG00000017270
chinchilla_lanigera ENSCLAG00000003013
octodon_degus ENSODEG00000001381
cavia_porcellus ENSCPOG00000008268
cavia_aperea ENSCAPG00000014828
marmota_marmota_marmota ENSMMMG00000008187
ictidomys_tridecemlineatus ENSSTOG00000014943
urocitellus_parryii ENSUPAG00010007933
spermophilus_dauricus ENSSDAG00000014224
oryctolagus_cuniculus ENSOCUG00000007297
ochotona_princeps ENSOPRG00000011599
tupaia_belangeri ENSTBEG00000010472
pan_troglodytes ENSPTRG00000018810
pan_paniscus ENSPPAG00000018981
homo_sapiens ENSG00000130396
gorilla_gorilla ENSGGOG00000007655
pongo_abelii ENSPPYG00000017176
nomascus_leucogenys ENSNLEG00000000333
papio_anubis ENSPANG00000022297
theropithecus_gelada ENSTGEG00000028524
cercocebus_atys ENSCATG00000010633
mandrillus_leucophaeus ENSMLEG00000026403
macaca_fascicularis ENSMFAG00000044776
macaca_mulatta ENSMMUG00000021044
macaca_nemestrina ENSMNEG00000030609
chlorocebus_sabaeus ENSCSAG00000012040
