ictalurus_punctatus ENSIPUG00000025066
astyanax_mexicanus ENSAMXG00000021068
danio_rerio ENSDARG00000021483
neolamprologus_brichardi ENSNBRG00000014564
maylandia_zebra ENSMZEG00005007117
kryptolebias_marmoratus ENSKMAG00000000147
oryzias_melastigma ENSOMEG00000020955
gasterosteus_aculeatus ENSGACG00000006728
xiphophorus_maculatus ENSXMAG00000015974
xiphophorus_couchianus ENSXCOG00000006680
poecilia_reticulata ENSPREG00000015976
tetraodon_nigroviridis ENSTNIG00000016672
hippocampus_comes ENSHCOG00000003498
periophthalmus_magnuspinnatus ENSPMGG00000017111
cynoglossus_semilaevis ENSCSEG00000011012
gadus_morhua ENSGMOG00000007628
esox_lucius ENSELUG00000002536
scleropages_formosus ENSSFOG00015007007
pogona_vitticeps ENSPVIG00000015699
anolis_carolinensis ENSACAG00000012788
notechis_scutatus ENSNSUG00000014350
salvator_merianae ENSSMRG00000019216
sphenodon_punctatus ENSSPUG00000004583
apteryx_rowi ENSARWG00000010976
apteryx_haastii ENSAHAG00000011257
apteryx_owenii ENSAOWG00000014580
dromaius_novaehollandiae ENSDNVG00000008889
nothoprocta_perdicaria ENSNPEG00000007091
anser_brachyrhynchus ENSABRG00000016113
anas_platyrhynchos_platyrhynchos ENSAPLG00000007708
meleagris_gallopavo ENSMGAG00000001888
coturnix_japonica ENSCJPG00005009526
gallus_gallus ENSGALG00000012627
numida_meleagris ENSNMEG00000017657
lonchura_striata_domestica ENSLSDG00000012803
taeniopygia_guttata ENSTGUG00000000501
serinus_canaria ENSSCAG00000003451
zonotrichia_albicollis ENSZALG00000012381
ficedula_albicollis ENSFALG00000003300
parus_major ENSPMJG00000001575
cyanistes_caeruleus ENSCCEG00000009991
manacus_vitellinus ENSMVIG00005020022
lepidothrix_coronata ENSLCOG00000004844
melopsittacus_undulatus ENSMUNG00000011962
calidris_pugnax ENSCPUG00000015018
calidris_pygmaea ENSCPGG00000007323
crocodylus_porosus ENSCPRG00005010138
gopherus_agassizii ENSGAGG00000021351
chelonoidis_abingdonii ENSCABG00000019577
pelodiscus_sinensis ENSPSIG00000012948
notamacropus_eugenii ENSMEUG00000001979
phascolarctos_cinereus ENSPCIG00000012650
sarcophilus_harrisii ENSSHAG00000009715
monodelphis_domestica ENSMODG00000000544
monodelphis_domestica ENSMODG00000012388
procavia_capensis ENSPCAG00000004264
echinops_telfairi ENSETEG00000002340
erinaceus_europaeus ENSEEUG00000015779
equus_caballus ENSECAG00000032475
equus_asinus_asinus ENSEASG00005020003
equus_caballus ENSECAG00000029122
sorex_araneus ENSSARG00000008995
neovison_vison ENSNVIG00000011981
mustela_putorius_furo ENSMPUG00000006893
ursus_americanus ENSUAMG00000007990
ursus_maritimus ENSUMAG00000009874
ailuropoda_melanoleuca ENSAMEG00000011999
canis_lupus_familiaris ENSCAFG00000001201
vulpes_vulpes ENSVVUG00000022980
canis_lupus_dingo ENSCAFG00020022657
panthera_tigris_altaica ENSPTIG00000011293
panthera_pardus ENSPPRG00000021098
felis_catus ENSFCAG00000024293
tursiops_truncatus ENSTTRG00000005821
vicugna_pacos ENSVPAG00000002184
bos_mutus ENSBMUG00000001939
bos_taurus ENSBTAG00000011589
bison_bison_bison ENSBBBG00000011311
ovis_aries ENSOARG00000008440
sus_scrofa ENSSSCG00000027557
pteropus_vampyrus ENSPVAG00000007655
myotis_lucifugus ENSMLUG00000017286
rhinopithecus_bieti ENSRBIG00000040088
rhinopithecus_roxellana ENSRROG00000036107
piliocolobus_tephrosceles ENSPTEG00000025593
mandrillus_leucophaeus ENSMLEG00000033594
cercocebus_atys ENSCATG00000037256
papio_anubis ENSPANG00000024637
theropithecus_gelada ENSTGEG00000004871
macaca_nemestrina ENSMNEG00000041847
pan_troglodytes ENSPTRG00000021155
homo_sapiens ENSG00000081377
pongo_abelii ENSPPYG00000019417
nomascus_leucogenys ENSNLEG00000016822
colobus_angolensis_palliatus ENSCANG00000035898
chlorocebus_sabaeus ENSCSAG00000006736
gorilla_gorilla ENSGGOG00000008986
saimiri_boliviensis_boliviensis ENSSBOG00000016229
macaca_mulatta ENSMMUG00000005997
callithrix_jacchus ENSCJAG00000012598
cebus_capucinus_imitator ENSCCAG00000026671
aotus_nancymaae ENSANAG00000024265
carlito_syrichta ENSTSYG00000012405
propithecus_coquereli ENSPCOG00000021943
microcebus_murinus ENSMICG00000004387
prolemur_simus ENSPSMG00000009328
otolemur_garnettii ENSOGAG00000007715
chinchilla_lanigera ENSCLAG00000017065
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013745
ictidomys_tridecemlineatus ENSSTOG00000028527
marmota_marmota_marmota ENSMMMG00000002227
urocitellus_parryii ENSUPAG00010003529
spermophilus_dauricus ENSSDAG00000000627
rattus_norvegicus ENSRNOG00000018999
mus_spicilegus ENSMSIG00000021401
meriones_unguiculatus ENSMUGG00000018512
peromyscus_maniculatus_bairdii ENSPEMG00000020534
oryctolagus_cuniculus ENSOCUG00000005332
ochotona_princeps ENSOPRG00000011744
tupaia_belangeri ENSTBEG00000004183
fukomys_damarensis ENSFDAG00000019333
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016044
cavia_porcellus ENSCPOG00000005956
cavia_aperea ENSCAPG00000010078
octodon_degus ENSODEG00000016541
dipodomys_ordii ENSDORG00000005998
cricetulus_griseus_crigri-picr ENSCGRG00015012936
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019066
cricetulus_griseus_crigri_1.0 ENSCGRG00000003798
mesocricetus_auratus ENSMAUG00000002176
microtus_ochrogaster ENSMOCG00000011367
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033102
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019520
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018640
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019704
nannospalax_galili ENSNGAG00000007537
jaculus_jaculus ENSJJAG00000002103
pan_troglodytes ENSPTRG00000048690
pan_troglodytes ENSPTRG00000050761
pan_paniscus ENSPPAG00000037270
homo_sapiens ENSG00000218305
pan_troglodytes ENSPTRG00000047431
gorilla_gorilla ENSGGOG00000027917
pongo_abelii ENSPPYG00000017566
nomascus_leucogenys ENSNLEG00000035827
papio_anubis ENSPANG00000025166
cercocebus_atys ENSCATG00000032252
macaca_fascicularis ENSMFAG00000001266
macaca_mulatta ENSMMUG00000008002
macaca_nemestrina ENSMNEG00000013919
mandrillus_leucophaeus ENSMLEG00000033693
chlorocebus_sabaeus ENSCSAG00000019596
rhinopithecus_bieti ENSRBIG00000040226
rhinopithecus_roxellana ENSRROG00000037080
colobus_angolensis_palliatus ENSCANG00000038069
macaca_fascicularis ENSMFAG00000041085
pan_paniscus ENSPPAG00000039845
loxodonta_africana ENSLAFG00000018485
capra_hircus ENSCHIG00000009780
choloepus_hoffmanni ENSCHOG00000003123
dasypus_novemcinctus ENSDNOG00000042237
xenopus_tropicalis ENSXETG00000014839
latimeria_chalumnae ENSLACG00000009980
