gallus_gallus ENSGALG00000035676
meleagris_gallopavo ENSMGAG00000003846
coturnix_japonica ENSCJPG00005013521
numida_meleagris ENSNMEG00000004869
anser_brachyrhynchus ENSABRG00000011181
lepidothrix_coronata ENSLCOG00000001257
manacus_vitellinus ENSMVIG00005017407
parus_major ENSPMJG00000005101
calidris_pygmaea ENSCPGG00000002035
melopsittacus_undulatus ENSMUNG00000009048
apteryx_owenii ENSAOWG00000008331
apteryx_haastii ENSAHAG00000012522
apteryx_rowi ENSARWG00000006647
dromaius_novaehollandiae ENSDNVG00000002964
nothoprocta_perdicaria ENSNPEG00000007934
pogona_vitticeps ENSPVIG00000022226
anolis_carolinensis ENSACAG00000015262
notechis_scutatus ENSNSUG00000016478
salvator_merianae ENSSMRG00000014129
sphenodon_punctatus ENSSPUG00000002703
pongo_abelii ENSPPYG00000002881
otolemur_garnettii ENSOGAG00000032209
jaculus_jaculus ENSJJAG00000017149
meriones_unguiculatus ENSMUGG00000012525
equus_caballus ENSECAG00000011702
phascolarctos_cinereus ENSPCIG00000008289
xenopus_tropicalis ENSXETG00000032548
latimeria_chalumnae ENSLACG00000009577
mola_mola ENSMMOG00000001152
takifugu_rubripes ENSTRUG00000023961
labrus_bergylta ENSLBEG00000014333
gasterosteus_aculeatus ENSGACG00000005355
scophthalmus_maximus ENSSMAG00000013666
cynoglossus_semilaevis ENSCSEG00000007576
seriola_lalandi_dorsalis ENSSLDG00000023050
seriola_dumerili ENSSDUG00000013236
monopterus_albus ENSMALG00000006385
mastacembelus_armatus ENSMAMG00000005425
anabas_testudineus ENSATEG00000010314
amphiprion_percula ENSAPEG00000021777
amphiprion_ocellaris ENSAOCG00000019443
acanthochromis_polyacanthus ENSAPOG00000009447
stegastes_partitus ENSSPAG00000011456
poecilia_latipinna ENSPLAG00000003815
poecilia_mexicana ENSPMEG00000020981
poecilia_formosa ENSPFOG00000010873
poecilia_reticulata ENSPREG00000011346
xiphophorus_couchianus ENSXCOG00000003782
xiphophorus_maculatus ENSXMAG00000028803
gambusia_affinis ENSGAFG00000020775
fundulus_heteroclitus ENSFHEG00000021159
cyprinodon_variegatus ENSCVAG00000007939
kryptolebias_marmoratus ENSKMAG00000020360
oryzias_latipes_asm223469v1 ENSORLG00015001597
oryzias_latipes_asm223471v1 ENSORLG00020008536
oryzias_latipes_asm223467v1 ENSORLG00000006504
oryzias_melastigma ENSOMEG00000000503
maylandia_zebra ENSMZEG00005000688
astatotilapia_calliptera ENSACLG00000014084
haplochromis_burtoni ENSHBUG00000000544
pundamilia_nyererei ENSPNYG00000015031
neolamprologus_brichardi ENSNBRG00000014810
oreochromis_niloticus ENSONIG00000015518
amphilophus_citrinellus ENSACIG00000004770
hippocampus_comes ENSHCOG00000020920
periophthalmus_magnuspinnatus ENSPMGG00000006191
gadus_morhua ENSGMOG00000017617
esox_lucius ENSELUG00000023513
pygocentrus_nattereri ENSPNAG00000010894
astyanax_mexicanus ENSAMXG00000038401
ictalurus_punctatus ENSIPUG00000015648
danio_rerio ENSDARG00000053609
scleropages_formosus ENSSFOG00015019214
paramormyrops_kingsleyae ENSPKIG00000012226
lepisosteus_oculatus ENSLOCG00000000004
petromyzon_marinus ENSPMAG00000007121
eptatretus_burgeri ENSEBUG00000000296
