lepidothrix_coronata ENSLCOG00000008681
manacus_vitellinus ENSMVIG00005005390
lonchura_striata_domestica ENSLSDG00000006271
taeniopygia_guttata ENSTGUG00000001868
serinus_canaria ENSSCAG00000007766
junco_hyemalis ENSJHYG00000017118
ficedula_albicollis ENSFALG00000001622
parus_major ENSPMJG00000013079
cyanistes_caeruleus ENSCCEG00000006655
calidris_pygmaea ENSCPGG00000005363
calidris_pugnax ENSCPUG00000005065
anser_brachyrhynchus ENSABRG00000006696
anas_platyrhynchos_platyrhynchos ENSAPLG00000007726
gallus_gallus ENSGALG00000036114
meleagris_gallopavo ENSMGAG00000002781
coturnix_japonica ENSCJPG00005000486
numida_meleagris ENSNMEG00000000073
apteryx_haastii ENSAHAG00000008681
apteryx_owenii ENSAOWG00000013536
apteryx_rowi ENSARWG00000014691
dromaius_novaehollandiae ENSDNVG00000005677
nothoprocta_perdicaria ENSNPEG00000015512
crocodylus_porosus ENSCPRG00005003575
gopherus_agassizii ENSGAGG00000004673
chelonoidis_abingdonii ENSCABG00000010168
chrysemys_picta_bellii ENSCPBG00000017534
pelodiscus_sinensis ENSPSIG00000006958
salvator_merianae ENSSMRG00000013549
pogona_vitticeps ENSPVIG00000012523
anolis_carolinensis ENSACAG00000000255
sphenodon_punctatus ENSSPUG00000000005
vicugna_pacos ENSVPAG00000004735
ovis_aries ENSOARG00000004241
tupaia_belangeri ENSTBEG00000004998
equus_caballus ENSECAG00000004904
equus_asinus_asinus ENSEASG00005008716
sorex_araneus ENSSARG00000014486
pteropus_vampyrus ENSPVAG00000003377
myotis_lucifugus ENSMLUG00000000966
tursiops_truncatus ENSTTRG00000008437
sus_scrofa ENSSSCG00000016569
bos_mutus ENSBMUG00000023453
bos_taurus ENSBTAG00000013287
bison_bison_bison ENSBBBG00000014370
capra_hircus ENSCHIG00000023137
ursus_americanus ENSUAMG00000021232
ursus_maritimus ENSUMAG00000006946
ailuropoda_melanoleuca ENSAMEG00000005185
neovison_vison ENSNVIG00000023033
mustela_putorius_furo ENSMPUG00000005883
canis_lupus_dingo ENSCAFG00020022606
canis_lupus_familiaris ENSCAFG00000001531
vulpes_vulpes ENSVVUG00000012217
panthera_pardus ENSPPRG00000001467
panthera_tigris_altaica ENSPTIG00000008685
felis_catus ENSFCAG00000026041
castor_canadensis ENSCCNG00000030286
dipodomys_ordii ENSDORG00000005306
cavia_porcellus ENSCPOG00000013127
cavia_aperea ENSCAPG00000015847
octodon_degus ENSODEG00000012811
chinchilla_lanigera ENSCLAG00000012672
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004131
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004118
fukomys_damarensis ENSFDAG00000017288
sorex_araneus ENSSARG00000009131
homo_sapiens ENSG00000128602
gorilla_gorilla ENSGGOG00000003227
pan_troglodytes ENSPTRG00000047167
pan_troglodytes ENSPTRG00000019680
pan_paniscus ENSPPAG00000032237
pongo_abelii ENSPPYG00000017993
nomascus_leucogenys ENSNLEG00000012575
cercocebus_atys ENSCATG00000033618
macaca_fascicularis ENSMFAG00000045402
papio_anubis ENSPANG00000000814
theropithecus_gelada ENSTGEG00000022164
chlorocebus_sabaeus ENSCSAG00000009935
rhinopithecus_bieti ENSRBIG00000044020
rhinopithecus_roxellana ENSRROG00000030252
piliocolobus_tephrosceles ENSPTEG00000031323
macaca_mulatta ENSMMUG00000012110
macaca_nemestrina ENSMNEG00000034127
mandrillus_leucophaeus ENSMLEG00000014098
colobus_angolensis_palliatus ENSCANG00000020611
cebus_capucinus_imitator ENSCCAG00000014906
callithrix_jacchus ENSCJAG00000010304
saimiri_boliviensis_boliviensis ENSSBOG00000034649
aotus_nancymaae ENSANAG00000020298
carlito_syrichta ENSTSYG00000033887
prolemur_simus ENSPSMG00000000418
propithecus_coquereli ENSPCOG00000026716
microcebus_murinus ENSMICG00000015350
otolemur_garnettii ENSOGAG00000013697
erinaceus_europaeus ENSEEUG00000000874
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029178
mus_spicilegus ENSMSIG00000023624
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001761
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028178
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021936
rattus_norvegicus ENSRNOG00000008332
meriones_unguiculatus ENSMUGG00000002122
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018496
cricetulus_griseus_crigri-picr ENSCGRG00015026286
cricetulus_griseus_crigri_1.0 ENSCGRG00000016247
mesocricetus_auratus ENSMAUG00000010178
peromyscus_maniculatus_bairdii ENSPEMG00000021296
microtus_ochrogaster ENSMOCG00000019933
nannospalax_galili ENSNGAG00000019312
jaculus_jaculus ENSJJAG00000000655
urocitellus_parryii ENSUPAG00010001658
ictidomys_tridecemlineatus ENSSTOG00000011435
marmota_marmota_marmota ENSMMMG00000014036
spermophilus_dauricus ENSSDAG00000012966
oryctolagus_cuniculus ENSOCUG00000013176
ochotona_princeps ENSOPRG00000009021
loxodonta_africana ENSLAFG00000013328
procavia_capensis ENSPCAG00000011928
echinops_telfairi ENSETEG00000009128
dasypus_novemcinctus ENSDNOG00000030731
phascolarctos_cinereus ENSPCIG00000011357
notamacropus_eugenii ENSMEUG00000003121
sarcophilus_harrisii ENSSHAG00000008843
monodelphis_domestica ENSMODG00000014680
ornithorhynchus_anatinus ENSOANG00000011454
xenopus_tropicalis ENSXETG00000014939
latimeria_chalumnae ENSLACG00000002467
paramormyrops_kingsleyae ENSPKIG00000008815
scleropages_formosus ENSSFOG00015023737
scophthalmus_maximus ENSSMAG00000000603
cynoglossus_semilaevis ENSCSEG00000009177
tetraodon_nigroviridis ENSTNIG00000007582
takifugu_rubripes ENSTRUG00000016137
xiphophorus_couchianus ENSXCOG00000013579
xiphophorus_maculatus ENSXMAG00000011005
gambusia_affinis ENSGAFG00000016121
poecilia_formosa ENSPFOG00000003906
poecilia_latipinna ENSPLAG00000022161
poecilia_mexicana ENSPMEG00000001421
poecilia_reticulata ENSPREG00000004106
cyprinodon_variegatus ENSCVAG00000011446
fundulus_heteroclitus ENSFHEG00000020112
kryptolebias_marmoratus ENSKMAG00000015172
oryzias_latipes_asm223471v1 ENSORLG00020016045
oryzias_latipes_asm223469v1 ENSORLG00015014744
oryzias_latipes_asm223467v1 ENSORLG00000014357
oryzias_melastigma ENSOMEG00000008714
mastacembelus_armatus ENSMAMG00000010580
monopterus_albus ENSMALG00000014605
anabas_testudineus ENSATEG00000016777
seriola_dumerili ENSSDUG00000004345
seriola_lalandi_dorsalis ENSSLDG00000025077
amphiprion_ocellaris ENSAOCG00000024285
amphiprion_percula ENSAPEG00000004735
acanthochromis_polyacanthus ENSAPOG00000009342
stegastes_partitus ENSSPAG00000020130
maylandia_zebra ENSMZEG00005007204
astatotilapia_calliptera ENSACLG00000025129
pundamilia_nyererei ENSPNYG00000020571
haplochromis_burtoni ENSHBUG00000008193
neolamprologus_brichardi ENSNBRG00000004418
oreochromis_niloticus ENSONIG00000011655
amphilophus_citrinellus ENSACIG00000019402
mola_mola ENSMMOG00000002208
labrus_bergylta ENSLBEG00000017169
gasterosteus_aculeatus ENSGACG00000019702
periophthalmus_magnuspinnatus ENSPMGG00000008520
hippocampus_comes ENSHCOG00000014350
gadus_morhua ENSGMOG00000015883
esox_lucius ENSELUG00000023107
pygocentrus_nattereri ENSPNAG00000008524
astyanax_mexicanus ENSAMXG00000029788
ictalurus_punctatus ENSIPUG00000023084
danio_rerio ENSDARG00000002952
lepisosteus_oculatus ENSLOCG00000015973
petromyzon_marinus ENSPMAG00000003194
eptatretus_burgeri ENSEBUG00000006953
ciona_intestinalis ENSCING00000001387
drosophila_melanogaster FBgn0003444
