mus_spicilegus ENSMSIG00000022081
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000087403
meriones_unguiculatus ENSMUGG00000010011
peromyscus_maniculatus_bairdii ENSPEMG00000026622
cricetulus_griseus_crigri-picr ENSCGRG00015021566
castor_canadensis ENSCCNG00000007686
marmota_marmota_marmota ENSMMMG00000012705
homo_sapiens ENSG00000232593
prolemur_simus ENSPSMG00000020460
felis_catus ENSFCAG00000043131
panthera_tigris_altaica ENSPTIG00000000958
neovison_vison ENSNVIG00000023410
bison_bison_bison ENSBBBG00000007899
bos_mutus ENSBMUG00000019971
