castor_canadensis ENSCCNG00000028325
dipodomys_ordii ENSDORG00000011432
marmota_marmota_marmota ENSMMMG00000023796
urocitellus_parryii ENSUPAG00010023579
spermophilus_dauricus ENSSDAG00000009515
mus_spicilegus ENSMSIG00000030428
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051457
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031602
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030488
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013698
rattus_norvegicus ENSRNOG00000028414
rattus_norvegicus ENSRNOG00000039282
rattus_norvegicus ENSRNOG00000049220
rattus_norvegicus ENSRNOG00000036711
meriones_unguiculatus ENSMUGG00000012719
microtus_ochrogaster ENSMOCG00000011587
peromyscus_maniculatus_bairdii ENSPEMG00000017446
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011052
cricetulus_griseus_crigri_1.0 ENSCGRG00000012313
cricetulus_griseus_crigri-picr ENSCGRG00015024980
mesocricetus_auratus ENSMAUG00000009348
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010250
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008275
cavia_aperea ENSCAPG00000015541
cavia_porcellus ENSCPOG00000020724
oryctolagus_cuniculus ENSOCUG00000029037
ochotona_princeps ENSOPRG00000002162
prolemur_simus ENSPSMG00000006845
otolemur_garnettii ENSOGAG00000027322
pan_troglodytes ENSPTRG00000031232
pan_troglodytes ENSPTRG00000043665
pan_paniscus ENSPPAG00000000724
homo_sapiens ENSG00000197471
gorilla_gorilla ENSGGOG00000004636
pongo_abelii ENSPPYG00000007261
nomascus_leucogenys ENSNLEG00000027806
macaca_fascicularis ENSMFAG00000042820
macaca_mulatta ENSMMUG00000016143
macaca_nemestrina ENSMNEG00000008727
papio_anubis ENSPANG00000035465
theropithecus_gelada ENSTGEG00000012622
mandrillus_leucophaeus ENSMLEG00000030348
cercocebus_atys ENSCATG00000028578
chlorocebus_sabaeus ENSCSAG00000006094
piliocolobus_tephrosceles ENSPTEG00000025289
callithrix_jacchus ENSCJAG00000022920
saimiri_boliviensis_boliviensis ENSSBOG00000015489
aotus_nancymaae ENSANAG00000027731
bos_mutus ENSBMUG00000022150
bos_taurus ENSBTAG00000026326
bison_bison_bison ENSBBBG00000008554
capra_hircus ENSCHIG00000007607
ovis_aries ENSOARG00000005724
tursiops_truncatus ENSTTRG00000005346
vicugna_pacos ENSVPAG00000008363
sus_scrofa ENSSSCG00000035256
ursus_americanus ENSUAMG00000027408
ursus_maritimus ENSUMAG00000011319
ailuropoda_melanoleuca ENSAMEG00000008033
mustela_putorius_furo ENSMPUG00000012432
canis_lupus_dingo ENSCAFG00020017791
canis_lupus_familiaris ENSCAFG00000023237
vulpes_vulpes ENSVVUG00000026107
equus_asinus_asinus ENSEASG00005013159
equus_caballus ENSECAG00000038252
myotis_lucifugus ENSMLUG00000006716
pteropus_vampyrus ENSPVAG00000017198
erinaceus_europaeus ENSEEUG00000002273
loxodonta_africana ENSLAFG00000010131
procavia_capensis ENSPCAG00000003900
dasypus_novemcinctus ENSDNOG00000046199
tupaia_belangeri ENSTBEG00000009794
phascolarctos_cinereus ENSPCIG00000001370
monodelphis_domestica ENSMODG00000024917
