serinus_canaria ENSSCAG00000006725
zonotrichia_albicollis ENSZALG00000015978
apteryx_haastii ENSAHAG00000008698
crocodylus_porosus ENSCPRG00005015789
equus_asinus_asinus ENSEASG00005014125
erinaceus_europaeus ENSEEUG00000010232
microcebus_murinus ENSMICG00000016676
microcebus_murinus ENSMICG00000044077
propithecus_coquereli ENSPCOG00000014516
cavia_aperea ENSCAPG00000009433
oryzias_latipes_asm223471v1 ENSORLG00020018669
oryzias_latipes_asm223467v1 ENSORLG00000017469
labrus_bergylta ENSLBEG00000013607
ictalurus_punctatus ENSIPUG00000016570
paramormyrops_kingsleyae ENSPKIG00000009753
ciona_savignyi ENSCSAVG00000006547
ciona_intestinalis ENSCING00000003116
oryzias_latipes_asm223469v1 ENSORLG00015002966
oryzias_latipes_asm223471v1 ENSORLG00020015641
oryzias_latipes_asm223467v1 ENSORLG00000001446
fundulus_heteroclitus ENSFHEG00000018057
labrus_bergylta ENSLBEG00000026228
pundamilia_nyererei ENSPNYG00000019172
haplochromis_burtoni ENSHBUG00000015194
astatotilapia_calliptera ENSACLG00000020164
maylandia_zebra ENSMZEG00005009841
neolamprologus_brichardi ENSNBRG00000002801
oreochromis_niloticus ENSONIG00000011504
amphilophus_citrinellus ENSACIG00000013717
takifugu_rubripes ENSTRUG00000018597
takifugu_rubripes ENSTRUG00000018596
tetraodon_nigroviridis ENSTNIG00000013558
amphiprion_ocellaris ENSAOCG00000004939
amphiprion_percula ENSAPEG00000007209
acanthochromis_polyacanthus ENSAPOG00000017174
stegastes_partitus ENSSPAG00000009431
periophthalmus_magnuspinnatus ENSPMGG00000017413
monopterus_albus ENSMALG00000000862
mastacembelus_armatus ENSMAMG00000007839
anabas_testudineus ENSATEG00000000385
hippocampus_comes ENSHCOG00000005466
drosophila_melanogaster FBgn0028382
