pan_troglodytes ENSPTRG00000023199
pan_paniscus ENSPPAG00000015238
homo_sapiens ENSG00000198939
gorilla_gorilla ENSGGOG00000037928
pongo_abelii ENSPPYG00000016115
nomascus_leucogenys ENSNLEG00000001415
macaca_mulatta ENSMMUG00000008978
macaca_fascicularis ENSMFAG00000014508
macaca_nemestrina ENSMNEG00000038326
theropithecus_gelada ENSTGEG00000017144
papio_anubis ENSPANG00000013925
mandrillus_leucophaeus ENSMLEG00000014884
cercocebus_atys ENSCATG00000029817
chlorocebus_sabaeus ENSCSAG00000008564
piliocolobus_tephrosceles ENSPTEG00000028814
colobus_angolensis_palliatus ENSCANG00000002975
rhinopithecus_roxellana ENSRROG00000038496
rhinopithecus_bieti ENSRBIG00000037934
cebus_capucinus_imitator ENSCCAG00000031494
saimiri_boliviensis_boliviensis ENSSBOG00000020675
aotus_nancymaae ENSANAG00000019541
prolemur_simus ENSPSMG00000011924
castor_canadensis ENSCCNG00000002889
dipodomys_ordii ENSDORG00000005936
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049321
mus_spicilegus ENSMSIG00000010031
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017142
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016298
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017433
rattus_norvegicus ENSRNOG00000030750
meriones_unguiculatus ENSMUGG00000002698
peromyscus_maniculatus_bairdii ENSPEMG00000030164
microtus_ochrogaster ENSMOCG00000022747
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006658
cricetulus_griseus_crigri_1.0 ENSCGRG00000019788
cricetulus_griseus_crigri-picr ENSCGRG00015025787
mesocricetus_auratus ENSMAUG00000006975
nannospalax_galili ENSNGAG00000015033
jaculus_jaculus ENSJJAG00000005258
urocitellus_parryii ENSUPAG00010003041
ictidomys_tridecemlineatus ENSSTOG00000034472
marmota_marmota_marmota ENSMMMG00000010928
spermophilus_dauricus ENSSDAG00000019121
chinchilla_lanigera ENSCLAG00000011174
cavia_porcellus ENSCPOG00000031347
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020928
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021152
mustela_putorius_furo ENSMPUG00000018460
neovison_vison ENSNVIG00000009587
canis_lupus_familiaris ENSCAFG00000031084
canis_lupus_dingo ENSCAFG00020003554
vulpes_vulpes ENSVVUG00000001258
ursus_maritimus ENSUMAG00000023929
ursus_americanus ENSUAMG00000012522
panthera_tigris_altaica ENSPTIG00000008055
panthera_pardus ENSPPRG00000016081
felis_catus ENSFCAG00000022842
erinaceus_europaeus ENSEEUG00000007615
neovison_vison ENSNVIG00000023111
capra_hircus ENSCHIG00000010314
ovis_aries ENSOARG00000001466
bos_mutus ENSBMUG00000002880
bos_taurus ENSBTAG00000007122
bison_bison_bison ENSBBBG00000012903
sus_scrofa ENSSSCG00000029380
myotis_lucifugus ENSMLUG00000017448
equus_asinus_asinus ENSEASG00005012614
equus_caballus ENSECAG00000005156
dasypus_novemcinctus ENSDNOG00000006562
choloepus_hoffmanni ENSCHOG00000004856
echinops_telfairi ENSETEG00000018408
bison_bison_bison ENSBBBG00000004026
bos_mutus ENSBMUG00000010906
sus_scrofa ENSSSCG00000032969
ursus_maritimus ENSUMAG00000010368
canis_lupus_dingo ENSCAFG00020019077
equus_asinus_asinus ENSEASG00005008527
prolemur_simus ENSPSMG00000026059
dasypus_novemcinctus ENSDNOG00000049352
oryctolagus_cuniculus ENSOCUG00000029226
