xiphophorus_couchianus ENSXCOG00000009935
xiphophorus_maculatus ENSXMAG00000026096
gambusia_affinis ENSGAFG00000011276
poecilia_mexicana ENSPMEG00000022028
poecilia_latipinna ENSPLAG00000006857
poecilia_reticulata ENSPREG00000006936
fundulus_heteroclitus ENSFHEG00000013717
kryptolebias_marmoratus ENSKMAG00000005812
oryzias_latipes_asm223467v1 ENSORLG00000027834
oryzias_latipes_asm223471v1 ENSORLG00020005661
oryzias_latipes_asm223469v1 ENSORLG00015013251
takifugu_rubripes ENSTRUG00000020546
tetraodon_nigroviridis ENSTNIG00000009171
mola_mola ENSMMOG00000019107
hippocampus_comes ENSHCOG00000009357
cyprinodon_variegatus ENSCVAG00000020881
amphiprion_percula ENSAPEG00000012837
maylandia_zebra ENSMZEG00005004890
astatotilapia_calliptera ENSACLG00000017527
haplochromis_burtoni ENSHBUG00000003413
amphilophus_citrinellus ENSACIG00000011485
mastacembelus_armatus ENSMAMG00000012867
stegastes_partitus ENSSPAG00000015328
acanthochromis_polyacanthus ENSAPOG00000019575
pundamilia_nyererei ENSPNYG00000010856
neolamprologus_brichardi ENSNBRG00000012012
labrus_bergylta ENSLBEG00000003490
seriola_dumerili ENSSDUG00000010387
seriola_lalandi_dorsalis ENSSLDG00000011748
scophthalmus_maximus ENSSMAG00000008838
anabas_testudineus ENSATEG00000014476
monopterus_albus ENSMALG00000014545
periophthalmus_magnuspinnatus ENSPMGG00000001889
esox_lucius ENSELUG00000015436
astyanax_mexicanus ENSAMXG00000011376
pygocentrus_nattereri ENSPNAG00000011691
paramormyrops_kingsleyae ENSPKIG00000015872
