sorex_araneus ENSSARG00000001354
erinaceus_europaeus ENSEEUG00000014303
pteropus_vampyrus ENSPVAG00000001001
myotis_lucifugus ENSMLUG00000008612
ursus_maritimus ENSUMAG00000017798
ursus_americanus ENSUAMG00000022145
ailuropoda_melanoleuca ENSAMEG00000002045
neovison_vison ENSNVIG00000005811
canis_lupus_dingo ENSCAFG00020005968
canis_lupus_familiaris ENSCAFG00000017413
canis_lupus_dingo ENSCAFG00020006714
vulpes_vulpes ENSVVUG00000028896
mustela_putorius_furo ENSMPUG00000007815
panthera_pardus ENSPPRG00000008065
panthera_tigris_altaica ENSPTIG00000011107
felis_catus ENSFCAG00000008276
equus_caballus ENSECAG00000017772
equus_asinus_asinus ENSEASG00005021794
tursiops_truncatus ENSTTRG00000016619
sus_scrofa ENSSSCG00000034964
bos_mutus ENSBMUG00000011968
bison_bison_bison ENSBBBG00000013050
bos_taurus ENSBTAG00000017815
ovis_aries ENSOARG00000002743
capra_hircus ENSCHIG00000008880
vicugna_pacos ENSVPAG00000009849
pan_paniscus ENSPPAG00000039187
pan_troglodytes ENSPTRG00000008753
homo_sapiens ENSG00000170310
gorilla_gorilla ENSGGOG00000006399
pongo_abelii ENSPPYG00000007970
nomascus_leucogenys ENSNLEG00000010055
macaca_fascicularis ENSMFAG00000032279
macaca_mulatta ENSMMUG00000009398
macaca_nemestrina ENSMNEG00000033142
chlorocebus_sabaeus ENSCSAG00000010342
mandrillus_leucophaeus ENSMLEG00000028615
cercocebus_atys ENSCATG00000042616
papio_anubis ENSPANG00000023776
theropithecus_gelada ENSTGEG00000026876
piliocolobus_tephrosceles ENSPTEG00000004250
colobus_angolensis_palliatus ENSCANG00000036984
rhinopithecus_bieti ENSRBIG00000007063
rhinopithecus_roxellana ENSRROG00000040998
cebus_capucinus_imitator ENSCCAG00000023198
saimiri_boliviensis_boliviensis ENSSBOG00000027719
callithrix_jacchus ENSCJAG00000012613
aotus_nancymaae ENSANAG00000025314
carlito_syrichta ENSTSYG00000010795
propithecus_coquereli ENSPCOG00000023853
microcebus_murinus ENSMICG00000007887
prolemur_simus ENSPSMG00000013819
otolemur_garnettii ENSOGAG00000005037
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017370
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020903
mus_spicilegus ENSMSIG00000008243
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016534
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017664
rattus_norvegicus ENSRNOG00000003849
meriones_unguiculatus ENSMUGG00000007188
cricetulus_griseus_crigri-picr ENSCGRG00015012578
cricetulus_griseus_crigri_1.0 ENSCGRG00000012196
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023332
mesocricetus_auratus ENSMAUG00000011000
microtus_ochrogaster ENSMOCG00000012035
peromyscus_maniculatus_bairdii ENSPEMG00000001018
nannospalax_galili ENSNGAG00000022222
jaculus_jaculus ENSJJAG00000011886
octodon_degus ENSODEG00000000836
chinchilla_lanigera ENSCLAG00000010150
cavia_porcellus ENSCPOG00000002114
cavia_aperea ENSCAPG00000013842
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016598
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019045
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019046
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007723
fukomys_damarensis ENSFDAG00000015856
urocitellus_parryii ENSUPAG00010016949
ictidomys_tridecemlineatus ENSSTOG00000000733
marmota_marmota_marmota ENSMMMG00000020554
dipodomys_ordii ENSDORG00000015936
castor_canadensis ENSCCNG00000031806
loxodonta_africana ENSLAFG00000004215
procavia_capensis ENSPCAG00000010933
echinops_telfairi ENSETEG00000008058
dasypus_novemcinctus ENSDNOG00000001126
choloepus_hoffmanni ENSCHOG00000004212
phascolarctos_cinereus ENSPCIG00000000227
notamacropus_eugenii ENSMEUG00000005265
monodelphis_domestica ENSMODG00000008471
ornithorhynchus_anatinus ENSOANG00000012945
anolis_carolinensis ENSACAG00000017716
pogona_vitticeps ENSPVIG00000012705
notechis_scutatus ENSNSUG00000019356
salvator_merianae ENSSMRG00000022418
sphenodon_punctatus ENSSPUG00000005632
apteryx_haastii ENSAHAG00000011424
apteryx_rowi ENSARWG00000010302
apteryx_owenii ENSAOWG00000015616
dromaius_novaehollandiae ENSDNVG00000006109
manacus_vitellinus ENSMVIG00005018972
lepidothrix_coronata ENSLCOG00000005095
parus_major ENSPMJG00000018813
cyanistes_caeruleus ENSCCEG00000010936
ficedula_albicollis ENSFALG00000009353
taeniopygia_guttata ENSTGUG00000005177
serinus_canaria ENSSCAG00000003682
junco_hyemalis ENSJHYG00000001870
calidris_pygmaea ENSCPGG00000001936
calidris_pugnax ENSCPUG00000005254
melopsittacus_undulatus ENSMUNG00000010948
meleagris_gallopavo ENSMGAG00000003035
coturnix_japonica ENSCJPG00005020561
gallus_gallus ENSGALG00000001238
numida_meleagris ENSNMEG00000015381
anas_platyrhynchos_platyrhynchos ENSAPLG00000009824
nothoprocta_perdicaria ENSNPEG00000012364
crocodylus_porosus ENSCPRG00005008206
gopherus_agassizii ENSGAGG00000021958
chelonoidis_abingdonii ENSCABG00000018575
chrysemys_picta_bellii ENSCPBG00000027888
pelodiscus_sinensis ENSPSIG00000007895
xenopus_tropicalis ENSXETG00000019532
latimeria_chalumnae ENSLACG00000010283
scleropages_formosus ENSSFOG00015007012
paramormyrops_kingsleyae ENSPKIG00000006210
monopterus_albus ENSMALG00000022589
cynoglossus_semilaevis ENSCSEG00000003634
mola_mola ENSMMOG00000008833
takifugu_rubripes ENSTRUG00000019652
labrus_bergylta ENSLBEG00000000286
labrus_bergylta ENSLBEG00000006545
scophthalmus_maximus ENSSMAG00000015582
gasterosteus_aculeatus ENSGACG00000019376
anabas_testudineus ENSATEG00000004048
amphiprion_ocellaris ENSAOCG00000012223
amphiprion_percula ENSAPEG00000001007
acanthochromis_polyacanthus ENSAPOG00000013119
pundamilia_nyererei ENSPNYG00000015982
astatotilapia_calliptera ENSACLG00000006188
neolamprologus_brichardi ENSNBRG00000000802
poecilia_mexicana ENSPMEG00000009846
poecilia_formosa ENSPFOG00000002516
poecilia_latipinna ENSPLAG00000015988
poecilia_reticulata ENSPREG00000016746
xiphophorus_maculatus ENSXMAG00000005222
xiphophorus_couchianus ENSXCOG00000012949
gambusia_affinis ENSGAFG00000010050
fundulus_heteroclitus ENSFHEG00000003701
kryptolebias_marmoratus ENSKMAG00000001242
oryzias_latipes_asm223467v1 ENSORLG00000023755
oryzias_latipes_asm223471v1 ENSORLG00020011197
oryzias_melastigma ENSOMEG00000018329
hippocampus_comes ENSHCOG00000018268
periophthalmus_magnuspinnatus ENSPMGG00000017621
gadus_morhua ENSGMOG00000018789
esox_lucius ENSELUG00000006104
pygocentrus_nattereri ENSPNAG00000002814
astyanax_mexicanus ENSAMXG00000035271
danio_rerio ENSDARG00000103173
