calidris_pygmaea ENSCPGG00000012281
melopsittacus_undulatus ENSMUNG00000015702
parus_major ENSPMJG00000014089
cyanistes_caeruleus ENSCCEG00000018790
ficedula_albicollis ENSFALG00000009319
serinus_canaria ENSSCAG00000017297
serinus_canaria ENSSCAG00000017294
junco_hyemalis ENSJHYG00000010727
zonotrichia_albicollis ENSZALG00000006334
taeniopygia_guttata ENSTGUG00000003114
lonchura_striata_domestica ENSLSDG00000005553
lepidothrix_coronata ENSLCOG00000002411
lepidothrix_coronata ENSLCOG00000002412
manacus_vitellinus ENSMVIG00005010947
anas_platyrhynchos_platyrhynchos ENSAPLG00000007159
anser_brachyrhynchus ENSABRG00000007004
meleagris_gallopavo ENSMGAG00000002784
coturnix_japonica ENSCJPG00005010128
gallus_gallus ENSGALG00000001551
numida_meleagris ENSNMEG00000007196
apteryx_haastii ENSAHAG00000005515
apteryx_rowi ENSARWG00000004366
apteryx_owenii ENSAOWG00000003247
dromaius_novaehollandiae ENSDNVG00000009708
nothoprocta_perdicaria ENSNPEG00000006630
crocodylus_porosus ENSCPRG00005000584
gopherus_agassizii ENSGAGG00000001938
chelonoidis_abingdonii ENSCABG00000000510
chrysemys_picta_bellii ENSCPBG00000022903
pelodiscus_sinensis ENSPSIG00000003952
notechis_scutatus ENSNSUG00000000123
notechis_scutatus ENSNSUG00000000135
anolis_carolinensis ENSACAG00000009060
pogona_vitticeps ENSPVIG00000022876
salvator_merianae ENSSMRG00000009118
sphenodon_punctatus ENSSPUG00000016884
phascolarctos_cinereus ENSPCIG00000007749
monodelphis_domestica ENSMODG00000015085
notamacropus_eugenii ENSMEUG00000002352
monodelphis_domestica ENSMODG00000006555
sarcophilus_harrisii ENSSHAG00000008053
dasypus_novemcinctus ENSDNOG00000018721
choloepus_hoffmanni ENSCHOG00000008535
loxodonta_africana ENSLAFG00000022021
procavia_capensis ENSPCAG00000001686
dipodomys_ordii ENSDORG00000019842
oryctolagus_cuniculus ENSOCUG00000017589
pan_troglodytes ENSPTRG00000000028
pan_paniscus ENSPPAG00000040287
homo_sapiens ENSG00000221978
gorilla_gorilla ENSGGOG00000008235
pongo_abelii ENSPPYG00000002007
macaca_mulatta ENSMMUG00000006904
macaca_fascicularis ENSMFAG00000009740
macaca_nemestrina ENSMNEG00000040913
theropithecus_gelada ENSTGEG00000011316
cercocebus_atys ENSCATG00000030730
papio_anubis ENSPANG00000011414
chlorocebus_sabaeus ENSCSAG00000000687
rhinopithecus_roxellana ENSRROG00000036525
rhinopithecus_bieti ENSRBIG00000029507
colobus_angolensis_palliatus ENSCANG00000040135
mandrillus_leucophaeus ENSMLEG00000035035
nomascus_leucogenys ENSNLEG00000000437
callithrix_jacchus ENSCJAG00000011043
callithrix_jacchus ENSCJAG00000007958
cebus_capucinus_imitator ENSCCAG00000022310
saimiri_boliviensis_boliviensis ENSSBOG00000019730
aotus_nancymaae ENSANAG00000032407
carlito_syrichta ENSTSYG00000019454
propithecus_coquereli ENSPCOG00000003325
microcebus_murinus ENSMICG00000014237
prolemur_simus ENSPSMG00000013293
otolemur_garnettii ENSOGAG00000000469
otolemur_garnettii ENSOGAG00000031362
spermophilus_dauricus ENSSDAG00000003479
