takifugu_rubripes ENSTRUG00000007627
tetraodon_nigroviridis ENSTNIG00000008507
gasterosteus_aculeatus ENSGACG00000017926
monopterus_albus ENSMALG00000021186
mastacembelus_armatus ENSMAMG00000015367
anabas_testudineus ENSATEG00000007043
seriola_dumerili ENSSDUG00000018162
seriola_lalandi_dorsalis ENSSLDG00000012698
scophthalmus_maximus ENSSMAG00000019476
labrus_bergylta ENSLBEG00000011991
mola_mola ENSMMOG00000016714
poecilia_latipinna ENSPLAG00000009809
poecilia_formosa ENSPFOG00000014442
poecilia_mexicana ENSPMEG00000023942
poecilia_reticulata ENSPREG00000008640
xiphophorus_maculatus ENSXMAG00000019057
xiphophorus_couchianus ENSXCOG00000015094
gambusia_affinis ENSGAFG00000021423
fundulus_heteroclitus ENSFHEG00000012783
kryptolebias_marmoratus ENSKMAG00000005268
maylandia_zebra ENSMZEG00005025063
astatotilapia_calliptera ENSACLG00000018702
pundamilia_nyererei ENSPNYG00000015101
haplochromis_burtoni ENSHBUG00000007628
oreochromis_niloticus ENSONIG00000009551
amphilophus_citrinellus ENSACIG00000018342
amphiprion_ocellaris ENSAOCG00000001850
amphiprion_percula ENSAPEG00000003141
acanthochromis_polyacanthus ENSAPOG00000004079
stegastes_partitus ENSSPAG00000015662
oryzias_latipes_asm223471v1 ENSORLG00020008934
oryzias_latipes_asm223469v1 ENSORLG00015008894
oryzias_latipes_asm223467v1 ENSORLG00000017445
oryzias_melastigma ENSOMEG00000000152
cynoglossus_semilaevis ENSCSEG00000010390
periophthalmus_magnuspinnatus ENSPMGG00000002408
gadus_morhua ENSGMOG00000002522
esox_lucius ENSELUG00000021622
pygocentrus_nattereri ENSPNAG00000012251
astyanax_mexicanus ENSAMXG00000034318
ictalurus_punctatus ENSIPUG00000000127
scleropages_formosus ENSSFOG00015005038
paramormyrops_kingsleyae ENSPKIG00000002496
lepisosteus_oculatus ENSLOCG00000006093
dromaius_novaehollandiae ENSDNVG00000016419
nothoprocta_perdicaria ENSNPEG00000004301
apteryx_owenii ENSAOWG00000005292
apteryx_rowi ENSARWG00000008884
apteryx_haastii ENSAHAG00000010085
meleagris_gallopavo ENSMGAG00000010708
coturnix_japonica ENSCJPG00005009985
gallus_gallus ENSGALG00000015226
numida_meleagris ENSNMEG00000013401
anser_brachyrhynchus ENSABRG00000015629
parus_major ENSPMJG00000014769
cyanistes_caeruleus ENSCCEG00000013762
lepidothrix_coronata ENSLCOG00000004648
serinus_canaria ENSSCAG00000012410
taeniopygia_guttata ENSTGUG00000010830
zonotrichia_albicollis ENSZALG00000000762
junco_hyemalis ENSJHYG00000006661
ficedula_albicollis ENSFALG00000005804
manacus_vitellinus ENSMVIG00005002937
melopsittacus_undulatus ENSMUNG00000006367
calidris_pygmaea ENSCPGG00000008030
calidris_pugnax ENSCPUG00000019007
crocodylus_porosus ENSCPRG00005015312
gopherus_agassizii ENSGAGG00000023335
chelonoidis_abingdonii ENSCABG00000002637
chrysemys_picta_bellii ENSCPBG00000020930
pelodiscus_sinensis ENSPSIG00000008910
anolis_carolinensis ENSACAG00000011990
notechis_scutatus ENSNSUG00000020195
salvator_merianae ENSSMRG00000011112
sphenodon_punctatus ENSSPUG00000005687
phascolarctos_cinereus ENSPCIG00000020828
notamacropus_eugenii ENSMEUG00000006323
sarcophilus_harrisii ENSSHAG00000014697
monodelphis_domestica ENSMODG00000010536
pan_paniscus ENSPPAG00000031936
pan_troglodytes ENSPTRG00000020227
homo_sapiens ENSG00000164808
gorilla_gorilla ENSGGOG00000007599
pongo_abelii ENSPPYG00000018571
nomascus_leucogenys ENSNLEG00000013158
mandrillus_leucophaeus ENSMLEG00000030342
papio_anubis ENSPANG00000010031
macaca_fascicularis ENSMFAG00000043945
macaca_mulatta ENSMMUG00000013149
macaca_nemestrina ENSMNEG00000029786
theropithecus_gelada ENSTGEG00000013510
cercocebus_atys ENSCATG00000014471
chlorocebus_sabaeus ENSCSAG00000014882
piliocolobus_tephrosceles ENSPTEG00000026541
piliocolobus_tephrosceles ENSPTEG00000027751
colobus_angolensis_palliatus ENSCANG00000037442
rhinopithecus_roxellana ENSRROG00000027244
rhinopithecus_bieti ENSRBIG00000033597
callithrix_jacchus ENSCJAG00000013681
saimiri_boliviensis_boliviensis ENSSBOG00000029698
cebus_capucinus_imitator ENSCCAG00000032692
aotus_nancymaae ENSANAG00000029053
carlito_syrichta ENSTSYG00000007293
prolemur_simus ENSPSMG00000025013
microcebus_murinus ENSMICG00000015552
propithecus_coquereli ENSPCOG00000024613
tupaia_belangeri ENSTBEG00000001027
castor_canadensis ENSCCNG00000013255
castor_canadensis ENSCCNG00000013216
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015760
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016118
fukomys_damarensis ENSFDAG00000002862
chinchilla_lanigera ENSCLAG00000009550
urocitellus_parryii ENSUPAG00010003215
ictidomys_tridecemlineatus ENSSTOG00000010890
marmota_marmota_marmota ENSMMMG00000021918
spermophilus_dauricus ENSSDAG00000011017
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021384
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041974
mus_spicilegus ENSMSIG00000016705
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020489
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016194
rattus_norvegicus ENSRNOG00000037851
meriones_unguiculatus ENSMUGG00000010243
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017594
cricetulus_griseus_crigri-picr ENSCGRG00015010183
cricetulus_griseus_crigri_1.0 ENSCGRG00000003893
mesocricetus_auratus ENSMAUG00000013933
peromyscus_maniculatus_bairdii ENSPEMG00000007140
microtus_ochrogaster ENSMOCG00000016918
nannospalax_galili ENSNGAG00000012408
oryctolagus_cuniculus ENSOCUG00000001687
ochotona_princeps ENSOPRG00000010663
pteropus_vampyrus ENSPVAG00000010753
myotis_lucifugus ENSMLUG00000002485
bos_mutus ENSBMUG00000010938
bos_taurus ENSBTAG00000044106
bison_bison_bison ENSBBBG00000019113
capra_hircus ENSCHIG00000018290
ovis_aries ENSOARG00000011206
tursiops_truncatus ENSTTRG00000008250
sus_scrofa ENSSSCG00000006277
vicugna_pacos ENSVPAG00000007563
ursus_maritimus ENSUMAG00000009452
ursus_americanus ENSUAMG00000010986
ailuropoda_melanoleuca ENSAMEG00000000243
neovison_vison ENSNVIG00000023090
mustela_putorius_furo ENSMPUG00000001152
canis_lupus_dingo ENSCAFG00020000749
canis_lupus_familiaris ENSCAFG00000009134
vulpes_vulpes ENSVVUG00000018517
panthera_tigris_altaica ENSPTIG00000007935
panthera_pardus ENSPPRG00000013441
felis_catus ENSFCAG00000012472
erinaceus_europaeus ENSEEUG00000006583
sorex_araneus ENSSARG00000003543
equus_caballus ENSECAG00000026935
equus_asinus_asinus ENSEASG00005011360
procavia_capensis ENSPCAG00000010700
echinops_telfairi ENSETEG00000006149
choloepus_hoffmanni ENSCHOG00000008155
dasypus_novemcinctus ENSDNOG00000037112
ornithorhynchus_anatinus ENSOANG00000007260
xenopus_tropicalis ENSXETG00000004847
