coturnix_japonica ENSCJPG00005011989
meleagris_gallopavo ENSMGAG00000014953
numida_meleagris ENSNMEG00000007194
calidris_pygmaea ENSCPGG00000013997
gopherus_agassizii ENSGAGG00000017076
pogona_vitticeps ENSPVIG00000009481
notechis_scutatus ENSNSUG00000005519
salvator_merianae ENSSMRG00000013045
latimeria_chalumnae ENSLACG00000010457
takifugu_rubripes ENSTRUG00000012659
tetraodon_nigroviridis ENSTNIG00000016372
mola_mola ENSMMOG00000015845
labrus_bergylta ENSLBEG00000011980
gasterosteus_aculeatus ENSGACG00000010204
monopterus_albus ENSMALG00000004707
mastacembelus_armatus ENSMAMG00000020538
anabas_testudineus ENSATEG00000009605
seriola_lalandi_dorsalis ENSSLDG00000002100
seriola_lalandi_dorsalis ENSSLDG00000002098
seriola_lalandi_dorsalis ENSSLDG00000006984
seriola_dumerili ENSSDUG00000015999
scophthalmus_maximus ENSSMAG00000012915
poecilia_formosa ENSPFOG00000005024
poecilia_latipinna ENSPLAG00000020237
poecilia_mexicana ENSPMEG00000001026
poecilia_reticulata ENSPREG00000020313
gambusia_affinis ENSGAFG00000010101
xiphophorus_maculatus ENSXMAG00000024204
fundulus_heteroclitus ENSFHEG00000001199
cyprinodon_variegatus ENSCVAG00000022279
kryptolebias_marmoratus ENSKMAG00000012115
oryzias_latipes_asm223471v1 ENSORLG00020001455
oryzias_latipes_asm223469v1 ENSORLG00015018765
oryzias_latipes_asm223467v1 ENSORLG00000017340
oryzias_melastigma ENSOMEG00000020847
astatotilapia_calliptera ENSACLG00000014418
maylandia_zebra ENSMZEG00005016725
haplochromis_burtoni ENSHBUG00000011231
neolamprologus_brichardi ENSNBRG00000018096
oreochromis_niloticus ENSONIG00000013541
amphilophus_citrinellus ENSACIG00000005027
amphiprion_ocellaris ENSAOCG00000012706
amphiprion_percula ENSAPEG00000003659
acanthochromis_polyacanthus ENSAPOG00000003968
stegastes_partitus ENSSPAG00000005343
cynoglossus_semilaevis ENSCSEG00000020550
hippocampus_comes ENSHCOG00000011227
gadus_morhua ENSGMOG00000007087
esox_lucius ENSELUG00000004593
pygocentrus_nattereri ENSPNAG00000018661
astyanax_mexicanus ENSAMXG00000009764
ictalurus_punctatus ENSIPUG00000010889
danio_rerio ENSDARG00000014232
scleropages_formosus ENSSFOG00015020648
paramormyrops_kingsleyae ENSPKIG00000005139
lepisosteus_oculatus ENSLOCG00000000687
fundulus_heteroclitus ENSFHEG00000001201
oryzias_melastigma ENSOMEG00000020852
maylandia_zebra ENSMZEG00005016721
neolamprologus_brichardi ENSNBRG00000018131
anabas_testudineus ENSATEG00000009586
scleropages_formosus ENSSFOG00015020675
calidris_pygmaea ENSCPGG00000014004
calidris_pugnax ENSCPUG00000017741
poecilia_latipinna ENSPLAG00000020200
poecilia_reticulata ENSPREG00000020292
eptatretus_burgeri ENSEBUG00000001464
