calidris_pugnax ENSCPUG00000019994
calidris_pygmaea ENSCPGG00000007463
melopsittacus_undulatus ENSMUNG00000013133
lepidothrix_coronata ENSLCOG00000000995
manacus_vitellinus ENSMVIG00005014795
taeniopygia_guttata ENSTGUG00000017299
taeniopygia_guttata ENSTGUG00000017036
lonchura_striata_domestica ENSLSDG00000009532
serinus_canaria ENSSCAG00000002447
junco_hyemalis ENSJHYG00000010338
parus_major ENSPMJG00000010542
ficedula_albicollis ENSFALG00000007873
anser_brachyrhynchus ENSABRG00000022758
anas_platyrhynchos_platyrhynchos ENSAPLG00000030796
gallus_gallus ENSGALG00000003329
meleagris_gallopavo ENSMGAG00000004043
coturnix_japonica ENSCJPG00005021455
numida_meleagris ENSNMEG00000021154
apteryx_owenii ENSAOWG00000011771
apteryx_haastii ENSAHAG00000004615
apteryx_rowi ENSARWG00000018417
dromaius_novaehollandiae ENSDNVG00000001035
nothoprocta_perdicaria ENSNPEG00000003385
crocodylus_porosus ENSCPRG00005004935
chelonoidis_abingdonii ENSCABG00000018686
gopherus_agassizii ENSGAGG00000012472
chrysemys_picta_bellii ENSCPBG00000012984
pelodiscus_sinensis ENSPSIG00000012217
anolis_carolinensis ENSACAG00000013005
pogona_vitticeps ENSPVIG00000011245
salvator_merianae ENSSMRG00000023547
sphenodon_punctatus ENSSPUG00000014737
pteropus_vampyrus ENSPVAG00000007392
myotis_lucifugus ENSMLUG00000004497
equus_asinus_asinus ENSEASG00005018983
equus_caballus ENSECAG00000007221
bos_mutus ENSBMUG00000021185
bos_taurus ENSBTAG00000003295
bison_bison_bison ENSBBBG00000015899
capra_hircus ENSCHIG00000019410
ovis_aries ENSOARG00000011988
vicugna_pacos ENSVPAG00000005143
tursiops_truncatus ENSTTRG00000008948
sus_scrofa ENSSSCG00000006280
ursus_maritimus ENSUMAG00000017687
ursus_americanus ENSUAMG00000022356
ailuropoda_melanoleuca ENSAMEG00000011116
mustela_putorius_furo ENSMPUG00000015585
neovison_vison ENSNVIG00000024999
canis_lupus_dingo ENSCAFG00020022098
canis_lupus_familiaris ENSCAFG00000015008
vulpes_vulpes ENSVVUG00000025184
felis_catus ENSFCAG00000027419
panthera_pardus ENSPPRG00000024403
erinaceus_europaeus ENSEEUG00000002765
homo_sapiens ENSG00000120370
