ursus_maritimus ENSUMAG00000014969
ursus_americanus ENSUAMG00000019047
ailuropoda_melanoleuca ENSAMEG00000008547
mustela_putorius_furo ENSMPUG00000008197
neovison_vison ENSNVIG00000018107
canis_lupus_familiaris ENSCAFG00000029509
canis_lupus_dingo ENSCAFG00020022879
vulpes_vulpes ENSVVUG00000027080
panthera_tigris_altaica ENSPTIG00000011676
felis_catus ENSFCAG00000041115
pteropus_vampyrus ENSPVAG00000006943
equus_caballus ENSECAG00000037539
capra_hircus ENSCHIG00000016583
ovis_aries ENSOARG00000002325
bos_mutus ENSBMUG00000025982
bos_taurus ENSBTAG00000004714
bison_bison_bison ENSBBBG00000018964
tursiops_truncatus ENSTTRG00000001643
sus_scrofa ENSSSCG00000033183
cricetulus_griseus_crigri-picr ENSCGRG00015018712
cricetulus_griseus_crigri_1.0 ENSCGRG00000016308
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017380
mesocricetus_auratus ENSMAUG00000000634
peromyscus_maniculatus_bairdii ENSPEMG00000012230
microtus_ochrogaster ENSMOCG00000015228
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013974
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030780
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031888
mus_spicilegus ENSMSIG00000009728
rattus_norvegicus ENSRNOG00000028259
nannospalax_galili ENSNGAG00000004530
urocitellus_parryii ENSUPAG00010018416
marmota_marmota_marmota ENSMMMG00000021054
spermophilus_dauricus ENSSDAG00000000432
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006620
fukomys_damarensis ENSFDAG00000021472
cavia_porcellus ENSCPOG00000038319
castor_canadensis ENSCCNG00000006629
dipodomys_ordii ENSDORG00000009640
oryctolagus_cuniculus ENSOCUG00000000877
pan_paniscus ENSPPAG00000033139
pan_troglodytes ENSPTRG00000041150
homo_sapiens ENSG00000183019
gorilla_gorilla ENSGGOG00000012639
pongo_abelii ENSPPYG00000009482
nomascus_leucogenys ENSNLEG00000001157
rhinopithecus_bieti ENSRBIG00000033977
rhinopithecus_roxellana ENSRROG00000027150
colobus_angolensis_palliatus ENSCANG00000040821
piliocolobus_tephrosceles ENSPTEG00000029926
macaca_fascicularis ENSMFAG00000035681
macaca_mulatta ENSMMUG00000012535
macaca_nemestrina ENSMNEG00000018128
cercocebus_atys ENSCATG00000043601
mandrillus_leucophaeus ENSMLEG00000013940
theropithecus_gelada ENSTGEG00000021540
papio_anubis ENSPANG00000011404
chlorocebus_sabaeus ENSCSAG00000008321
saimiri_boliviensis_boliviensis ENSSBOG00000035055
cebus_capucinus_imitator ENSCCAG00000022027
callithrix_jacchus ENSCJAG00000008706
aotus_nancymaae ENSANAG00000023177
carlito_syrichta ENSTSYG00000025461
microcebus_murinus ENSMICG00000037055
prolemur_simus ENSPSMG00000015187
propithecus_coquereli ENSPCOG00000019317
echinops_telfairi ENSETEG00000008739
loxodonta_africana ENSLAFG00000027280
procavia_capensis ENSPCAG00000009236
dasypus_novemcinctus ENSDNOG00000041591
sorex_araneus ENSSARG00000000007
phascolarctos_cinereus ENSPCIG00000019788
phascolarctos_cinereus ENSPCIG00000036280
