pan_troglodytes ENSPTRG00000007999
pan_paniscus ENSPPAG00000028162
homo_sapiens ENSG00000180035
gorilla_gorilla ENSGGOG00000041705
pongo_abelii ENSPPYG00000007271
nomascus_leucogenys ENSNLEG00000015834
macaca_nemestrina ENSMNEG00000015439
macaca_fascicularis ENSMFAG00000033648
macaca_mulatta ENSMMUG00000029159
papio_anubis ENSPANG00000016527
cercocebus_atys ENSCATG00000036067
theropithecus_gelada ENSTGEG00000012435
mandrillus_leucophaeus ENSMLEG00000009826
chlorocebus_sabaeus ENSCSAG00000006039
piliocolobus_tephrosceles ENSPTEG00000025466
colobus_angolensis_palliatus ENSCANG00000043224
rhinopithecus_roxellana ENSRROG00000041910
rhinopithecus_bieti ENSRBIG00000034060
cebus_capucinus_imitator ENSCCAG00000028234
saimiri_boliviensis_boliviensis ENSSBOG00000027587
callithrix_jacchus ENSCJAG00000040672
aotus_nancymaae ENSANAG00000028067
carlito_syrichta ENSTSYG00000033837
prolemur_simus ENSPSMG00000006898
microcebus_murinus ENSMICG00000031683
propithecus_coquereli ENSPCOG00000016727
otolemur_garnettii ENSOGAG00000025584
tupaia_belangeri ENSTBEG00000017178
octodon_degus ENSODEG00000014731
chinchilla_lanigera ENSCLAG00000010674
cavia_aperea ENSCAPG00000008145
cavia_porcellus ENSCPOG00000001104
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013264
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008563
urocitellus_parryii ENSUPAG00010023574
ictidomys_tridecemlineatus ENSSTOG00000021915
spermophilus_dauricus ENSSDAG00000009654
marmota_marmota_marmota ENSMMMG00000023808
castor_canadensis ENSCCNG00000028290
dipodomys_ordii ENSDORG00000013148
microtus_ochrogaster ENSMOCG00000022349
peromyscus_maniculatus_bairdii ENSPEMG00000018451
cricetulus_griseus_crigri-picr ENSCGRG00015024879
cricetulus_griseus_crigri_1.0 ENSCGRG00000003736
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022617
mesocricetus_auratus ENSMAUG00000011629
mus_spicilegus ENSMSIG00000030399
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031607
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030493
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013703
rattus_norvegicus ENSRNOG00000017837
meriones_unguiculatus ENSMUGG00000012759
jaculus_jaculus ENSJJAG00000014148
bos_mutus ENSBMUG00000022068
bos_taurus ENSBTAG00000031806
bison_bison_bison ENSBBBG00000007904
capra_hircus ENSCHIG00000013028
ovis_aries ENSOARG00000006232
vicugna_pacos ENSVPAG00000000334
sus_scrofa ENSSSCG00000007801
tursiops_truncatus ENSTTRG00000017273
equus_asinus_asinus ENSEASG00005013150
equus_caballus ENSECAG00000035486
pteropus_vampyrus ENSPVAG00000008657
myotis_lucifugus ENSMLUG00000006394
mustela_putorius_furo ENSMPUG00000012333
neovison_vison ENSNVIG00000025003
ursus_americanus ENSUAMG00000004534
ursus_maritimus ENSUMAG00000011356
ailuropoda_melanoleuca ENSAMEG00000007850
canis_lupus_familiaris ENSCAFG00000029852
canis_lupus_dingo ENSCAFG00020017815
vulpes_vulpes ENSVVUG00000026118
panthera_pardus ENSPPRG00000008020
panthera_tigris_altaica ENSPTIG00000006890
felis_catus ENSFCAG00000028864
sorex_araneus ENSSARG00000003987
erinaceus_europaeus ENSEEUG00000007444
oryctolagus_cuniculus ENSOCUG00000013651
dasypus_novemcinctus ENSDNOG00000000304
choloepus_hoffmanni ENSCHOG00000003938
loxodonta_africana ENSLAFG00000008821
procavia_capensis ENSPCAG00000009103
phascolarctos_cinereus ENSPCIG00000006999
