takifugu_rubripes ENSTRUG00000005811
tetraodon_nigroviridis ENSTNIG00000006518
gasterosteus_aculeatus ENSGACG00000012700
maylandia_zebra ENSMZEG00005007576
astatotilapia_calliptera ENSACLG00000003600
pundamilia_nyererei ENSPNYG00000001391
amphilophus_citrinellus ENSACIG00000013522
seriola_lalandi_dorsalis ENSSLDG00000024366
oryzias_latipes_asm223469v1 ENSORLG00015016309
oryzias_latipes_asm223471v1 ENSORLG00020002642
oryzias_latipes_asm223467v1 ENSORLG00000019895
oryzias_melastigma ENSOMEG00000015836
cynoglossus_semilaevis ENSCSEG00000004732
esox_lucius ENSELUG00000003189
pygocentrus_nattereri ENSPNAG00000018980
astyanax_mexicanus ENSAMXG00000040716
ictalurus_punctatus ENSIPUG00000020580
danio_rerio ENSDARG00000075147
fundulus_heteroclitus ENSFHEG00000010363
paramormyrops_kingsleyae ENSPKIG00000010525
neolamprologus_brichardi ENSNBRG00000022330
fundulus_heteroclitus ENSFHEG00000022185
phascolarctos_cinereus ENSPCIG00000013352
monodelphis_domestica ENSMODG00000012379
capra_hircus ENSCHIG00000025277
ovis_aries ENSOARG00000010920
bos_taurus ENSBTAG00000017883
bos_mutus ENSBMUG00000026513
bison_bison_bison ENSBBBG00000015206
sus_scrofa ENSSSCG00000003449
equus_caballus ENSECAG00000010195
equus_asinus_asinus ENSEASG00005015978
erinaceus_europaeus ENSEEUG00000010386
canis_lupus_dingo ENSCAFG00020004735
ursus_americanus ENSUAMG00000006370
mustela_putorius_furo ENSMPUG00000016355
neovison_vison ENSNVIG00000011014
felis_catus ENSFCAG00000000580
panthera_pardus ENSPPRG00000000810
tursiops_truncatus ENSTTRG00000001224
vulpes_vulpes ENSVVUG00000028879
microcebus_murinus ENSMICG00000046922
propithecus_coquereli ENSPCOG00000023206
prolemur_simus ENSPSMG00000013268
otolemur_garnettii ENSOGAG00000030860
pan_troglodytes ENSPTRG00000000182
homo_sapiens ENSG00000162494
gorilla_gorilla ENSGGOG00000003598
nomascus_leucogenys ENSNLEG00000009883
piliocolobus_tephrosceles ENSPTEG00000029609
rhinopithecus_bieti ENSRBIG00000027758
colobus_angolensis_palliatus ENSCANG00000032049
macaca_fascicularis ENSMFAG00000035413
macaca_nemestrina ENSMNEG00000043446
chlorocebus_sabaeus ENSCSAG00000000822
papio_anubis ENSPANG00000012871
cercocebus_atys ENSCATG00000035670
theropithecus_gelada ENSTGEG00000022247
pan_paniscus ENSPPAG00000027892
pongo_abelii ENSPPYG00000010676
cebus_capucinus_imitator ENSCCAG00000016310
saimiri_boliviensis_boliviensis ENSSBOG00000033893
callithrix_jacchus ENSCJAG00000013769
aotus_nancymaae ENSANAG00000026363
carlito_syrichta ENSTSYG00000031207
castor_canadensis ENSCCNG00000021777
dipodomys_ordii ENSDORG00000030076
microtus_ochrogaster ENSMOCG00000014237
peromyscus_maniculatus_bairdii ENSPEMG00000027448
cricetulus_griseus_crigri-picr ENSCGRG00015002512
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015382
mesocricetus_auratus ENSMAUG00000019684
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027742
mus_spicilegus ENSMSIG00000015393
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028584
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026762
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029094
rattus_norvegicus ENSRNOG00000015264
meriones_unguiculatus ENSMUGG00000003907
nannospalax_galili ENSNGAG00000009643
jaculus_jaculus ENSJJAG00000010300
ictidomys_tridecemlineatus ENSSTOG00000023111
marmota_marmota_marmota ENSMMMG00000021887
urocitellus_parryii ENSUPAG00010007763
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008468
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012435
cavia_porcellus ENSCPOG00000031681
chinchilla_lanigera ENSCLAG00000002559
octodon_degus ENSODEG00000000075
ornithorhynchus_anatinus ENSOANG00000006096
apteryx_haastii ENSAHAG00000017658
apteryx_owenii ENSAOWG00000010592
apteryx_rowi ENSARWG00000013301
nothoprocta_perdicaria ENSNPEG00000011804
calidris_pugnax ENSCPUG00000018291
calidris_pygmaea ENSCPGG00000004054
melopsittacus_undulatus ENSMUNG00000006189
gallus_gallus ENSGALG00000004097
coturnix_japonica ENSCJPG00005001246
meleagris_gallopavo ENSMGAG00000005907
numida_meleagris ENSNMEG00000016127
anas_platyrhynchos_platyrhynchos ENSAPLG00000014737
taeniopygia_guttata ENSTGUG00000002502
lonchura_striata_domestica ENSLSDG00000010354
junco_hyemalis ENSJHYG00000014773
zonotrichia_albicollis ENSZALG00000013298
serinus_canaria ENSSCAG00000002897
parus_major ENSPMJG00000010400
cyanistes_caeruleus ENSCCEG00000006133
ficedula_albicollis ENSFALG00000009951
lepidothrix_coronata ENSLCOG00000008386
manacus_vitellinus ENSMVIG00005002954
dromaius_novaehollandiae ENSDNVG00000018089
anser_brachyrhynchus ENSABRG00000020772
gopherus_agassizii ENSGAGG00000002560
chelonoidis_abingdonii ENSCABG00000017166
gopherus_agassizii ENSGAGG00000021304
chrysemys_picta_bellii ENSCPBG00000021506
pelodiscus_sinensis ENSPSIG00000005446
crocodylus_porosus ENSCPRG00005000138
sphenodon_punctatus ENSSPUG00000007781
pogona_vitticeps ENSPVIG00000017993
notechis_scutatus ENSNSUG00000018649
salvator_merianae ENSSMRG00000008916
xenopus_tropicalis ENSXETG00000001382
latimeria_chalumnae ENSLACG00000008188
