taeniopygia_guttata ENSTGUG00000011457
parus_major ENSPMJG00000005106
ficedula_albicollis ENSFALG00000008315
junco_hyemalis ENSJHYG00000016698
zonotrichia_albicollis ENSZALG00000008769
serinus_canaria ENSSCAG00000001812
lepidothrix_coronata ENSLCOG00000004128
manacus_vitellinus ENSMVIG00005016032
melopsittacus_undulatus ENSMUNG00000005699
calidris_pygmaea ENSCPGG00000000340
calidris_pugnax ENSCPUG00000016807
anser_brachyrhynchus ENSABRG00000006975
anas_platyrhynchos_platyrhynchos ENSAPLG00000008064
meleagris_gallopavo ENSMGAG00000011422
gallus_gallus ENSGALG00000033439
coturnix_japonica ENSCJPG00005011691
numida_meleagris ENSNMEG00000017409
apteryx_rowi ENSARWG00000008275
apteryx_haastii ENSAHAG00000008225
apteryx_owenii ENSAOWG00000009946
dromaius_novaehollandiae ENSDNVG00000009755
nothoprocta_perdicaria ENSNPEG00000014032
chelonoidis_abingdonii ENSCABG00000012554
gopherus_agassizii ENSGAGG00000006625
chrysemys_picta_bellii ENSCPBG00000006803
pelodiscus_sinensis ENSPSIG00000017903
anolis_carolinensis ENSACAG00000015176
pogona_vitticeps ENSPVIG00000006745
notechis_scutatus ENSNSUG00000015017
salvator_merianae ENSSMRG00000011472
sphenodon_punctatus ENSSPUG00000003566
crocodylus_porosus ENSCPRG00005018297
phascolarctos_cinereus ENSPCIG00000021129
notamacropus_eugenii ENSMEUG00000014441
sarcophilus_harrisii ENSSHAG00000015482
monodelphis_domestica ENSMODG00000007395
echinops_telfairi ENSETEG00000012290
sorex_araneus ENSSARG00000014271
octodon_degus ENSODEG00000003245
chinchilla_lanigera ENSCLAG00000001937
cavia_porcellus ENSCPOG00000027176
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016615
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011891
fukomys_damarensis ENSFDAG00000001537
urocitellus_parryii ENSUPAG00010010764
ictidomys_tridecemlineatus ENSSTOG00000020543
spermophilus_dauricus ENSSDAG00000008230
marmota_marmota_marmota ENSMMMG00000003951
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004360
cricetulus_griseus_crigri-picr ENSCGRG00015021020
cricetulus_griseus_crigri_1.0 ENSCGRG00000000969
mesocricetus_auratus ENSMAUG00000003944
microtus_ochrogaster ENSMOCG00000023002
peromyscus_maniculatus_bairdii ENSPEMG00000000752
mus_spicilegus ENSMSIG00000031065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042414
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014757
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013953
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023866
rattus_norvegicus ENSRNOG00000021792
meriones_unguiculatus ENSMUGG00000026843
nannospalax_galili ENSNGAG00000000883
dipodomys_ordii ENSDORG00000010341
oryctolagus_cuniculus ENSOCUG00000027622
tupaia_belangeri ENSTBEG00000002328
pan_paniscus ENSPPAG00000027098
pan_troglodytes ENSPTRG00000020331
homo_sapiens ENSG00000147596
gorilla_gorilla ENSGGOG00000011363
pongo_abelii ENSPPYG00000018658
nomascus_leucogenys ENSNLEG00000011310
macaca_fascicularis ENSMFAG00000044991
macaca_nemestrina ENSMNEG00000037314
mandrillus_leucophaeus ENSMLEG00000027772
cercocebus_atys ENSCATG00000029832
papio_anubis ENSPANG00000024378
theropithecus_gelada ENSTGEG00000021733
chlorocebus_sabaeus ENSCSAG00000013856
piliocolobus_tephrosceles ENSPTEG00000009917
colobus_angolensis_palliatus ENSCANG00000030903
rhinopithecus_roxellana ENSRROG00000029214
rhinopithecus_bieti ENSRBIG00000022720
cebus_capucinus_imitator ENSCCAG00000026032
callithrix_jacchus ENSCJAG00000008052
saimiri_boliviensis_boliviensis ENSSBOG00000023421
aotus_nancymaae ENSANAG00000025952
carlito_syrichta ENSTSYG00000010610
propithecus_coquereli ENSPCOG00000028254
prolemur_simus ENSPSMG00000013929
microcebus_murinus ENSMICG00000002448
otolemur_garnettii ENSOGAG00000013208
ursus_maritimus ENSUMAG00000018681
ursus_americanus ENSUAMG00000026785
ailuropoda_melanoleuca ENSAMEG00000006227
mustela_putorius_furo ENSMPUG00000010629
neovison_vison ENSNVIG00000017113
canis_lupus_familiaris ENSCAFG00000007696
canis_lupus_dingo ENSCAFG00020017581
vulpes_vulpes ENSVVUG00000018910
panthera_pardus ENSPPRG00000007273
panthera_tigris_altaica ENSPTIG00000009270
felis_catus ENSFCAG00000001436
pteropus_vampyrus ENSPVAG00000009206
myotis_lucifugus ENSMLUG00000007615
equus_asinus_asinus ENSEASG00005001068
equus_caballus ENSECAG00000014777
bos_taurus ENSBTAG00000000060
bos_mutus ENSBMUG00000025864
bison_bison_bison ENSBBBG00000018049
capra_hircus ENSCHIG00000009297
ovis_aries ENSOARG00000003528
tursiops_truncatus ENSTTRG00000012997
sus_scrofa ENSSSCG00000006195
vicugna_pacos ENSVPAG00000010736
loxodonta_africana ENSLAFG00000015637
procavia_capensis ENSPCAG00000016161
erinaceus_europaeus ENSEEUG00000014831
choloepus_hoffmanni ENSCHOG00000001893
xenopus_tropicalis ENSXETG00000015915
latimeria_chalumnae ENSLACG00000005086
tetraodon_nigroviridis ENSTNIG00000008194
takifugu_rubripes ENSTRUG00000011758
mola_mola ENSMMOG00000003485
gasterosteus_aculeatus ENSGACG00000002829
scophthalmus_maximus ENSSMAG00000016039
