calidris_pugnax ENSCPUG00000008497
calidris_pygmaea ENSCPGG00000015079
melopsittacus_undulatus ENSMUNG00000015541
anser_brachyrhynchus ENSABRG00000019547
anas_platyrhynchos_platyrhynchos ENSAPLG00000007376
gallus_gallus ENSGALG00000031666
coturnix_japonica ENSCJPG00005016219
numida_meleagris ENSNMEG00000003370
lepidothrix_coronata ENSLCOG00000012878
manacus_vitellinus ENSMVIG00005019261
junco_hyemalis ENSJHYG00000008174
zonotrichia_albicollis ENSZALG00000015039
serinus_canaria ENSSCAG00000010441
taeniopygia_guttata ENSTGUG00000012682
lonchura_striata_domestica ENSLSDG00000017791
parus_major ENSPMJG00000001024
cyanistes_caeruleus ENSCCEG00000019177
ficedula_albicollis ENSFALG00000004618
apteryx_rowi ENSARWG00000018423
apteryx_owenii ENSAOWG00000011585
apteryx_haastii ENSAHAG00000018826
nothoprocta_perdicaria ENSNPEG00000000446
dromaius_novaehollandiae ENSDNVG00000004113
crocodylus_porosus ENSCPRG00005001261
gopherus_agassizii ENSGAGG00000025413
chelonoidis_abingdonii ENSCABG00000011086
chrysemys_picta_bellii ENSCPBG00000000759
pelodiscus_sinensis ENSPSIG00000012612
pogona_vitticeps ENSPVIG00000018919
anolis_carolinensis ENSACAG00000002407
notechis_scutatus ENSNSUG00000006453
salvator_merianae ENSSMRG00000008079
pan_paniscus ENSPPAG00000035986
pan_troglodytes ENSPTRG00000004795
homo_sapiens ENSG00000123106
gorilla_gorilla ENSGGOG00000000071
pongo_abelii ENSPPYG00000004387
nomascus_leucogenys ENSNLEG00000005586
papio_anubis ENSPANG00000013785
cercocebus_atys ENSCATG00000045038
mandrillus_leucophaeus ENSMLEG00000033285
theropithecus_gelada ENSTGEG00000027926
chlorocebus_sabaeus ENSCSAG00000007565
macaca_fascicularis ENSMFAG00000045497
macaca_nemestrina ENSMNEG00000027722
macaca_mulatta ENSMMUG00000011802
rhinopithecus_roxellana ENSRROG00000043883
rhinopithecus_bieti ENSRBIG00000037104
piliocolobus_tephrosceles ENSPTEG00000028355
colobus_angolensis_palliatus ENSCANG00000031699
saimiri_boliviensis_boliviensis ENSSBOG00000021408
cebus_capucinus_imitator ENSCCAG00000019664
callithrix_jacchus ENSCJAG00000040247
aotus_nancymaae ENSANAG00000027850
carlito_syrichta ENSTSYG00000011260
prolemur_simus ENSPSMG00000016420
microcebus_murinus ENSMICG00000043077
otolemur_garnettii ENSOGAG00000034159
otolemur_garnettii ENSOGAG00000000760
marmota_marmota_marmota ENSMMMG00000021734
urocitellus_parryii ENSUPAG00010016884
ictidomys_tridecemlineatus ENSSTOG00000001930
spermophilus_dauricus ENSSDAG00000018758
tupaia_belangeri ENSTBEG00000014154
erinaceus_europaeus ENSEEUG00000011876
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030301
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030123
mus_spicilegus ENSMSIG00000013458
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029068
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022829
rattus_norvegicus ENSRNOG00000001847
meriones_unguiculatus ENSMUGG00000010489
cricetulus_griseus_crigri_1.0 ENSCGRG00000012227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017789
cricetulus_griseus_crigri-picr ENSCGRG00015003214
mesocricetus_auratus ENSMAUG00000013545
peromyscus_maniculatus_bairdii ENSPEMG00000013667
microtus_ochrogaster ENSMOCG00000019216
nannospalax_galili ENSNGAG00000007042
jaculus_jaculus ENSJJAG00000002910
dipodomys_ordii ENSDORG00000005372
oryctolagus_cuniculus ENSOCUG00000029161
ochotona_princeps ENSOPRG00000014621
sorex_araneus ENSSARG00000010862
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010299
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007351
fukomys_damarensis ENSFDAG00000016569
octodon_degus ENSODEG00000005886
octodon_degus ENSODEG00000006868
chinchilla_lanigera ENSCLAG00000000884
cavia_porcellus ENSCPOG00000009109
cavia_aperea ENSCAPG00000010523
bos_taurus ENSBTAG00000012448
bos_mutus ENSBMUG00000009359
bison_bison_bison ENSBBBG00000025175
ovis_aries ENSOARG00000019660
capra_hircus ENSCHIG00000021171
tursiops_truncatus ENSTTRG00000012127
sus_scrofa ENSSSCG00000024232
vicugna_pacos ENSVPAG00000009241
pteropus_vampyrus ENSPVAG00000010507
myotis_lucifugus ENSMLUG00000008508
ailuropoda_melanoleuca ENSAMEG00000011532
ursus_maritimus ENSUMAG00000001646
ailuropoda_melanoleuca ENSAMEG00000009977
mustela_putorius_furo ENSMPUG00000010964
neovison_vison ENSNVIG00000014310
canis_lupus_dingo ENSCAFG00020013541
canis_lupus_familiaris ENSCAFG00000010942
vulpes_vulpes ENSVVUG00000030214
panthera_pardus ENSPPRG00000024057
panthera_tigris_altaica ENSPTIG00000017222
felis_catus ENSFCAG00000029389
equus_asinus_asinus ENSEASG00005006637
equus_caballus ENSECAG00000014912
choloepus_hoffmanni ENSCHOG00000004722
dasypus_novemcinctus ENSDNOG00000019468
procavia_capensis ENSPCAG00000008021
echinops_telfairi ENSETEG00000012710
phascolarctos_cinereus ENSPCIG00000031995
notamacropus_eugenii ENSMEUG00000010660
monodelphis_domestica ENSMODG00000014414
latimeria_chalumnae ENSLACG00000008043
paramormyrops_kingsleyae ENSPKIG00000018895
scleropages_formosus ENSSFOG00015011671
lepisosteus_oculatus ENSLOCG00000016504
