pan_troglodytes ENSPTRG00000046820
pan_paniscus ENSPPAG00000036367
homo_sapiens ENSG00000127922
gorilla_gorilla ENSGGOG00000000042
pongo_abelii ENSPPYG00000017796
nomascus_leucogenys ENSNLEG00000015998
mandrillus_leucophaeus ENSMLEG00000033727
cercocebus_atys ENSCATG00000037610
macaca_nemestrina ENSMNEG00000045345
macaca_fascicularis ENSMFAG00000045122
macaca_mulatta ENSMMUG00000006974
theropithecus_gelada ENSTGEG00000000168
papio_anubis ENSPANG00000016025
chlorocebus_sabaeus ENSCSAG00000013000
rhinopithecus_bieti ENSRBIG00000001757
rhinopithecus_roxellana ENSRROG00000030800
colobus_angolensis_palliatus ENSCANG00000021867
callithrix_jacchus ENSCJAG00000040490
cebus_capucinus_imitator ENSCCAG00000030816
saimiri_boliviensis_boliviensis ENSSBOG00000035070
aotus_nancymaae ENSANAG00000036040
propithecus_coquereli ENSPCOG00000025433
