gopherus_agassizii ENSGAGG00000012654
chelonoidis_abingdonii ENSCABG00000001246
chrysemys_picta_bellii ENSCPBG00000025232
pelodiscus_sinensis ENSPSIG00000007831
crocodylus_porosus ENSCPRG00005000091
pogona_vitticeps ENSPVIG00000002504
anolis_carolinensis ENSACAG00000000514
notechis_scutatus ENSNSUG00000011364
salvator_merianae ENSSMRG00000010440
sphenodon_punctatus ENSSPUG00000018149
gallus_gallus ENSGALG00000005063
meleagris_gallopavo ENSMGAG00000003621
coturnix_japonica ENSCJPG00005019935
numida_meleagris ENSNMEG00000003659
anser_brachyrhynchus ENSABRG00000000620
anas_platyrhynchos_platyrhynchos ENSAPLG00000026930
parus_major ENSPMJG00000009557
cyanistes_caeruleus ENSCCEG00000024121
ficedula_albicollis ENSFALG00000001309
lonchura_striata_domestica ENSLSDG00000000351
taeniopygia_guttata ENSTGUG00000003554
serinus_canaria ENSSCAG00000006520
junco_hyemalis ENSJHYG00000011872
zonotrichia_albicollis ENSZALG00000001317
lepidothrix_coronata ENSLCOG00000006853
manacus_vitellinus ENSMVIG00005004449
melopsittacus_undulatus ENSMUNG00000009423
calidris_pugnax ENSCPUG00000011478
calidris_pygmaea ENSCPGG00000005403
apteryx_owenii ENSAOWG00000010900
apteryx_haastii ENSAHAG00000018489
apteryx_rowi ENSARWG00000018539
dromaius_novaehollandiae ENSDNVG00000019097
nothoprocta_perdicaria ENSNPEG00000002508
phascolarctos_cinereus ENSPCIG00000026632
notamacropus_eugenii ENSMEUG00000015268
sarcophilus_harrisii ENSSHAG00000018485
sorex_araneus ENSSARG00000003398
dasypus_novemcinctus ENSDNOG00000045695
echinops_telfairi ENSETEG00000015616
myotis_lucifugus ENSMLUG00000013542
myotis_lucifugus ENSMLUG00000025917
pteropus_vampyrus ENSPVAG00000000965
bos_taurus ENSBTAG00000046548
bos_mutus ENSBMUG00000019173
bison_bison_bison ENSBBBG00000008124
capra_hircus ENSCHIG00000012912
ovis_aries ENSOARG00000011297
sus_scrofa ENSSSCG00000005628
tursiops_truncatus ENSTTRG00000016469
vicugna_pacos ENSVPAG00000006394
neovison_vison ENSNVIG00000010732
mustela_putorius_furo ENSMPUG00000013550
ursus_maritimus ENSUMAG00000000098
ursus_americanus ENSUAMG00000016416
ailuropoda_melanoleuca ENSAMEG00000015173
canis_lupus_dingo ENSCAFG00020015799
canis_lupus_familiaris ENSCAFG00000020101
vulpes_vulpes ENSVVUG00000013345
panthera_pardus ENSPPRG00000002702
panthera_tigris_altaica ENSPTIG00000007084
felis_catus ENSFCAG00000028467
equus_caballus ENSECAG00000017908
equus_asinus_asinus ENSEASG00005020423
propithecus_coquereli ENSPCOG00000023201
prolemur_simus ENSPSMG00000008087
microcebus_murinus ENSMICG00000005710
otolemur_garnettii ENSOGAG00000008130
pan_troglodytes ENSPTRG00000021404
pan_paniscus ENSPPAG00000040986
homo_sapiens ENSG00000136840
gorilla_gorilla ENSGGOG00000014680
pongo_abelii ENSPPYG00000019636
nomascus_leucogenys ENSNLEG00000026834
macaca_mulatta ENSMMUG00000015917
macaca_nemestrina ENSMNEG00000038843
macaca_fascicularis ENSMFAG00000033435
chlorocebus_sabaeus ENSCSAG00000013938
papio_anubis ENSPANG00000024840
theropithecus_gelada ENSTGEG00000021256
cercocebus_atys ENSCATG00000034486
mandrillus_leucophaeus ENSMLEG00000028832
colobus_angolensis_palliatus ENSCANG00000035635
rhinopithecus_bieti ENSRBIG00000028590
rhinopithecus_roxellana ENSRROG00000036055
piliocolobus_tephrosceles ENSPTEG00000015506
cebus_capucinus_imitator ENSCCAG00000022763
callithrix_jacchus ENSCJAG00000041805
saimiri_boliviensis_boliviensis ENSSBOG00000032940
aotus_nancymaae ENSANAG00000003837
oryctolagus_cuniculus ENSOCUG00000020994
ochotona_princeps ENSOPRG00000016348
cavia_aperea ENSCAPG00000011059
cavia_porcellus ENSCPOG00000025762
octodon_degus ENSODEG00000003727
chinchilla_lanigera ENSCLAG00000007733
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011448
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018044
fukomys_damarensis ENSFDAG00000009758
tupaia_belangeri ENSTBEG00000000439
carlito_syrichta ENSTSYG00000034931
erinaceus_europaeus ENSEEUG00000009064
cricetulus_griseus_crigri_1.0 ENSCGRG00000010167
cricetulus_griseus_crigri-picr ENSCGRG00015006046
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019157
mesocricetus_auratus ENSMAUG00000011529
microtus_ochrogaster ENSMOCG00000016331
peromyscus_maniculatus_bairdii ENSPEMG00000001156
mus_spicilegus ENSMSIG00000010734
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024357
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079442
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023440
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024897
rattus_norvegicus ENSRNOG00000048870
meriones_unguiculatus ENSMUGG00000012682
nannospalax_galili ENSNGAG00000011925
jaculus_jaculus ENSJJAG00000019463
castor_canadensis ENSCCNG00000027404
dipodomys_ordii ENSDORG00000013334
spermophilus_dauricus ENSSDAG00000024075
marmota_marmota_marmota ENSMMMG00000017124
ictidomys_tridecemlineatus ENSSTOG00000012578
urocitellus_parryii ENSUPAG00010014567
loxodonta_africana ENSLAFG00000015580
procavia_capensis ENSPCAG00000001808
choloepus_hoffmanni ENSCHOG00000004549
ornithorhynchus_anatinus ENSOANG00000013659
xenopus_tropicalis ENSXETG00000021989
latimeria_chalumnae ENSLACG00000016684
latimeria_chalumnae ENSLACG00000022524
xiphophorus_maculatus ENSXMAG00000005758
xiphophorus_couchianus ENSXCOG00000001374
poecilia_latipinna ENSPLAG00000021836
poecilia_formosa ENSPFOG00000007136
poecilia_mexicana ENSPMEG00000012310
poecilia_mexicana ENSPMEG00000000086
poecilia_reticulata ENSPREG00000000602
gambusia_affinis ENSGAFG00000013564
cyprinodon_variegatus ENSCVAG00000015673
oryzias_latipes_asm223469v1 ENSORLG00015016122
oryzias_latipes_asm223467v1 ENSORLG00000004063
oryzias_latipes_asm223471v1 ENSORLG00020009211
oryzias_melastigma ENSOMEG00000011659
takifugu_rubripes ENSTRUG00000018377
mastacembelus_armatus ENSMAMG00000018228
monopterus_albus ENSMALG00000005793
anabas_testudineus ENSATEG00000012717
periophthalmus_magnuspinnatus ENSPMGG00000004785
seriola_dumerili ENSSDUG00000007871
seriola_lalandi_dorsalis ENSSLDG00000014917
amphiprion_ocellaris ENSAOCG00000015904
amphiprion_percula ENSAPEG00000022366
