poecilia_formosa ENSPFOG00000023816
poecilia_mexicana ENSPMEG00000022308
poecilia_reticulata ENSPREG00000001376
gambusia_affinis ENSGAFG00000021900
fundulus_heteroclitus ENSFHEG00000022340
oryzias_melastigma ENSOMEG00000012770
oryzias_latipes_asm223469v1 ENSORLG00015009943
haplochromis_burtoni ENSHBUG00000002504
astatotilapia_calliptera ENSACLG00000014270
seriola_dumerili ENSSDUG00000004337
esox_lucius ENSELUG00000016429
danio_rerio ENSDARG00000093805
ictalurus_punctatus ENSIPUG00000010277
gopherus_agassizii ENSGAGG00000000303
chrysemys_picta_bellii ENSCPBG00000006659
pelodiscus_sinensis ENSPSIG00000014602
calidris_pygmaea ENSCPGG00000013745
melopsittacus_undulatus ENSMUNG00000004615
junco_hyemalis ENSJHYG00000016090
zonotrichia_albicollis ENSZALG00000002165
serinus_canaria ENSSCAG00000007897
lonchura_striata_domestica ENSLSDG00000008898
taeniopygia_guttata ENSTGUG00000004942
parus_major ENSPMJG00000002071
cyanistes_caeruleus ENSCCEG00000016045
ficedula_albicollis ENSFALG00000010807
manacus_vitellinus ENSMVIG00005000554
gallus_gallus ENSGALG00000012103
meleagris_gallopavo ENSMGAG00000001437
apteryx_rowi ENSARWG00000018463
pogona_vitticeps ENSPVIG00000010888
loxodonta_africana ENSLAFG00000009655
procavia_capensis ENSPCAG00000007030
echinops_telfairi ENSETEG00000013441
dasypus_novemcinctus ENSDNOG00000012922
urocitellus_parryii ENSUPAG00010019088
spermophilus_dauricus ENSSDAG00000002318
marmota_marmota_marmota ENSMMMG00000007616
ictidomys_tridecemlineatus ENSSTOG00000024817
chinchilla_lanigera ENSCLAG00000001450
cavia_aperea ENSCAPG00000000396
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006208
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024945
mus_spicilegus ENSMSIG00000014200
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045106
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024032
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025470
rattus_norvegicus ENSRNOG00000022660
meriones_unguiculatus ENSMUGG00000016563
cricetulus_griseus_crigri-picr ENSCGRG00015009519
cricetulus_griseus_crigri_1.0 ENSCGRG00000008537
mesocricetus_auratus ENSMAUG00000009063
peromyscus_maniculatus_bairdii ENSPEMG00000015426
peromyscus_maniculatus_bairdii ENSPEMG00000028645
microtus_ochrogaster ENSMOCG00000013836
jaculus_jaculus ENSJJAG00000021731
dipodomys_ordii ENSDORG00000004144
oryctolagus_cuniculus ENSOCUG00000004491
ochotona_princeps ENSOPRG00000005426
prolemur_simus ENSPSMG00000015536
microcebus_murinus ENSMICG00000027398
propithecus_coquereli ENSPCOG00000019230
otolemur_garnettii ENSOGAG00000033579
pan_paniscus ENSPPAG00000018334
pan_troglodytes ENSPTRG00000003479
gorilla_gorilla ENSGGOG00000002801
homo_sapiens ENSG00000186714
pongo_abelii ENSPPYG00000003380
nomascus_leucogenys ENSNLEG00000017894
cercocebus_atys ENSCATG00000033902
mandrillus_leucophaeus ENSMLEG00000039999
theropithecus_gelada ENSTGEG00000004785
papio_anubis ENSPANG00000023649
macaca_fascicularis ENSMFAG00000043757
macaca_nemestrina ENSMNEG00000037225
macaca_mulatta ENSMMUG00000009028
chlorocebus_sabaeus ENSCSAG00000005263
piliocolobus_tephrosceles ENSPTEG00000025231
colobus_angolensis_palliatus ENSCANG00000031832
rhinopithecus_roxellana ENSRROG00000029039
rhinopithecus_bieti ENSRBIG00000043667
cebus_capucinus_imitator ENSCCAG00000030158
saimiri_boliviensis_boliviensis ENSSBOG00000026906
callithrix_jacchus ENSCJAG00000005803
aotus_nancymaae ENSANAG00000021031
pteropus_vampyrus ENSPVAG00000015085
myotis_lucifugus ENSMLUG00000027187
capra_hircus ENSCHIG00000020414
ovis_aries ENSOARG00000016714
tursiops_truncatus ENSTTRG00000002123
vicugna_pacos ENSVPAG00000007792
sus_scrofa ENSSSCG00000026433
ursus_maritimus ENSUMAG00000019488
ursus_americanus ENSUAMG00000007284
ailuropoda_melanoleuca ENSAMEG00000007045
neovison_vison ENSNVIG00000004533
mustela_putorius_furo ENSMPUG00000011318
vulpes_vulpes ENSVVUG00000016222
canis_lupus_familiaris ENSCAFG00000007335
felis_catus ENSFCAG00000025569
equus_caballus ENSECAG00000006204
equus_asinus_asinus ENSEASG00005013539
sorex_araneus ENSSARG00000010816
erinaceus_europaeus ENSEEUG00000006007
notamacropus_eugenii ENSMEUG00000000791
phascolarctos_cinereus ENSPCIG00000004250
monodelphis_domestica ENSMODG00000009690
ornithorhynchus_anatinus ENSOANG00000015145
