anas_platyrhynchos_platyrhynchos ENSAPLG00000020824
anser_brachyrhynchus ENSABRG00000004199
numida_meleagris ENSNMEG00000010262
gallus_gallus ENSGALG00000026299
parus_major ENSPMJG00000011933
cyanistes_caeruleus ENSCCEG00000015889
junco_hyemalis ENSJHYG00000017704
ficedula_albicollis ENSFALG00000006335
serinus_canaria ENSSCAG00000016931
lepidothrix_coronata ENSLCOG00000010828
calidris_pugnax ENSCPUG00000004195
apteryx_owenii ENSAOWG00000014922
apteryx_rowi ENSARWG00000011357
apteryx_haastii ENSAHAG00000000159
dromaius_novaehollandiae ENSDNVG00000009330
crocodylus_porosus ENSCPRG00005009766
chrysemys_picta_bellii ENSCPBG00000005468
gopherus_agassizii ENSGAGG00000014663
pelodiscus_sinensis ENSPSIG00000017683
anolis_carolinensis ENSACAG00000028943
pogona_vitticeps ENSPVIG00000010579
salvator_merianae ENSSMRG00000003141
erinaceus_europaeus ENSEEUG00000014489
sorex_araneus ENSSARG00000006851
rhinopithecus_bieti ENSRBIG00000031388
rhinopithecus_roxellana ENSRROG00000041711
piliocolobus_tephrosceles ENSPTEG00000024282
colobus_angolensis_palliatus ENSCANG00000021249
macaca_fascicularis ENSMFAG00000037777
macaca_nemestrina ENSMNEG00000039752
macaca_mulatta ENSMMUG00000016072
mandrillus_leucophaeus ENSMLEG00000036111
cercocebus_atys ENSCATG00000021132
theropithecus_gelada ENSTGEG00000002033
papio_anubis ENSPANG00000009093
chlorocebus_sabaeus ENSCSAG00000006592
saimiri_boliviensis_boliviensis ENSSBOG00000022682
saimiri_boliviensis_boliviensis ENSSBOG00000028628
callithrix_jacchus ENSCJAG00000020245
aotus_nancymaae ENSANAG00000017414
pan_troglodytes ENSPTRG00000015213
pan_paniscus ENSPPAG00000032423
gorilla_gorilla ENSGGOG00000024645
homo_sapiens ENSG00000114529
cebus_capucinus_imitator ENSCCAG00000022719
aotus_nancymaae ENSANAG00000001366
nomascus_leucogenys ENSNLEG00000004210
carlito_syrichta ENSTSYG00000007419
prolemur_simus ENSPSMG00000014127
microcebus_murinus ENSMICG00000049149
propithecus_coquereli ENSPCOG00000018061
otolemur_garnettii ENSOGAG00000000111
castor_canadensis ENSCCNG00000003867
dipodomys_ordii ENSDORG00000011253
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019097
cricetulus_griseus_crigri_1.0 ENSCGRG00000003249
cricetulus_griseus_crigri-picr ENSCGRG00015014597
mesocricetus_auratus ENSMAUG00000010379
peromyscus_maniculatus_bairdii ENSPEMG00000005384
microtus_ochrogaster ENSMOCG00000014272
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021681
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033187
mus_spicilegus ENSMSIG00000023095
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020782
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016481
rattus_norvegicus ENSRNOG00000022136
meriones_unguiculatus ENSMUGG00000007792
jaculus_jaculus ENSJJAG00000012194
ictidomys_tridecemlineatus ENSSTOG00000001310
marmota_marmota_marmota ENSMMMG00000011585
urocitellus_parryii ENSUPAG00010019351
chinchilla_lanigera ENSCLAG00000008168
octodon_degus ENSODEG00000012645
cavia_aperea ENSCAPG00000015430
cavia_porcellus ENSCPOG00000030789
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001183
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011603
fukomys_damarensis ENSFDAG00000019762
oryctolagus_cuniculus ENSOCUG00000009929
ochotona_princeps ENSOPRG00000009570
tupaia_belangeri ENSTBEG00000003588
bison_bison_bison ENSBBBG00000013935
bos_mutus ENSBMUG00000012385
bos_taurus ENSBTAG00000016554
capra_hircus ENSCHIG00000009163
ovis_aries ENSOARG00000019257
tursiops_truncatus ENSTTRG00000008179
vicugna_pacos ENSVPAG00000010411
sus_scrofa ENSSSCG00000033637
ursus_americanus ENSUAMG00000025916
ursus_maritimus ENSUMAG00000004691
ailuropoda_melanoleuca ENSAMEG00000018146
canis_lupus_dingo ENSCAFG00020007457
canis_lupus_familiaris ENSCAFG00000030347
vulpes_vulpes ENSVVUG00000021956
neovison_vison ENSNVIG00000014830
mustela_putorius_furo ENSMPUG00000000353
panthera_pardus ENSPPRG00000005069
panthera_tigris_altaica ENSPTIG00000016062
felis_catus ENSFCAG00000005716
equus_asinus_asinus ENSEASG00005011388
equus_caballus ENSECAG00000022902
myotis_lucifugus ENSMLUG00000010797
pteropus_vampyrus ENSPVAG00000016760
loxodonta_africana ENSLAFG00000008998
procavia_capensis ENSPCAG00000007878
echinops_telfairi ENSETEG00000011636
dasypus_novemcinctus ENSDNOG00000032086
choloepus_hoffmanni ENSCHOG00000006713
phascolarctos_cinereus ENSPCIG00000017843
notamacropus_eugenii ENSMEUG00000006200
sarcophilus_harrisii ENSSHAG00000016514
ornithorhynchus_anatinus ENSOANG00000021429
lepisosteus_oculatus ENSLOCG00000009289
scleropages_formosus ENSSFOG00015023415
