gallus_gallus ENSGALG00000003074
meleagris_gallopavo ENSMGAG00000004581
anser_brachyrhynchus ENSABRG00000003480
calidris_pygmaea ENSCPGG00000005276
calidris_pugnax ENSCPUG00000015531
cyanistes_caeruleus ENSCCEG00000002444
dromaius_novaehollandiae ENSDNVG00000012225
apteryx_haastii ENSAHAG00000011414
nothoprocta_perdicaria ENSNPEG00000002600
melopsittacus_undulatus ENSMUNG00000010022
parus_major ENSPMJG00000015670
coturnix_japonica ENSCJPG00005011190
numida_meleagris ENSNMEG00000003512
apteryx_rowi ENSARWG00000015637
apteryx_owenii ENSAOWG00000003814
anas_platyrhynchos_platyrhynchos ENSAPLG00000008170
crocodylus_porosus ENSCPRG00005015713
junco_hyemalis ENSJHYG00000005631
taeniopygia_guttata ENSTGUG00000001080
ficedula_albicollis ENSFALG00000009275
chelonoidis_abingdonii ENSCABG00000016067
gopherus_agassizii ENSGAGG00000022212
chrysemys_picta_bellii ENSCPBG00000012496
pelodiscus_sinensis ENSPSIG00000008524
pogona_vitticeps ENSPVIG00000015025
notechis_scutatus ENSNSUG00000017134
salvator_merianae ENSSMRG00000022968
notamacropus_eugenii ENSMEUG00000011910
phascolarctos_cinereus ENSPCIG00000001019
sarcophilus_harrisii ENSSHAG00000011091
monodelphis_domestica ENSMODG00000003771
urocitellus_parryii ENSUPAG00010018230
ictidomys_tridecemlineatus ENSSTOG00000029095
marmota_marmota_marmota ENSMMMG00000002691
ochotona_princeps ENSOPRG00000003859
tupaia_belangeri ENSTBEG00000006602
peromyscus_maniculatus_bairdii ENSPEMG00000016382
microtus_ochrogaster ENSMOCG00000013590
cricetulus_griseus_crigri-picr ENSCGRG00015025982
cricetulus_griseus_crigri_1.0 ENSCGRG00000011165
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014952
mesocricetus_auratus ENSMAUG00000014150
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003573
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032256
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031138
mus_spicilegus ENSMSIG00000032051
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021603
rattus_norvegicus ENSRNOG00000020229
meriones_unguiculatus ENSMUGG00000013371
nannospalax_galili ENSNGAG00000015803
jaculus_jaculus ENSJJAG00000014551
castor_canadensis ENSCCNG00000004715
castor_canadensis ENSCCNG00000026838
propithecus_coquereli ENSPCOG00000014798
prolemur_simus ENSPSMG00000001606
microcebus_murinus ENSMICG00000038004
otolemur_garnettii ENSOGAG00000008261
colobus_angolensis_palliatus ENSCANG00000022238
piliocolobus_tephrosceles ENSPTEG00000028909
rhinopithecus_bieti ENSRBIG00000038778
rhinopithecus_roxellana ENSRROG00000038822
macaca_fascicularis ENSMFAG00000031509
macaca_nemestrina ENSMNEG00000042042
macaca_mulatta ENSMMUG00000023294
cercocebus_atys ENSCATG00000036483
theropithecus_gelada ENSTGEG00000015311
papio_anubis ENSPANG00000004386
mandrillus_leucophaeus ENSMLEG00000042234
chlorocebus_sabaeus ENSCSAG00000005233
pan_paniscus ENSPPAG00000037113
pan_troglodytes ENSPTRG00000010726
gorilla_gorilla ENSGGOG00000007011
homo_sapiens ENSG00000051128
homo_sapiens ENSG00000268193
nomascus_leucogenys ENSNLEG00000006154
cebus_capucinus_imitator ENSCCAG00000024819
saimiri_boliviensis_boliviensis ENSSBOG00000030722
aotus_nancymaae ENSANAG00000033834
aotus_nancymaae ENSANAG00000020793
callithrix_jacchus ENSCJAG00000019706
ursus_americanus ENSUAMG00000007087
ursus_maritimus ENSUMAG00000006477
