poecilia_latipinna ENSPLAG00000013288
poecilia_formosa ENSPFOG00000002668
poecilia_reticulata ENSPREG00000009527
gambusia_affinis ENSGAFG00000018471
amphilophus_citrinellus ENSACIG00000006946
oreochromis_niloticus ENSONIG00000012503
neolamprologus_brichardi ENSNBRG00000021138
amphilophus_citrinellus ENSACIG00000004206
amphilophus_citrinellus ENSACIG00000006432
amphilophus_citrinellus ENSACIG00000004227
neolamprologus_brichardi ENSNBRG00000009070
oryzias_latipes_asm223467v1 ENSORLG00000000575
oryzias_latipes_asm223471v1 ENSORLG00020015752
oryzias_latipes_asm223471v1 ENSORLG00020021332
acanthochromis_polyacanthus ENSAPOG00000021249
seriola_dumerili ENSSDUG00000009522
periophthalmus_magnuspinnatus ENSPMGG00000002641
gadus_morhua ENSGMOG00000013560
oryzias_melastigma ENSOMEG00000012681
poecilia_formosa ENSPFOG00000006741
fundulus_heteroclitus ENSFHEG00000005449
oryzias_latipes_asm223469v1 ENSORLG00015016554
oryzias_latipes_asm223467v1 ENSORLG00000027819
kryptolebias_marmoratus ENSKMAG00000008324
astatotilapia_calliptera ENSACLG00000008521
mastacembelus_armatus ENSMAMG00000017114
takifugu_rubripes ENSTRUG00000024517
scophthalmus_maximus ENSSMAG00000004413
cynoglossus_semilaevis ENSCSEG00000001090
seriola_dumerili ENSSDUG00000017773
xiphophorus_maculatus ENSXMAG00000016409
xiphophorus_couchianus ENSXCOG00000000048
gambusia_affinis ENSGAFG00000000930
oryzias_latipes_asm223467v1 ENSORLG00000026909
esox_lucius ENSELUG00000011978
pygocentrus_nattereri ENSPNAG00000000375
kryptolebias_marmoratus ENSKMAG00000009991
ailuropoda_melanoleuca ENSAMEG00000013450
ursus_maritimus ENSUMAG00000003145
mustela_putorius_furo ENSMPUG00000016754
neovison_vison ENSNVIG00000024602
canis_lupus_familiaris ENSCAFG00000014011
canis_lupus_dingo ENSCAFG00020003201
vulpes_vulpes ENSVVUG00000010676
felis_catus ENSFCAG00000026970
panthera_pardus ENSPPRG00000012515
myotis_lucifugus ENSMLUG00000029332
equus_caballus ENSECAG00000004670
equus_asinus_asinus ENSEASG00005016000
capra_hircus ENSCHIG00000014236
ovis_aries ENSOARG00000003251
capra_hircus ENSCHIG00000023668
ovis_aries ENSOARG00000003690
bos_taurus ENSBTAG00000052511
bos_mutus ENSBMUG00000000056
bos_mutus ENSBMUG00000021366
bos_taurus ENSBTAG00000052355
bison_bison_bison ENSBBBG00000014135
bos_taurus ENSBTAG00000024318
bos_mutus ENSBMUG00000020533
bos_mutus ENSBMUG00000020625
ovis_aries ENSOARG00000003403
capra_hircus ENSCHIG00000018915
capra_hircus ENSCHIG00000013916
ovis_aries ENSOARG00000003829
capra_hircus ENSCHIG00000012411
bos_taurus ENSBTAG00000051330
bos_mutus ENSBMUG00000010668
bos_taurus ENSBTAG00000050603
ovis_aries ENSOARG00000003494
capra_hircus ENSCHIG00000013886
ovis_aries ENSOARG00000001928
capra_hircus ENSCHIG00000012612
ovis_aries ENSOARG00000001459
ovis_aries ENSOARG00000004066
ovis_aries ENSOARG00000002268
ovis_aries ENSOARG00000002080
ovis_aries ENSOARG00000020123
bos_taurus ENSBTAG00000050749
bison_bison_bison ENSBBBG00000005534
bos_taurus ENSBTAG00000039256
bison_bison_bison ENSBBBG00000015433
capra_hircus ENSCHIG00000008296
capra_hircus ENSCHIG00000012940
capra_hircus ENSCHIG00000025997
capra_hircus ENSCHIG00000012690
capra_hircus ENSCHIG00000015796
capra_hircus ENSCHIG00000011119
capra_hircus ENSCHIG00000015136
capra_hircus ENSCHIG00000021895
bos_taurus ENSBTAG00000053486
bison_bison_bison ENSBBBG00000001299
bos_taurus ENSBTAG00000049861
capra_hircus ENSCHIG00000013145
ovis_aries ENSOARG00000003092
capra_hircus ENSCHIG00000013285
bison_bison_bison ENSBBBG00000001433
bos_mutus ENSBMUG00000014927
capra_hircus ENSCHIG00000012795
bos_taurus ENSBTAG00000054245
ovis_aries ENSOARG00000000497
ovis_aries ENSOARG00000002306
bos_taurus ENSBTAG00000048875
ovis_aries ENSOARG00000002859
ovis_aries ENSOARG00000000608
ovis_aries ENSOARG00000001959
ovis_aries ENSOARG00000001186
ovis_aries ENSOARG00000020114
otolemur_garnettii ENSOGAG00000028448
sus_scrofa ENSSSCG00000039162
sus_scrofa ENSSSCG00000035171
sus_scrofa ENSSSCG00000031085
sus_scrofa ENSSSCG00000031150
sus_scrofa ENSSSCG00000039217
sus_scrofa ENSSSCG00000038667
sus_scrofa ENSSSCG00000038392
sus_scrofa ENSSSCG00000034914
urocitellus_parryii ENSUPAG00010009427
urocitellus_parryii ENSUPAG00010009416
marmota_marmota_marmota ENSMMMG00000010675
ovis_aries ENSOARG00000002514
castor_canadensis ENSCCNG00000022460
fukomys_damarensis ENSFDAG00000005765
urocitellus_parryii ENSUPAG00010011164
spermophilus_dauricus ENSSDAG00000018162
marmota_marmota_marmota ENSMMMG00000016218
urocitellus_parryii ENSUPAG00010009458
urocitellus_parryii ENSUPAG00010003682
urocitellus_parryii ENSUPAG00010014499
spermophilus_dauricus ENSSDAG00000018290
marmota_marmota_marmota ENSMMMG00000012230
marmota_marmota_marmota ENSMMMG00000010702
spermophilus_dauricus ENSSDAG00000011256
urocitellus_parryii ENSUPAG00010001626
spermophilus_dauricus ENSSDAG00000018255
spermophilus_dauricus ENSSDAG00000011180
urocitellus_parryii ENSUPAG00010001751
marmota_marmota_marmota ENSMMMG00000012083
oryctolagus_cuniculus ENSOCUG00000027440
prolemur_simus ENSPSMG00000016012
otolemur_garnettii ENSOGAG00000031055
dasypus_novemcinctus ENSDNOG00000041601
dasypus_novemcinctus ENSDNOG00000033305
dasypus_novemcinctus ENSDNOG00000035883
dasypus_novemcinctus ENSDNOG00000041933
dasypus_novemcinctus ENSDNOG00000036082
dasypus_novemcinctus ENSDNOG00000049762
dasypus_novemcinctus ENSDNOG00000045941
dasypus_novemcinctus ENSDNOG00000046010
dasypus_novemcinctus ENSDNOG00000035325
loxodonta_africana ENSLAFG00000032210
phascolarctos_cinereus ENSPCIG00000012420
