myotis_lucifugus ENSMLUG00000016234
sorex_araneus ENSSARG00000014346
pteropus_vampyrus ENSPVAG00000009475
pteropus_vampyrus ENSPVAG00000011060
equus_caballus ENSECAG00000012561
equus_asinus_asinus ENSEASG00005021734
bos_mutus ENSBMUG00000003192
bos_taurus ENSBTAG00000054859
bos_taurus ENSBTAG00000008066
bison_bison_bison ENSBBBG00000012836
bos_mutus ENSBMUG00000003214
bos_taurus ENSBTAG00000050005
ovis_aries ENSOARG00000019447
capra_hircus ENSCHIG00000015319
sus_scrofa ENSSSCG00000035583
vicugna_pacos ENSVPAG00000008241
ursus_maritimus ENSUMAG00000019454
ursus_americanus ENSUAMG00000002982
ursus_maritimus ENSUMAG00000019441
ursus_maritimus ENSUMAG00000019449
ursus_americanus ENSUAMG00000002972
ailuropoda_melanoleuca ENSAMEG00000018836
mustela_putorius_furo ENSMPUG00000019968
canis_lupus_dingo ENSCAFG00020009319
canis_lupus_familiaris ENSCAFG00000000785
vulpes_vulpes ENSVVUG00000024907
castor_canadensis ENSCCNG00000025454
dipodomys_ordii ENSDORG00000023983
cricetulus_griseus_crigri-picr ENSCGRG00015022262
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009914
peromyscus_maniculatus_bairdii ENSPEMG00000007913
mus_spicilegus ENSMSIG00000019190
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052496
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021028
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020131
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020136
rattus_norvegicus ENSRNOG00000029591
jaculus_jaculus ENSJJAG00000021330
chinchilla_lanigera ENSCLAG00000017056
octodon_degus ENSODEG00000015429
cavia_aperea ENSCAPG00000014780
cavia_porcellus ENSCPOG00000022266
fukomys_damarensis ENSFDAG00000009755
urocitellus_parryii ENSUPAG00010001142
spermophilus_dauricus ENSSDAG00000010507
ictidomys_tridecemlineatus ENSSTOG00000023361
marmota_marmota_marmota ENSMMMG00000022862
oryctolagus_cuniculus ENSOCUG00000009356
ochotona_princeps ENSOPRG00000006063
tupaia_belangeri ENSTBEG00000017611
propithecus_coquereli ENSPCOG00000018349
prolemur_simus ENSPSMG00000012171
microcebus_murinus ENSMICG00000000989
otolemur_garnettii ENSOGAG00000027624
pan_troglodytes ENSPTRG00000014506
pan_paniscus ENSPPAG00000016073
homo_sapiens ENSG00000130943
gorilla_gorilla ENSGGOG00000026207
nomascus_leucogenys ENSNLEG00000015758
theropithecus_gelada ENSTGEG00000003772
papio_anubis ENSPANG00000004311
macaca_fascicularis ENSMFAG00000033036
chlorocebus_sabaeus ENSCSAG00000019287
colobus_angolensis_palliatus ENSCANG00000033595
piliocolobus_tephrosceles ENSPTEG00000033740
saimiri_boliviensis_boliviensis ENSSBOG00000033787
callithrix_jacchus ENSCJAG00000040524
loxodonta_africana ENSLAFG00000028079
echinops_telfairi ENSETEG00000001940
dasypus_novemcinctus ENSDNOG00000046095
erinaceus_europaeus ENSEEUG00000008510
erinaceus_europaeus ENSEEUG00000013561
phascolarctos_cinereus ENSPCIG00000023627
notamacropus_eugenii ENSMEUG00000015977
sarcophilus_harrisii ENSSHAG00000004379
monodelphis_domestica ENSMODG00000007333
monodelphis_domestica ENSMODG00000024114
ornithorhynchus_anatinus ENSOANG00000006275
gopherus_agassizii ENSGAGG00000015244
chelonoidis_abingdonii ENSCABG00000021236
chrysemys_picta_bellii ENSCPBG00000024275
pelodiscus_sinensis ENSPSIG00000018255
crocodylus_porosus ENSCPRG00005001698
calidris_pygmaea ENSCPGG00000012085
calidris_pugnax ENSCPUG00000001323
parus_major ENSPMJG00000010334
taeniopygia_guttata ENSTGUG00000011783
manacus_vitellinus ENSMVIG00005009185
melopsittacus_undulatus ENSMUNG00000015565
gallus_gallus ENSGALG00000051852
gallus_gallus ENSGALG00000050747
coturnix_japonica ENSCJPG00005016188
meleagris_gallopavo ENSMGAG00000013839
numida_meleagris ENSNMEG00000015513
apteryx_owenii ENSAOWG00000014103
apteryx_haastii ENSAHAG00000019410
apteryx_rowi ENSARWG00000011072
dromaius_novaehollandiae ENSDNVG00000001605
anas_platyrhynchos_platyrhynchos ENSAPLG00000019727
anser_brachyrhynchus ENSABRG00000006784
nothoprocta_perdicaria ENSNPEG00000004191
ficedula_albicollis ENSFALG00000015115
ficedula_albicollis ENSFALG00000015127
zonotrichia_albicollis ENSZALG00000014954
junco_hyemalis ENSJHYG00000008679
serinus_canaria ENSSCAG00000003014
lonchura_striata_domestica ENSLSDG00000006134
cyanistes_caeruleus ENSCCEG00000005126
lepidothrix_coronata ENSLCOG00000010425
nothoprocta_perdicaria ENSNPEG00000005469
nothoprocta_perdicaria ENSNPEG00000001645
pogona_vitticeps ENSPVIG00000018182
notechis_scutatus ENSNSUG00000006409
salvator_merianae ENSSMRG00000008221
pogona_vitticeps ENSPVIG00000018183
notechis_scutatus ENSNSUG00000006410
pogona_vitticeps ENSPVIG00000018181
notechis_scutatus ENSNSUG00000006406
salvator_merianae ENSSMRG00000008226
anolis_carolinensis ENSACAG00000015303
latimeria_chalumnae ENSLACG00000010618
lepisosteus_oculatus ENSLOCG00000016654
oryctolagus_cuniculus ENSOCUG00000025916
petromyzon_marinus ENSPMAG00000000627
