chelonoidis_abingdonii ENSCABG00000007043
gopherus_agassizii ENSGAGG00000010585
chrysemys_picta_bellii ENSCPBG00000025538
pelodiscus_sinensis ENSPSIG00000012575
sphenodon_punctatus ENSSPUG00000013176
pogona_vitticeps ENSPVIG00000007356
anolis_carolinensis ENSACAG00000010272
notechis_scutatus ENSNSUG00000013800
salvator_merianae ENSSMRG00000021563
lepidothrix_coronata ENSLCOG00000004749
manacus_vitellinus ENSMVIG00005009805
zonotrichia_albicollis ENSZALG00000000103
serinus_canaria ENSSCAG00000010493
junco_hyemalis ENSJHYG00000014198
cyanistes_caeruleus ENSCCEG00000012902
cyanistes_caeruleus ENSCCEG00000007115
taeniopygia_guttata ENSTGUG00000009599
serinus_canaria ENSSCAG00000010498
lonchura_striata_domestica ENSLSDG00000011036
ficedula_albicollis ENSFALG00000010146
melopsittacus_undulatus ENSMUNG00000005163
nothoprocta_perdicaria ENSNPEG00000008744
nothoprocta_perdicaria ENSNPEG00000008745
apteryx_owenii ENSAOWG00000006273
apteryx_haastii ENSAHAG00000019487
apteryx_rowi ENSARWG00000013181
dromaius_novaehollandiae ENSDNVG00000003182
anser_brachyrhynchus ENSABRG00000008307
anas_platyrhynchos_platyrhynchos ENSAPLG00000003181
calidris_pugnax ENSCPUG00000006650
calidris_pugnax ENSCPUG00000006647
calidris_pygmaea ENSCPGG00000019177
gallus_gallus ENSGALG00000007981
meleagris_gallopavo ENSMGAG00000010054
coturnix_japonica ENSCJPG00005020996
numida_meleagris ENSNMEG00000000450
loxodonta_africana ENSLAFG00000029055
procavia_capensis ENSPCAG00000003532
echinops_telfairi ENSETEG00000011570
pteropus_vampyrus ENSPVAG00000004514
myotis_lucifugus ENSMLUG00000008964
equus_asinus_asinus ENSEASG00005006256
equus_caballus ENSECAG00000016991
canis_lupus_dingo ENSCAFG00020008011
canis_lupus_familiaris ENSCAFG00000017473
vulpes_vulpes ENSVVUG00000014717
neovison_vison ENSNVIG00000015741
mustela_putorius_furo ENSMPUG00000000267
panthera_pardus ENSPPRG00000011593
panthera_tigris_altaica ENSPTIG00000019082
felis_catus ENSFCAG00000025647
tursiops_truncatus ENSTTRG00000016026
sus_scrofa ENSSSCG00000004957
capra_hircus ENSCHIG00000024128
ovis_aries ENSOARG00000018417
bos_mutus ENSBMUG00000006571
bos_taurus ENSBTAG00000005565
bison_bison_bison ENSBBBG00000001505
dasypus_novemcinctus ENSDNOG00000039415
ursus_americanus ENSUAMG00000015413
ursus_maritimus ENSUMAG00000011962
ailuropoda_melanoleuca ENSAMEG00000014058
vicugna_pacos ENSVPAG00000007411
tupaia_belangeri ENSTBEG00000015859
choloepus_hoffmanni ENSCHOG00000012002
castor_canadensis ENSCCNG00000004246
dipodomys_ordii ENSDORG00000002678
urocitellus_parryii ENSUPAG00010017740
marmota_marmota_marmota ENSMMMG00000005687
ictidomys_tridecemlineatus ENSSTOG00000015540
spermophilus_dauricus ENSSDAG00000015745
cavia_porcellus ENSCPOG00000007282
cavia_aperea ENSCAPG00000015030
chinchilla_lanigera ENSCLAG00000007035
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017958
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013070
fukomys_damarensis ENSFDAG00000017155
octodon_degus ENSODEG00000015888
mus_spicilegus ENSMSIG00000001974
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033465
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032245
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032327
rattus_norvegicus ENSRNOG00000007164
meriones_unguiculatus ENSMUGG00000006075
cricetulus_griseus_crigri-picr ENSCGRG00015021201
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016348
cricetulus_griseus_crigri_1.0 ENSCGRG00000003488
mesocricetus_auratus ENSMAUG00000009546
microtus_ochrogaster ENSMOCG00000021992
peromyscus_maniculatus_bairdii ENSPEMG00000030484
nannospalax_galili ENSNGAG00000023832
oryctolagus_cuniculus ENSOCUG00000017533
ochotona_princeps ENSOPRG00000002040
propithecus_coquereli ENSPCOG00000026911
microcebus_murinus ENSMICG00000016990
prolemur_simus ENSPSMG00000002045
otolemur_garnettii ENSOGAG00000014142
homo_sapiens ENSG00000128973
gorilla_gorilla ENSGGOG00000007840
pongo_abelii ENSPPYG00000006591
pan_paniscus ENSPPAG00000030498
pan_troglodytes ENSPTRG00000007212
nomascus_leucogenys ENSNLEG00000013178
rhinopithecus_roxellana ENSRROG00000033033
rhinopithecus_bieti ENSRBIG00000028123
colobus_angolensis_palliatus ENSCANG00000042765
piliocolobus_tephrosceles ENSPTEG00000032138
theropithecus_gelada ENSTGEG00000025658
macaca_fascicularis ENSMFAG00000042975
cercocebus_atys ENSCATG00000003907
macaca_nemestrina ENSMNEG00000034743
papio_anubis ENSPANG00000016585
macaca_mulatta ENSMMUG00000011703
mandrillus_leucophaeus ENSMLEG00000031755
chlorocebus_sabaeus ENSCSAG00000013477
cebus_capucinus_imitator ENSCCAG00000033490
saimiri_boliviensis_boliviensis ENSSBOG00000035779
callithrix_jacchus ENSCJAG00000002250
aotus_nancymaae ENSANAG00000031462
jaculus_jaculus ENSJJAG00000024405
carlito_syrichta ENSTSYG00000025814
phascolarctos_cinereus ENSPCIG00000023237
notamacropus_eugenii ENSMEUG00000013862
sarcophilus_harrisii ENSSHAG00000003272
monodelphis_domestica ENSMODG00000009425
ornithorhynchus_anatinus ENSOANG00000013545
ornithorhynchus_anatinus ENSOANG00000029510
crocodylus_porosus ENSCPRG00005000877
latimeria_chalumnae ENSLACG00000015987
xenopus_tropicalis ENSXETG00000029932
labrus_bergylta ENSLBEG00000003664
mola_mola ENSMMOG00000018429
mastacembelus_armatus ENSMAMG00000014487
anabas_testudineus ENSATEG00000012236
maylandia_zebra ENSMZEG00005001296
pundamilia_nyererei ENSPNYG00000023044
astatotilapia_calliptera ENSACLG00000022955
haplochromis_burtoni ENSHBUG00000006344
neolamprologus_brichardi ENSNBRG00000004653
oreochromis_niloticus ENSONIG00000010594
seriola_dumerili ENSSDUG00000021511
seriola_lalandi_dorsalis ENSSLDG00000000101
scophthalmus_maximus ENSSMAG00000018159
periophthalmus_magnuspinnatus ENSPMGG00000005451
esox_lucius ENSELUG00000002792
pygocentrus_nattereri ENSPNAG00000008272
astyanax_mexicanus ENSAMXG00000000809
danio_rerio ENSDARG00000090002
fundulus_heteroclitus ENSFHEG00000015820
cyprinodon_variegatus ENSCVAG00000020943
xiphophorus_maculatus ENSXMAG00000000510
xiphophorus_couchianus ENSXCOG00000018214
gambusia_affinis ENSGAFG00000003886
poecilia_formosa ENSPFOG00000014632
poecilia_mexicana ENSPMEG00000001343
poecilia_latipinna ENSPLAG00000013840
poecilia_reticulata ENSPREG00000006624
kryptolebias_marmoratus ENSKMAG00000001207
oryzias_latipes_asm223469v1 ENSORLG00015022453
oryzias_latipes_asm223471v1 ENSORLG00020022359
oryzias_latipes_asm223467v1 ENSORLG00000001720
oryzias_melastigma ENSOMEG00000007694
amphiprion_ocellaris ENSAOCG00000007239
amphiprion_percula ENSAPEG00000003522
acanthochromis_polyacanthus ENSAPOG00000023222
takifugu_rubripes ENSTRUG00000016705
tetraodon_nigroviridis ENSTNIG00000009564
mola_mola ENSMMOG00000001748
periophthalmus_magnuspinnatus ENSPMGG00000002074
maylandia_zebra ENSMZEG00005013431
periophthalmus_magnuspinnatus ENSPMGG00000018958
seriola_dumerili ENSSDUG00000000170
seriola_lalandi_dorsalis ENSSLDG00000025599
cynoglossus_semilaevis ENSCSEG00000010404
mastacembelus_armatus ENSMAMG00000013333
astatotilapia_calliptera ENSACLG00000014136
pundamilia_nyererei ENSPNYG00000011367
maylandia_zebra ENSMZEG00005013424
haplochromis_burtoni ENSHBUG00000014964
oreochromis_niloticus ENSONIG00000005697
neolamprologus_brichardi ENSNBRG00000020818
amphilophus_citrinellus ENSACIG00000017522
stegastes_partitus ENSSPAG00000008455
labrus_bergylta ENSLBEG00000018521
scophthalmus_maximus ENSSMAG00000010669
gasterosteus_aculeatus ENSGACG00000016961
monopterus_albus ENSMALG00000013710
anabas_testudineus ENSATEG00000019520
hippocampus_comes ENSHCOG00000017871
gadus_morhua ENSGMOG00000008452
esox_lucius ENSELUG00000022589
pygocentrus_nattereri ENSPNAG00000002598
astyanax_mexicanus ENSAMXG00000043076
ictalurus_punctatus ENSIPUG00000015007
danio_rerio ENSDARG00000077584
scleropages_formosus ENSSFOG00015022875
lepisosteus_oculatus ENSLOCG00000013946
