poecilia_formosa ENSPFOG00000024620
poecilia_mexicana ENSPMEG00000020375
poecilia_latipinna ENSPLAG00000007127
xiphophorus_maculatus ENSXMAG00000016991
fundulus_heteroclitus ENSFHEG00000016021
cyprinodon_variegatus ENSCVAG00000020644
cyprinodon_variegatus ENSCVAG00000020654
xiphophorus_maculatus ENSXMAG00000024453
oryzias_latipes_asm223471v1 ENSORLG00020017179
oryzias_latipes_asm223467v1 ENSORLG00000005485
oryzias_melastigma ENSOMEG00000022642
amphiprion_percula ENSAPEG00000018800
amphiprion_ocellaris ENSAOCG00000004524
acanthochromis_polyacanthus ENSAPOG00000021727
stegastes_partitus ENSSPAG00000013674
mastacembelus_armatus ENSMAMG00000014097
gasterosteus_aculeatus ENSGACG00000007007
takifugu_rubripes ENSTRUG00000022626
periophthalmus_magnuspinnatus ENSPMGG00000019174
gadus_morhua ENSGMOG00000001216
