poecilia_formosa ENSPFOG00000011874
poecilia_mexicana ENSPMEG00000002246
poecilia_latipinna ENSPLAG00000003930
poecilia_reticulata ENSPREG00000011757
xiphophorus_maculatus ENSXMAG00000005268
xiphophorus_couchianus ENSXCOG00000001588
gambusia_affinis ENSGAFG00000012850
fundulus_heteroclitus ENSFHEG00000008987
cyprinodon_variegatus ENSCVAG00000000664
kryptolebias_marmoratus ENSKMAG00000016192
oryzias_latipes_asm223471v1 ENSORLG00020009622
oryzias_latipes_asm223469v1 ENSORLG00015006057
oryzias_latipes_asm223467v1 ENSORLG00000004150
oryzias_melastigma ENSOMEG00000001150
tetraodon_nigroviridis ENSTNIG00000004490
takifugu_rubripes ENSTRUG00000017413
takifugu_rubripes ENSTRUG00000020080
takifugu_rubripes ENSTRUG00000020072
mola_mola ENSMMOG00000005651
hippocampus_comes ENSHCOG00000014296
cynoglossus_semilaevis ENSCSEG00000007092
labrus_bergylta ENSLBEG00000008920
gasterosteus_aculeatus ENSGACG00000000976
amphiprion_percula ENSAPEG00000012086
amphiprion_ocellaris ENSAOCG00000021875
acanthochromis_polyacanthus ENSAPOG00000020662
stegastes_partitus ENSSPAG00000011071
astatotilapia_calliptera ENSACLG00000004437
maylandia_zebra ENSMZEG00005015485
pundamilia_nyererei ENSPNYG00000021133
haplochromis_burtoni ENSHBUG00000012871
oreochromis_niloticus ENSONIG00000011249
neolamprologus_brichardi ENSNBRG00000017236
amphilophus_citrinellus ENSACIG00000014672
mastacembelus_armatus ENSMAMG00000021667
monopterus_albus ENSMALG00000009713
anabas_testudineus ENSATEG00000020175
seriola_dumerili ENSSDUG00000002408
seriola_lalandi_dorsalis ENSSLDG00000006785
scophthalmus_maximus ENSSMAG00000004062
periophthalmus_magnuspinnatus ENSPMGG00000021944
gadus_morhua ENSGMOG00000005106
esox_lucius ENSELUG00000001548
astyanax_mexicanus ENSAMXG00000007072
pygocentrus_nattereri ENSPNAG00000007926
ictalurus_punctatus ENSIPUG00000018413
danio_rerio ENSDARG00000023495
scleropages_formosus ENSSFOG00015003181
scleropages_formosus ENSSFOG00015018344
paramormyrops_kingsleyae ENSPKIG00000018861
lepisosteus_oculatus ENSLOCG00000003135
pogona_vitticeps ENSPVIG00000004512
anolis_carolinensis ENSACAG00000028763
notechis_scutatus ENSNSUG00000007198
salvator_merianae ENSSMRG00000020927
sphenodon_punctatus ENSSPUG00000009998
apteryx_owenii ENSAOWG00000012730
apteryx_rowi ENSARWG00000008540
apteryx_haastii ENSAHAG00000009843
dromaius_novaehollandiae ENSDNVG00000001479
nothoprocta_perdicaria ENSNPEG00000015642
calidris_pygmaea ENSCPGG00000008318
calidris_pugnax ENSCPUG00000013743
melopsittacus_undulatus ENSMUNG00000004271
lonchura_striata_domestica ENSLSDG00000007094
taeniopygia_guttata ENSTGUG00000001371
serinus_canaria ENSSCAG00000010949
zonotrichia_albicollis ENSZALG00000015792
cyanistes_caeruleus ENSCCEG00000014487
parus_major ENSPMJG00000004941
ficedula_albicollis ENSFALG00000007339
lepidothrix_coronata ENSLCOG00000014391
manacus_vitellinus ENSMVIG00005019764
anser_brachyrhynchus ENSABRG00000014926
anas_platyrhynchos_platyrhynchos ENSAPLG00000013715
numida_meleagris ENSNMEG00000009887
coturnix_japonica ENSCJPG00005003620
gallus_gallus ENSGALG00000001801
crocodylus_porosus ENSCPRG00005015270
gopherus_agassizii ENSGAGG00000008967
chelonoidis_abingdonii ENSCABG00000013774
chrysemys_picta_bellii ENSCPBG00000007897
pelodiscus_sinensis ENSPSIG00000009581
phascolarctos_cinereus ENSPCIG00000002769
notamacropus_eugenii ENSMEUG00000000594
monodelphis_domestica ENSMODG00000004236
sarcophilus_harrisii ENSSHAG00000002400
dasypus_novemcinctus ENSDNOG00000038538
choloepus_hoffmanni ENSCHOG00000003699
procavia_capensis ENSPCAG00000015338
echinops_telfairi ENSETEG00000009442
loxodonta_africana ENSLAFG00000012358
capra_hircus ENSCHIG00000009508
ovis_aries ENSOARG00000014545
bos_taurus ENSBTAG00000019568
bos_mutus ENSBMUG00000022064
bison_bison_bison ENSBBBG00000017924
