xiphophorus_maculatus ENSXMAG00000018884
gambusia_affinis ENSGAFG00000000663
poecilia_formosa ENSPFOG00000008762
poecilia_mexicana ENSPMEG00000001126
poecilia_reticulata ENSPREG00000012374
cyprinodon_variegatus ENSCVAG00000012547
kryptolebias_marmoratus ENSKMAG00000013825
oryzias_latipes_asm223467v1 ENSORLG00000018910
oryzias_latipes_asm223469v1 ENSORLG00015011994
oryzias_melastigma ENSOMEG00000020832
maylandia_zebra ENSMZEG00005004410
astatotilapia_calliptera ENSACLG00000015268
pundamilia_nyererei ENSPNYG00000017617
haplochromis_burtoni ENSHBUG00000016654
neolamprologus_brichardi ENSNBRG00000019505
oreochromis_niloticus ENSONIG00000009278
amphilophus_citrinellus ENSACIG00000019996
amphiprion_ocellaris ENSAOCG00000007131
amphiprion_percula ENSAPEG00000008155
acanthochromis_polyacanthus ENSAPOG00000020739
stegastes_partitus ENSSPAG00000019162
seriola_dumerili ENSSDUG00000016078
seriola_lalandi_dorsalis ENSSLDG00000021466
cynoglossus_semilaevis ENSCSEG00000007930
takifugu_rubripes ENSTRUG00000000338
tetraodon_nigroviridis ENSTNIG00000006492
mola_mola ENSMMOG00000012724
gasterosteus_aculeatus ENSGACG00000014751
labrus_bergylta ENSLBEG00000025648
mastacembelus_armatus ENSMAMG00000010965
monopterus_albus ENSMALG00000001116
anabas_testudineus ENSATEG00000014991
hippocampus_comes ENSHCOG00000002359
gadus_morhua ENSGMOG00000011563
esox_lucius ENSELUG00000000584
pygocentrus_nattereri ENSPNAG00000005415
astyanax_mexicanus ENSAMXG00000007984
ictalurus_punctatus ENSIPUG00000012585
danio_rerio ENSDARG00000102591
scleropages_formosus ENSSFOG00015020076
gambusia_affinis ENSGAFG00000016252
poecilia_reticulata ENSPREG00000004532
mola_mola ENSMMOG00000021491
seriola_lalandi_dorsalis ENSSLDG00000023695
seriola_lalandi_dorsalis ENSSLDG00000023674
seriola_dumerili ENSSDUG00000021716
mastacembelus_armatus ENSMAMG00000008058
takifugu_rubripes ENSTRUG00000007217
tetraodon_nigroviridis ENSTNIG00000007025
mola_mola ENSMMOG00000014164
monopterus_albus ENSMALG00000015229
scophthalmus_maximus ENSSMAG00000016447
poecilia_mexicana ENSPMEG00000021973
poecilia_reticulata ENSPREG00000014403
xiphophorus_couchianus ENSXCOG00000005368
gambusia_affinis ENSGAFG00000018513
kryptolebias_marmoratus ENSKMAG00000005997
oryzias_latipes_asm223469v1 ENSORLG00015014386
oryzias_melastigma ENSOMEG00000004557
amphiprion_percula ENSAPEG00000019906
amphiprion_ocellaris ENSAOCG00000015153
acanthochromis_polyacanthus ENSAPOG00000001502
stegastes_partitus ENSSPAG00000022075
oreochromis_niloticus ENSONIG00000019925
pundamilia_nyererei ENSPNYG00000002108
amphilophus_citrinellus ENSACIG00000015046
gasterosteus_aculeatus ENSGACG00000019895
hippocampus_comes ENSHCOG00000003042
astyanax_mexicanus ENSAMXG00000035360
lepisosteus_oculatus ENSLOCG00000003109
