apteryx_owenii ENSAOWG00000003690
apteryx_rowi ENSARWG00000001168
apteryx_haastii ENSAHAG00000013624
dromaius_novaehollandiae ENSDNVG00000011275
nothoprocta_perdicaria ENSNPEG00000000655
meleagris_gallopavo ENSMGAG00000004614
coturnix_japonica ENSCJPG00005004259
gallus_gallus ENSGALG00000055058
numida_meleagris ENSNMEG00000001689
anser_brachyrhynchus ENSABRG00000013722
anas_platyrhynchos_platyrhynchos ENSAPLG00000027360
taeniopygia_guttata ENSTGUG00000002158
taeniopygia_guttata ENSTGUG00000016707
lonchura_striata_domestica ENSLSDG00000003676
serinus_canaria ENSSCAG00000009660
junco_hyemalis ENSJHYG00000000749
zonotrichia_albicollis ENSZALG00000012279
ficedula_albicollis ENSFALG00000001886
cyanistes_caeruleus ENSCCEG00000001803
parus_major ENSPMJG00000001340
lepidothrix_coronata ENSLCOG00000009849
manacus_vitellinus ENSMVIG00005008499
melopsittacus_undulatus ENSMUNG00000015040
calidris_pygmaea ENSCPGG00000001331
calidris_pugnax ENSCPUG00000013523
crocodylus_porosus ENSCPRG00005000883
gopherus_agassizii ENSGAGG00000010610
chelonoidis_abingdonii ENSCABG00000019606
chrysemys_picta_bellii ENSCPBG00000027828
pelodiscus_sinensis ENSPSIG00000015147
anolis_carolinensis ENSACAG00000016942
pogona_vitticeps ENSPVIG00000022107
notechis_scutatus ENSNSUG00000003240
salvator_merianae ENSSMRG00000007011
mus_spicilegus ENSMSIG00000017006
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024076
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045319
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023158
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019218
rattus_norvegicus ENSRNOG00000045553
meriones_unguiculatus ENSMUGG00000019340
peromyscus_maniculatus_bairdii ENSPEMG00000031395
microtus_ochrogaster ENSMOCG00000001791
cricetulus_griseus_crigri-picr ENSCGRG00015020034
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024939
cricetulus_griseus_crigri_1.0 ENSCGRG00000018254
mesocricetus_auratus ENSMAUG00000013393
