eptatretus_burgeri ENSEBUG00000011781
petromyzon_marinus ENSPMAG00000004034
seriola_dumerili ENSSDUG00000002032
seriola_lalandi_dorsalis ENSSLDG00000015773
scophthalmus_maximus ENSSMAG00000017843
monopterus_albus ENSMALG00000002814
mastacembelus_armatus ENSMAMG00000013099
anabas_testudineus ENSATEG00000000187
takifugu_rubripes ENSTRUG00000021373
tetraodon_nigroviridis ENSTNIG00000018351
mola_mola ENSMMOG00000003534
gasterosteus_aculeatus ENSGACG00000012277
labrus_bergylta ENSLBEG00000006127
maylandia_zebra ENSMZEG00005022457
haplochromis_burtoni ENSHBUG00000004852
astatotilapia_calliptera ENSACLG00000017490
pundamilia_nyererei ENSPNYG00000006017
neolamprologus_brichardi ENSNBRG00000006085
oreochromis_niloticus ENSONIG00000006196
amphilophus_citrinellus ENSACIG00000011274
amphiprion_percula ENSAPEG00000002756
amphiprion_ocellaris ENSAOCG00000013674
acanthochromis_polyacanthus ENSAPOG00000024081
stegastes_partitus ENSSPAG00000003435
fundulus_heteroclitus ENSFHEG00000018435
cyprinodon_variegatus ENSCVAG00000001795
xiphophorus_couchianus ENSXCOG00000019599
xiphophorus_maculatus ENSXMAG00000006881
gambusia_affinis ENSGAFG00000015123
poecilia_formosa ENSPFOG00000016036
poecilia_latipinna ENSPLAG00000011156
poecilia_mexicana ENSPMEG00000011148
poecilia_reticulata ENSPREG00000016393
kryptolebias_marmoratus ENSKMAG00000003426
oryzias_latipes_asm223471v1 ENSORLG00020011083
oryzias_latipes_asm223467v1 ENSORLG00000009408
oryzias_latipes_asm223469v1 ENSORLG00015000477
oryzias_melastigma ENSOMEG00000005980
cynoglossus_semilaevis ENSCSEG00000001830
periophthalmus_magnuspinnatus ENSPMGG00000021473
hippocampus_comes ENSHCOG00000007155
gadus_morhua ENSGMOG00000008039
esox_lucius ENSELUG00000010662
pygocentrus_nattereri ENSPNAG00000004156
astyanax_mexicanus ENSAMXG00000001853
ictalurus_punctatus ENSIPUG00000003080
danio_rerio ENSDARG00000040300
paramormyrops_kingsleyae ENSPKIG00000000352
scleropages_formosus ENSSFOG00015011125
lepisosteus_oculatus ENSLOCG00000010313
latimeria_chalumnae ENSLACG00000015237
taeniopygia_guttata ENSTGUG00000001430
lonchura_striata_domestica ENSLSDG00000005039
serinus_canaria ENSSCAG00000012028
junco_hyemalis ENSJHYG00000016204
zonotrichia_albicollis ENSZALG00000015446
ficedula_albicollis ENSFALG00000007709
lepidothrix_coronata ENSLCOG00000010377
manacus_vitellinus ENSMVIG00005004378
melopsittacus_undulatus ENSMUNG00000004353
calidris_pugnax ENSCPUG00000010225
gallus_gallus ENSGALG00000009035
meleagris_gallopavo ENSMGAG00000008512
coturnix_japonica ENSCJPG00005005981
numida_meleagris ENSNMEG00000000239
anser_brachyrhynchus ENSABRG00000016020
anas_platyrhynchos_platyrhynchos ENSAPLG00000006290
apteryx_owenii ENSAOWG00000010922
apteryx_rowi ENSARWG00000011257
apteryx_haastii ENSAHAG00000008363
nothoprocta_perdicaria ENSNPEG00000012381
dromaius_novaehollandiae ENSDNVG00000005176
crocodylus_porosus ENSCPRG00005012462
gopherus_agassizii ENSGAGG00000021223
chelonoidis_abingdonii ENSCABG00000014792
pelodiscus_sinensis ENSPSIG00000014996
anolis_carolinensis ENSACAG00000015854
pogona_vitticeps ENSPVIG00000004725
notechis_scutatus ENSNSUG00000009772
salvator_merianae ENSSMRG00000013697
sphenodon_punctatus ENSSPUG00000014574
loxodonta_africana ENSLAFG00000009945
procavia_capensis ENSPCAG00000015928
echinops_telfairi ENSETEG00000010827
choloepus_hoffmanni ENSCHOG00000000392
dasypus_novemcinctus ENSDNOG00000041099
mus_spicilegus ENSMSIG00000015929
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040464
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027942
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026947
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021720
rattus_norvegicus ENSRNOG00000007098
meriones_unguiculatus ENSMUGG00000004148
peromyscus_maniculatus_bairdii ENSPEMG00000009263
microtus_ochrogaster ENSMOCG00000017168
cricetulus_griseus_crigri_1.0 ENSCGRG00000003724
cricetulus_griseus_crigri-picr ENSCGRG00015001788
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000101
mesocricetus_auratus ENSMAUG00000012555
nannospalax_galili ENSNGAG00000013941
jaculus_jaculus ENSJJAG00000020189
castor_canadensis ENSCCNG00000023696
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014579
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013616
fukomys_damarensis ENSFDAG00000011617
octodon_degus ENSODEG00000000522
chinchilla_lanigera ENSCLAG00000006695
cavia_aperea ENSCAPG00000005690
cavia_porcellus ENSCPOG00000003608
spermophilus_dauricus ENSSDAG00000005048
spermophilus_dauricus ENSSDAG00000015486
urocitellus_parryii ENSUPAG00010015972
ictidomys_tridecemlineatus ENSSTOG00000008220
urocitellus_parryii ENSUPAG00010011160
marmota_marmota_marmota ENSMMMG00000020487
oryctolagus_cuniculus ENSOCUG00000014847
ochotona_princeps ENSOPRG00000012366
pan_troglodytes ENSPTRG00000019384
pan_troglodytes ENSPTRG00000048897
pan_paniscus ENSPPAG00000027408
homo_sapiens ENSG00000105793
gorilla_gorilla ENSGGOG00000034985
pongo_abelii ENSPPYG00000017830
nomascus_leucogenys ENSNLEG00000015162
colobus_angolensis_palliatus ENSCANG00000034809
piliocolobus_tephrosceles ENSPTEG00000027566
rhinopithecus_roxellana ENSRROG00000045602
rhinopithecus_bieti ENSRBIG00000020878
macaca_fascicularis ENSMFAG00000020045
macaca_mulatta ENSMMUG00000023656
macaca_nemestrina ENSMNEG00000044506
chlorocebus_sabaeus ENSCSAG00000012493
theropithecus_gelada ENSTGEG00000004047
papio_anubis ENSPANG00000005830
mandrillus_leucophaeus ENSMLEG00000036303
cercocebus_atys ENSCATG00000012178
cebus_capucinus_imitator ENSCCAG00000025362
saimiri_boliviensis_boliviensis ENSSBOG00000034053
callithrix_jacchus ENSCJAG00000014212
aotus_nancymaae ENSANAG00000020267
carlito_syrichta ENSTSYG00000008399
propithecus_coquereli ENSPCOG00000017700
microcebus_murinus ENSMICG00000010172
prolemur_simus ENSPSMG00000012174
tupaia_belangeri ENSTBEG00000011567
dipodomys_ordii ENSDORG00000015471
otolemur_garnettii ENSOGAG00000010568
prolemur_simus ENSPSMG00000002584
castor_canadensis ENSCCNG00000005149
myotis_lucifugus ENSMLUG00000007418
myotis_lucifugus ENSMLUG00000027995
pteropus_vampyrus ENSPVAG00000015211
erinaceus_europaeus ENSEEUG00000002135
ursus_maritimus ENSUMAG00000018594
ursus_americanus ENSUAMG00000006921
ailuropoda_melanoleuca ENSAMEG00000011273
mustela_putorius_furo ENSMPUG00000018321
neovison_vison ENSNVIG00000003565
canis_lupus_dingo ENSCAFG00020016274
canis_lupus_familiaris ENSCAFG00000001882
vulpes_vulpes ENSVVUG00000013675
panthera_pardus ENSPPRG00000005403
panthera_tigris_altaica ENSPTIG00000003183
felis_catus ENSFCAG00000019336
capra_hircus ENSCHIG00000019551
ovis_aries ENSOARG00000012311
bos_taurus ENSBTAG00000032166
bos_mutus ENSBMUG00000006190
bison_bison_bison ENSBBBG00000019212
tursiops_truncatus ENSTTRG00000004572
sus_scrofa ENSSSCG00000015305
sus_scrofa ENSSSCG00000033022
vicugna_pacos ENSVPAG00000004945
panthera_tigris_altaica ENSPTIG00000020787
panthera_pardus ENSPPRG00000017496
vulpes_vulpes ENSVVUG00000000806
ovis_aries ENSOARG00000004428
equus_asinus_asinus ENSEASG00005019630
equus_caballus ENSECAG00000017416
ornithorhynchus_anatinus ENSOANG00000012753
ornithorhynchus_anatinus ENSOANG00000011375
panthera_tigris_altaica ENSPTIG00000007481
ornithorhynchus_anatinus ENSOANG00000014455
phascolarctos_cinereus ENSPCIG00000015146
notamacropus_eugenii ENSMEUG00000005934
sarcophilus_harrisii ENSSHAG00000017517
monodelphis_domestica ENSMODG00000010453
xenopus_tropicalis ENSXETG00000007436
calidris_pygmaea ENSCPGG00000016707
ciona_savignyi ENSCSAVG00000011258
ciona_intestinalis ENSCING00000012641
drosophila_melanogaster FBgn0032818
caenorhabditis_elegans_strain_n2 WBGene00016145
