sarcophilus_harrisii ENSSHAG00000009832
monodelphis_domestica ENSMODG00000004031
mustela_putorius_furo ENSMPUG00000004212
neovison_vison ENSNVIG00000000604
ailuropoda_melanoleuca ENSAMEG00000007528
canis_lupus_familiaris ENSCAFG00000001843
panthera_pardus ENSPPRG00000022453
panthera_tigris_altaica ENSPTIG00000016808
felis_catus ENSFCAG00000046520
ovis_aries ENSOARG00000009532
capra_hircus ENSCHIG00000010389
bos_taurus ENSBTAG00000032093
bos_mutus ENSBMUG00000017335
bison_bison_bison ENSBBBG00000002093
sus_scrofa ENSSSCG00000010997
myotis_lucifugus ENSMLUG00000010998
nomascus_leucogenys ENSNLEG00000005213
homo_sapiens ENSG00000122711
macaca_fascicularis ENSMFAG00000038354
macaca_nemestrina ENSMNEG00000037362
mandrillus_leucophaeus ENSMLEG00000040991
chlorocebus_sabaeus ENSCSAG00000009911
aotus_nancymaae ENSANAG00000027263
microcebus_murinus ENSMICG00000042621
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005508
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015460
fukomys_damarensis ENSFDAG00000010652
octodon_degus ENSODEG00000015755
chinchilla_lanigera ENSCLAG00000010482
cavia_porcellus ENSCPOG00000024528
spermophilus_dauricus ENSSDAG00000000619
ictidomys_tridecemlineatus ENSSTOG00000006971
urocitellus_parryii ENSUPAG00010007514
marmota_marmota_marmota ENSMMMG00000008753
castor_canadensis ENSCCNG00000020654
dipodomys_ordii ENSDORG00000015710
peromyscus_maniculatus_bairdii ENSPEMG00000016566
microtus_ochrogaster ENSMOCG00000005588
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023982
cricetulus_griseus_crigri_1.0 ENSCGRG00000007598
cricetulus_griseus_crigri-picr ENSCGRG00015005459
nannospalax_galili ENSNGAG00000020912
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028415
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026849
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025901
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024024
rattus_norvegicus ENSRNOG00000008252
meriones_unguiculatus ENSMUGG00000018827
jaculus_jaculus ENSJJAG00000022793
oryctolagus_cuniculus ENSOCUG00000008937
ochotona_princeps ENSOPRG00000015358
pteropus_vampyrus ENSPVAG00000011474
erinaceus_europaeus ENSEEUG00000013050
tursiops_truncatus ENSTTRG00000010571
callithrix_jacchus ENSCJAG00000008067
cebus_capucinus_imitator ENSCCAG00000028805
saimiri_boliviensis_boliviensis ENSSBOG00000024629
pan_troglodytes ENSPTRG00000020855
pan_paniscus ENSPPAG00000023247
pongo_abelii ENSPPYG00000019903
propithecus_coquereli ENSPCOG00000020251
tupaia_belangeri ENSTBEG00000002538
ursus_americanus ENSUAMG00000025681
ursus_maritimus ENSUMAG00000005984
canis_lupus_dingo ENSCAFG00020015619
carlito_syrichta ENSTSYG00000037367
echinops_telfairi ENSETEG00000001417
ornithorhynchus_anatinus ENSOANG00000021126
parus_major ENSPMJG00000004804
manacus_vitellinus ENSMVIG00005019790
cyanistes_caeruleus ENSCCEG00000014439
serinus_canaria ENSSCAG00000011303
lonchura_striata_domestica ENSLSDG00000011420
zonotrichia_albicollis ENSZALG00000003589
lepidothrix_coronata ENSLCOG00000014410
calidris_pygmaea ENSCPGG00000008456
calidris_pugnax ENSCPUG00000001199
gallus_gallus ENSGALG00000043964
coturnix_japonica ENSCJPG00005003706
meleagris_gallopavo ENSMGAG00000008712
numida_meleagris ENSNMEG00000010288
anser_brachyrhynchus ENSABRG00000004955
ficedula_albicollis ENSFALG00000001213
taeniopygia_guttata ENSTGUG00000001467
anas_platyrhynchos_platyrhynchos ENSAPLG00000020363
danio_rerio ENSDARG00000091609
