myotis_lucifugus ENSMLUG00000027783
pteropus_vampyrus ENSPVAG00000017208
vicugna_pacos ENSVPAG00000012302
tursiops_truncatus ENSTTRG00000004191
ailuropoda_melanoleuca ENSAMEG00000017183
equus_caballus ENSECAG00000039178
erinaceus_europaeus ENSEEUG00000008659
sorex_araneus ENSSARG00000011385
gorilla_gorilla ENSGGOG00000010826
pan_troglodytes ENSPTRG00000010037
homo_sapiens ENSG00000178690
pongo_abelii ENSPPYG00000009172
nomascus_leucogenys ENSNLEG00000007968
piliocolobus_tephrosceles ENSPTEG00000008891
colobus_angolensis_palliatus ENSCANG00000030092
rhinopithecus_bieti ENSRBIG00000033850
rhinopithecus_roxellana ENSRROG00000030303
macaca_nemestrina ENSMNEG00000042857
macaca_fascicularis ENSMFAG00000034603
macaca_mulatta ENSMMUG00000013356
cercocebus_atys ENSCATG00000033007
mandrillus_leucophaeus ENSMLEG00000033167
papio_anubis ENSPANG00000017680
theropithecus_gelada ENSTGEG00000026588
chlorocebus_sabaeus ENSCSAG00000018120
saimiri_boliviensis_boliviensis ENSSBOG00000032272
cebus_capucinus_imitator ENSCCAG00000029558
callithrix_jacchus ENSCJAG00000004179
aotus_nancymaae ENSANAG00000027647
carlito_syrichta ENSTSYG00000005281
propithecus_coquereli ENSPCOG00000026854
microcebus_murinus ENSMICG00000015413
otolemur_garnettii ENSOGAG00000011686
ochotona_princeps ENSOPRG00000005670
echinops_telfairi ENSETEG00000001928
mustela_putorius_furo ENSMPUG00000016456
monodelphis_domestica ENSMODG00000025603
monodelphis_domestica ENSMODG00000011282
