lepidothrix_coronata ENSLCOG00000012934
cyanistes_caeruleus ENSCCEG00000004316
calidris_pygmaea ENSCPGG00000014963
calidris_pugnax ENSCPUG00000003642
calidris_pugnax ENSCPUG00000003640
anser_brachyrhynchus ENSABRG00000001921
anas_platyrhynchos_platyrhynchos ENSAPLG00000026092
gallus_gallus ENSGALG00000045228
coturnix_japonica ENSCJPG00005004200
apteryx_haastii ENSAHAG00000012443
apteryx_owenii ENSAOWG00000011449
dromaius_novaehollandiae ENSDNVG00000000177
gopherus_agassizii ENSGAGG00000001564
notechis_scutatus ENSNSUG00000015975
pogona_vitticeps ENSPVIG00000013475
salvator_merianae ENSSMRG00000014991
