anolis_carolinensis ENSACAG00000011901
pogona_vitticeps ENSPVIG00000020802
salvator_merianae ENSSMRG00000009016
sphenodon_punctatus ENSSPUG00000015751
gallus_gallus ENSGALG00000001207
coturnix_japonica ENSCJPG00005009504
meleagris_gallopavo ENSMGAG00000002149
numida_meleagris ENSNMEG00000005827
anas_platyrhynchos_platyrhynchos ENSAPLG00000008995
anser_brachyrhynchus ENSABRG00000006472
serinus_canaria ENSSCAG00000000197
taeniopygia_guttata ENSTGUG00000002915
junco_hyemalis ENSJHYG00000011350
zonotrichia_albicollis ENSZALG00000003136
parus_major ENSPMJG00000013343
cyanistes_caeruleus ENSCCEG00000017890
ficedula_albicollis ENSFALG00000009519
lepidothrix_coronata ENSLCOG00000002470
manacus_vitellinus ENSMVIG00005001878
melopsittacus_undulatus ENSMUNG00000015829
calidris_pygmaea ENSCPGG00000012655
calidris_pugnax ENSCPUG00000005885
apteryx_owenii ENSAOWG00000008271
apteryx_rowi ENSARWG00000006868
nothoprocta_perdicaria ENSNPEG00000006032
dromaius_novaehollandiae ENSDNVG00000017781
crocodylus_porosus ENSCPRG00005012713
gopherus_agassizii ENSGAGG00000003963
chrysemys_picta_bellii ENSCPBG00000021426
pelodiscus_sinensis ENSPSIG00000003988
apteryx_haastii ENSAHAG00000015110
lonchura_striata_domestica ENSLSDG00000005867
notechis_scutatus ENSNSUG00000000150
chelonoidis_abingdonii ENSCABG00000018762
ornithorhynchus_anatinus ENSOANG00000009311
xenopus_tropicalis ENSXETG00000012092
latimeria_chalumnae ENSLACG00000015888
cyprinodon_variegatus ENSCVAG00000021409
fundulus_heteroclitus ENSFHEG00000016005
poecilia_latipinna ENSPLAG00000007427
poecilia_formosa ENSPFOG00000000513
poecilia_reticulata ENSPREG00000006383
xiphophorus_maculatus ENSXMAG00000027549
poecilia_mexicana ENSPMEG00000002181
gambusia_affinis ENSGAFG00000015620
kryptolebias_marmoratus ENSKMAG00000019692
oryzias_latipes_asm223467v1 ENSORLG00000016877
oryzias_latipes_asm223471v1 ENSORLG00020021960
oryzias_latipes_asm223469v1 ENSORLG00015014242
oryzias_melastigma ENSOMEG00000012519
labrus_bergylta ENSLBEG00000016344
gasterosteus_aculeatus ENSGACG00000012997
tetraodon_nigroviridis ENSTNIG00000003477
seriola_dumerili ENSSDUG00000002588
seriola_lalandi_dorsalis ENSSLDG00000017482
scophthalmus_maximus ENSSMAG00000002035
anabas_testudineus ENSATEG00000022340
monopterus_albus ENSMALG00000018816
mastacembelus_armatus ENSMAMG00000015055
mola_mola ENSMMOG00000020257
amphiprion_ocellaris ENSAOCG00000024542
amphiprion_percula ENSAPEG00000011519
acanthochromis_polyacanthus ENSAPOG00000021691
stegastes_partitus ENSSPAG00000008063
astatotilapia_calliptera ENSACLG00000001058
maylandia_zebra ENSMZEG00005022121
haplochromis_burtoni ENSHBUG00000016118
pundamilia_nyererei ENSPNYG00000020880
neolamprologus_brichardi ENSNBRG00000004374
oreochromis_niloticus ENSONIG00000017939
amphilophus_citrinellus ENSACIG00000007477
hippocampus_comes ENSHCOG00000014342
cynoglossus_semilaevis ENSCSEG00000004211
gadus_morhua ENSGMOG00000000820
esox_lucius ENSELUG00000013366
pygocentrus_nattereri ENSPNAG00000027654
astyanax_mexicanus ENSAMXG00000014239
ictalurus_punctatus ENSIPUG00000021140
danio_rerio ENSDARG00000059960
scleropages_formosus ENSSFOG00015009883
