salvator_merianae ENSSMRG00000022956
notechis_scutatus ENSNSUG00000016855
apteryx_owenii ENSAOWG00000019504
apteryx_haastii ENSAHAG00000006671
apteryx_rowi ENSARWG00000018756
nothoprocta_perdicaria ENSNPEG00000003233
calidris_pygmaea ENSCPGG00000017094
calidris_pugnax ENSCPUG00000015639
parus_major ENSPMJG00000011725
junco_hyemalis ENSJHYG00000006014
anser_brachyrhynchus ENSABRG00000020424
gopherus_agassizii ENSGAGG00000017806
chelonoidis_abingdonii ENSCABG00000016313
chrysemys_picta_bellii ENSCPBG00000012920
latimeria_chalumnae ENSLACG00000016331
