serinus_canaria ENSSCAG00000001529
lonchura_striata_domestica ENSLSDG00000017976
lepidothrix_coronata ENSLCOG00000013869
manacus_vitellinus ENSMVIG00005013598
melopsittacus_undulatus ENSMUNG00000007009
numida_meleagris ENSNMEG00000010357
gallus_gallus ENSGALG00000048007
anas_platyrhynchos_platyrhynchos ENSAPLG00000022690
apteryx_owenii ENSAOWG00000002311
apteryx_haastii ENSAHAG00000018383
apteryx_rowi ENSARWG00000009260
dromaius_novaehollandiae ENSDNVG00000001659
nothoprocta_perdicaria ENSNPEG00000012455
chelonoidis_abingdonii ENSCABG00000014374
vulpes_vulpes ENSVVUG00000003800
ursus_americanus ENSUAMG00000000511
equus_caballus ENSECAG00000039570
bos_mutus ENSBMUG00000007385
rattus_norvegicus ENSRNOG00000046440
meriones_unguiculatus ENSMUGG00000005480
castor_canadensis ENSCCNG00000029950
cercocebus_atys ENSCATG00000010254
piliocolobus_tephrosceles ENSPTEG00000005657
pongo_abelii ENSPPYG00000014099
aotus_nancymaae ENSANAG00000019182
sarcophilus_harrisii ENSSHAG00000004353
