ovis_aries ENSOARG00000000112
capra_hircus ENSCHIG00000011056
bos_taurus ENSBTAG00000024979
bos_mutus ENSBMUG00000016684
bison_bison_bison ENSBBBG00000010576
sus_scrofa ENSSSCG00000017413
equus_caballus ENSECAG00000001765
equus_asinus_asinus ENSEASG00005009283
ursus_americanus ENSUAMG00000024344
ursus_maritimus ENSUMAG00000023269
ailuropoda_melanoleuca ENSAMEG00000019922
neovison_vison ENSNVIG00000012180
canis_lupus_dingo ENSCAFG00020013540
canis_lupus_familiaris ENSCAFG00000015632
vulpes_vulpes ENSVVUG00000021139
panthera_tigris_altaica ENSPTIG00000009844
panthera_pardus ENSPPRG00000015872
pteropus_vampyrus ENSPVAG00000003864
myotis_lucifugus ENSMLUG00000012026
spermophilus_dauricus ENSSDAG00000009213
urocitellus_parryii ENSUPAG00010009527
ictidomys_tridecemlineatus ENSSTOG00000006602
marmota_marmota_marmota ENSMMMG00000001209
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018026
mus_spicilegus ENSMSIG00000004714
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017183
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017832
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018313
rattus_norvegicus ENSRNOG00000036819
meriones_unguiculatus ENSMUGG00000023534
peromyscus_maniculatus_bairdii ENSPEMG00000017059
microtus_ochrogaster ENSMOCG00000007543
cricetulus_griseus_crigri-picr ENSCGRG00015002174
cricetulus_griseus_crigri_1.0 ENSCGRG00000019253
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012537
cavia_porcellus ENSCPOG00000026480
cavia_aperea ENSCAPG00000013170
octodon_degus ENSODEG00000018407
fukomys_damarensis ENSFDAG00000020514
oryctolagus_cuniculus ENSOCUG00000013299
microcebus_murinus ENSMICG00000042824
prolemur_simus ENSPSMG00000012593
otolemur_garnettii ENSOGAG00000009452
pan_troglodytes ENSPTRG00000030948
pan_paniscus ENSPPAG00000005052
homo_sapiens ENSG00000260325
gorilla_gorilla ENSGGOG00000005470
chlorocebus_sabaeus ENSCSAG00000019025
macaca_mulatta ENSMMUG00000044526
loxodonta_africana ENSLAFG00000008014
dasypus_novemcinctus ENSDNOG00000046956
