xenopus_tropicalis ENSXETG00000008413
latimeria_chalumnae ENSLACG00000018700
gopherus_agassizii ENSGAGG00000025113
chelonoidis_abingdonii ENSCABG00000022042
chrysemys_picta_bellii ENSCPBG00000002173
crocodylus_porosus ENSCPRG00005012960
meleagris_gallopavo ENSMGAG00000005696
coturnix_japonica ENSCJPG00005007203
gallus_gallus ENSGALG00000040109
numida_meleagris ENSNMEG00000018068
anas_platyrhynchos_platyrhynchos ENSAPLG00000007559
anser_brachyrhynchus ENSABRG00000017090
calidris_pygmaea ENSCPGG00000015746
calidris_pugnax ENSCPUG00000001231
melopsittacus_undulatus ENSMUNG00000000912
lonchura_striata_domestica ENSLSDG00000010035
taeniopygia_guttata ENSTGUG00000000704
cyanistes_caeruleus ENSCCEG00000007970
parus_major ENSPMJG00000007802
ficedula_albicollis ENSFALG00000008335
junco_hyemalis ENSJHYG00000001774
zonotrichia_albicollis ENSZALG00000010382
serinus_canaria ENSSCAG00000012799
manacus_vitellinus ENSMVIG00005016490
lepidothrix_coronata ENSLCOG00000003309
apteryx_owenii ENSAOWG00000016680
apteryx_haastii ENSAHAG00000000721
apteryx_rowi ENSARWG00000015574
dromaius_novaehollandiae ENSDNVG00000002132
nothoprocta_perdicaria ENSNPEG00000005829
sphenodon_punctatus ENSSPUG00000012179
sphenodon_punctatus ENSSPUG00000017423
pogona_vitticeps ENSPVIG00000008082
anolis_carolinensis ENSACAG00000004071
notechis_scutatus ENSNSUG00000016466
salvator_merianae ENSSMRG00000015123
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017225
mus_spicilegus ENSMSIG00000003419
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037331
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016383
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017518
rattus_norvegicus ENSRNOG00000031544
meriones_unguiculatus ENSMUGG00000026215
microtus_ochrogaster ENSMOCG00000008920
peromyscus_maniculatus_bairdii ENSPEMG00000022523
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016913
cricetulus_griseus_crigri-picr ENSCGRG00015019585
cricetulus_griseus_crigri_1.0 ENSCGRG00000009916
mesocricetus_auratus ENSMAUG00000001385
nannospalax_galili ENSNGAG00000001098
jaculus_jaculus ENSJJAG00000016950
castor_canadensis ENSCCNG00000031640
castor_canadensis ENSCCNG00000024178
dipodomys_ordii ENSDORG00000002897
chinchilla_lanigera ENSCLAG00000012755
octodon_degus ENSODEG00000010824
cavia_porcellus ENSCPOG00000003377
cavia_aperea ENSCAPG00000013865
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014230
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006267
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003395
fukomys_damarensis ENSFDAG00000021125
spermophilus_dauricus ENSSDAG00000021816
ictidomys_tridecemlineatus ENSSTOG00000005678
urocitellus_parryii ENSUPAG00010017672
marmota_marmota_marmota ENSMMMG00000013777
oryctolagus_cuniculus ENSOCUG00000013066
ochotona_princeps ENSOPRG00000013014
prolemur_simus ENSPSMG00000007423
microcebus_murinus ENSMICG00000000837
propithecus_coquereli ENSPCOG00000016949
otolemur_garnettii ENSOGAG00000016750
pan_paniscus ENSPPAG00000042993
pan_troglodytes ENSPTRG00000017447
homo_sapiens ENSG00000155506
gorilla_gorilla ENSGGOG00000006048
nomascus_leucogenys ENSNLEG00000016588
papio_anubis ENSPANG00000008080
cercocebus_atys ENSCATG00000030675
theropithecus_gelada ENSTGEG00000006657
macaca_mulatta ENSMMUG00000009411
macaca_fascicularis ENSMFAG00000031651
macaca_nemestrina ENSMNEG00000039294
mandrillus_leucophaeus ENSMLEG00000035142
chlorocebus_sabaeus ENSCSAG00000010800
colobus_angolensis_palliatus ENSCANG00000037418
piliocolobus_tephrosceles ENSPTEG00000015244
rhinopithecus_roxellana ENSRROG00000034073
rhinopithecus_bieti ENSRBIG00000038005
cebus_capucinus_imitator ENSCCAG00000025201
saimiri_boliviensis_boliviensis ENSSBOG00000019816
callithrix_jacchus ENSCJAG00000004454
aotus_nancymaae ENSANAG00000029949
tupaia_belangeri ENSTBEG00000003381
carlito_syrichta ENSTSYG00000013732
ursus_americanus ENSUAMG00000019334
ursus_maritimus ENSUMAG00000002934
ailuropoda_melanoleuca ENSAMEG00000016673
neovison_vison ENSNVIG00000019836
mustela_putorius_furo ENSMPUG00000013564
canis_lupus_dingo ENSCAFG00020023860
canis_lupus_familiaris ENSCAFG00000017639
vulpes_vulpes ENSVVUG00000004644
panthera_pardus ENSPPRG00000009780
panthera_tigris_altaica ENSPTIG00000007013
felis_catus ENSFCAG00000000592
erinaceus_europaeus ENSEEUG00000001065
vicugna_pacos ENSVPAG00000001162
sus_scrofa ENSSSCG00000017069
bos_mutus ENSBMUG00000024191
bos_taurus ENSBTAG00000008443
bison_bison_bison ENSBBBG00000011815
capra_hircus ENSCHIG00000014414
ovis_aries ENSOARG00000009893
tursiops_truncatus ENSTTRG00000015934
pteropus_vampyrus ENSPVAG00000002262
myotis_lucifugus ENSMLUG00000002608
equus_caballus ENSECAG00000017002
equus_asinus_asinus ENSEASG00005001070
dasypus_novemcinctus ENSDNOG00000012073
choloepus_hoffmanni ENSCHOG00000012716
loxodonta_africana ENSLAFG00000008991
procavia_capensis ENSPCAG00000006407
echinops_telfairi ENSETEG00000020251
sorex_araneus ENSSARG00000013907
notamacropus_eugenii ENSMEUG00000002957
phascolarctos_cinereus ENSPCIG00000019242
sarcophilus_harrisii ENSSHAG00000011115
monodelphis_domestica ENSMODG00000008663
ornithorhynchus_anatinus ENSOANG00000005096
poecilia_formosa ENSPFOG00000005836
poecilia_latipinna ENSPLAG00000008936
poecilia_mexicana ENSPMEG00000013656
poecilia_reticulata ENSPREG00000005726
gambusia_affinis ENSGAFG00000007322
gambusia_affinis ENSGAFG00000007301
xiphophorus_couchianus ENSXCOG00000004022
xiphophorus_maculatus ENSXMAG00000018780
fundulus_heteroclitus ENSFHEG00000000670
cyprinodon_variegatus ENSCVAG00000022687
oryzias_latipes_asm223471v1 ENSORLG00020022241
oryzias_latipes_asm223467v1 ENSORLG00000000824
oryzias_latipes_asm223469v1 ENSORLG00015007538
oryzias_melastigma ENSOMEG00000003134
takifugu_rubripes ENSTRUG00000009470
tetraodon_nigroviridis ENSTNIG00000016107
labrus_bergylta ENSLBEG00000027172
amphiprion_ocellaris ENSAOCG00000007792
amphiprion_percula ENSAPEG00000022246
acanthochromis_polyacanthus ENSAPOG00000020685
pundamilia_nyererei ENSPNYG00000007938
haplochromis_burtoni ENSHBUG00000020762
astatotilapia_calliptera ENSACLG00000015256
maylandia_zebra ENSMZEG00005009345
neolamprologus_brichardi ENSNBRG00000008963
oreochromis_niloticus ENSONIG00000017308
fundulus_heteroclitus ENSFHEG00000020307
monopterus_albus ENSMALG00000017180
mastacembelus_armatus ENSMAMG00000021788
kryptolebias_marmoratus ENSKMAG00000018468
scophthalmus_maximus ENSSMAG00000007468
seriola_dumerili ENSSDUG00000000268
cynoglossus_semilaevis ENSCSEG00000016431
anabas_testudineus ENSATEG00000013523
stegastes_partitus ENSSPAG00000003910
mola_mola ENSMMOG00000013364
hippocampus_comes ENSHCOG00000010786
seriola_lalandi_dorsalis ENSSLDG00000016505
amphilophus_citrinellus ENSACIG00000012994
periophthalmus_magnuspinnatus ENSPMGG00000011599
esox_lucius ENSELUG00000019403
astyanax_mexicanus ENSAMXG00000000859
pygocentrus_nattereri ENSPNAG00000021427
ictalurus_punctatus ENSIPUG00000019105
danio_rerio ENSDARG00000101722
paramormyrops_kingsleyae ENSPKIG00000010096
scleropages_formosus ENSSFOG00015020304
scleropages_formosus ENSSFOG00015018058
paramormyrops_kingsleyae ENSPKIG00000017153
lepisosteus_oculatus ENSLOCG00000012457
ciona_savignyi ENSCSAVG00000008913
