esox_lucius ENSELUG00000023609
seriola_dumerili ENSSDUG00000015044
pygocentrus_nattereri ENSPNAG00000010038
astyanax_mexicanus ENSAMXG00000010479
ictalurus_punctatus ENSIPUG00000006249
danio_rerio ENSDARG00000090480
lepisosteus_oculatus ENSLOCG00000005921
pygocentrus_nattereri ENSPNAG00000027063
astyanax_mexicanus ENSAMXG00000009925
paramormyrops_kingsleyae ENSPKIG00000022711
lepisosteus_oculatus ENSLOCG00000012421
pogona_vitticeps ENSPVIG00000022688
anolis_carolinensis ENSACAG00000014925
gopherus_agassizii ENSGAGG00000015954
chrysemys_picta_bellii ENSCPBG00000005462
chelonoidis_abingdonii ENSCABG00000004905
latimeria_chalumnae ENSLACG00000012734
