gallus_gallus ENSGALG00000033529
coturnix_japonica ENSCJPG00005016572
meleagris_gallopavo ENSMGAG00000008276
numida_meleagris ENSNMEG00000020325
anser_brachyrhynchus ENSABRG00000014857
apteryx_owenii ENSAOWG00000018324
apteryx_rowi ENSARWG00000003795
apteryx_haastii ENSAHAG00000007490
dromaius_novaehollandiae ENSDNVG00000002078
nothoprocta_perdicaria ENSNPEG00000004969
parus_major ENSPMJG00000004808
cyanistes_caeruleus ENSCCEG00000002954
ficedula_albicollis ENSFALG00000012865
junco_hyemalis ENSJHYG00000003557
zonotrichia_albicollis ENSZALG00000017185
serinus_canaria ENSSCAG00000005459
taeniopygia_guttata ENSTGUG00000008601
lonchura_striata_domestica ENSLSDG00000008006
lepidothrix_coronata ENSLCOG00000013175
manacus_vitellinus ENSMVIG00005018048
calidris_pygmaea ENSCPGG00000012844
calidris_pugnax ENSCPUG00000019833
melopsittacus_undulatus ENSMUNG00000002158
crocodylus_porosus ENSCPRG00005016983
chelonoidis_abingdonii ENSCABG00000001078
gopherus_agassizii ENSGAGG00000015996
chrysemys_picta_bellii ENSCPBG00000008888
notechis_scutatus ENSNSUG00000011411
notechis_scutatus ENSNSUG00000004302
pogona_vitticeps ENSPVIG00000006760
anolis_carolinensis ENSACAG00000010035
salvator_merianae ENSSMRG00000016516
sphenodon_punctatus ENSSPUG00000008271
pelodiscus_sinensis ENSPSIG00000013486
ornithorhynchus_anatinus ENSOANG00000002653
anas_platyrhynchos_platyrhynchos ENSAPLG00000022368
ursus_maritimus ENSUMAG00000018897
sorex_araneus ENSSARG00000012799
castor_canadensis ENSCCNG00000009851
dipodomys_ordii ENSDORG00000011011
peromyscus_maniculatus_bairdii ENSPEMG00000015200
microtus_ochrogaster ENSMOCG00000018538
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013167
cricetulus_griseus_crigri-picr ENSCGRG00015020120
cricetulus_griseus_crigri_1.0 ENSCGRG00000015136
mesocricetus_auratus ENSMAUG00000020760
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001632
mus_spicilegus ENSMSIG00000026906
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028719
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022470
rattus_norvegicus ENSRNOG00000008142
meriones_unguiculatus ENSMUGG00000007454
nannospalax_galili ENSNGAG00000009975
jaculus_jaculus ENSJJAG00000022779
ictidomys_tridecemlineatus ENSSTOG00000002078
urocitellus_parryii ENSUPAG00010022889
spermophilus_dauricus ENSSDAG00000023753
marmota_marmota_marmota ENSMMMG00000008752
ochotona_princeps ENSOPRG00000002216
oryctolagus_cuniculus ENSOCUG00000010099
erinaceus_europaeus ENSEEUG00000000217
loxodonta_africana ENSLAFG00000016431
procavia_capensis ENSPCAG00000013323
prolemur_simus ENSPSMG00000009407
microcebus_murinus ENSMICG00000015227
propithecus_coquereli ENSPCOG00000014975
otolemur_garnettii ENSOGAG00000005158
pan_paniscus ENSPPAG00000018806
pan_troglodytes ENSPTRG00000014592
homo_sapiens ENSG00000156983
gorilla_gorilla ENSGGOG00000014249
pongo_abelii ENSPPYG00000013682
nomascus_leucogenys ENSNLEG00000004094
piliocolobus_tephrosceles ENSPTEG00000034457
colobus_angolensis_palliatus ENSCANG00000032755
rhinopithecus_bieti ENSRBIG00000031426
rhinopithecus_roxellana ENSRROG00000040208
cercocebus_atys ENSCATG00000042856
chlorocebus_sabaeus ENSCSAG00000010677
theropithecus_gelada ENSTGEG00000020468
papio_anubis ENSPANG00000006489
mandrillus_leucophaeus ENSMLEG00000039641
macaca_fascicularis ENSMFAG00000045669
macaca_mulatta ENSMMUG00000006116
macaca_nemestrina ENSMNEG00000028158
cebus_capucinus_imitator ENSCCAG00000020631
saimiri_boliviensis_boliviensis ENSSBOG00000026552
callithrix_jacchus ENSCJAG00000016067
aotus_nancymaae ENSANAG00000019372
bos_mutus ENSBMUG00000011619
bison_bison_bison ENSBBBG00000008356
bos_taurus ENSBTAG00000007776
capra_hircus ENSCHIG00000013470
ovis_aries ENSOARG00000006306
tursiops_truncatus ENSTTRG00000009771
sus_scrofa ENSSSCG00000011548
vicugna_pacos ENSVPAG00000002876
myotis_lucifugus ENSMLUG00000012954
equus_caballus ENSECAG00000021020
equus_asinus_asinus ENSEASG00005014142
neovison_vison ENSNVIG00000015086
mustela_putorius_furo ENSMPUG00000017121
canis_lupus_dingo ENSCAFG00020008649
canis_lupus_familiaris ENSCAFG00000005408
vulpes_vulpes ENSVVUG00000023771
ursus_americanus ENSUAMG00000010999
ailuropoda_melanoleuca ENSAMEG00000016299
panthera_pardus ENSPPRG00000013919
panthera_tigris_altaica ENSPTIG00000014562
felis_catus ENSFCAG00000014191
carlito_syrichta ENSTSYG00000005727
pteropus_vampyrus ENSPVAG00000011100
dasypus_novemcinctus ENSDNOG00000002741
choloepus_hoffmanni ENSCHOG00000001566
echinops_telfairi ENSETEG00000000828
chinchilla_lanigera ENSCLAG00000000910
octodon_degus ENSODEG00000018200
cavia_aperea ENSCAPG00000016067
cavia_porcellus ENSCPOG00000008771
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015700
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014529
fukomys_damarensis ENSFDAG00000012759
tupaia_belangeri ENSTBEG00000003129
phascolarctos_cinereus ENSPCIG00000001783
notamacropus_eugenii ENSMEUG00000005595
sarcophilus_harrisii ENSSHAG00000015320
monodelphis_domestica ENSMODG00000005085
ornithorhynchus_anatinus ENSOANG00000012087
xenopus_tropicalis ENSXETG00000023658
latimeria_chalumnae ENSLACG00000008704
anas_platyrhynchos_platyrhynchos ENSAPLG00000029020
hippocampus_comes ENSHCOG00000005790
periophthalmus_magnuspinnatus ENSPMGG00000013822
seriola_lalandi_dorsalis ENSSLDG00000010500
cynoglossus_semilaevis ENSCSEG00000021109
labrus_bergylta ENSLBEG00000005929
gasterosteus_aculeatus ENSGACG00000000086
