amphiprion_percula ENSAPEG00000024107
amphiprion_ocellaris ENSAOCG00000015592
pygocentrus_nattereri ENSPNAG00000023695
sus_scrofa ENSSSCG00000008245
bos_taurus ENSBTAG00000005654
canis_lupus_dingo ENSCAFG00020003830
vulpes_vulpes ENSVVUG00000006463
ursus_americanus ENSUAMG00000018153
mus_spicilegus ENSMSIG00000030289
meriones_unguiculatus ENSMUGG00000014271
cavia_aperea ENSCAPG00000000478
chinchilla_lanigera ENSCLAG00000017930
theropithecus_gelada ENSTGEG00000006539
echinops_telfairi ENSETEG00000019296
ursus_americanus ENSUAMG00000026050
equus_asinus_asinus ENSEASG00005001403
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028513
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029518
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022248
ictidomys_tridecemlineatus ENSSTOG00000022798
chlorocebus_sabaeus ENSCSAG00000016057
