poecilia_formosa ENSPFOG00000018573
poecilia_latipinna ENSPLAG00000007058
poecilia_mexicana ENSPMEG00000002233
poecilia_reticulata ENSPREG00000017186
gambusia_affinis ENSGAFG00000001012
xiphophorus_maculatus ENSXMAG00000010912
cyprinodon_variegatus ENSCVAG00000002627
fundulus_heteroclitus ENSFHEG00000017076
kryptolebias_marmoratus ENSKMAG00000022253
oryzias_latipes_asm223471v1 ENSORLG00020008643
oryzias_latipes_asm223467v1 ENSORLG00000005686
oryzias_latipes_asm223469v1 ENSORLG00015014425
oryzias_melastigma ENSOMEG00000018944
pundamilia_nyererei ENSPNYG00000011008
maylandia_zebra ENSMZEG00005018875
haplochromis_burtoni ENSHBUG00000015871
astatotilapia_calliptera ENSACLG00000020771
neolamprologus_brichardi ENSNBRG00000007213
oreochromis_niloticus ENSONIG00000004916
amphilophus_citrinellus ENSACIG00000003275
amphiprion_percula ENSAPEG00000023743
amphiprion_ocellaris ENSAOCG00000007665
acanthochromis_polyacanthus ENSAPOG00000013429
stegastes_partitus ENSSPAG00000008163
gasterosteus_aculeatus ENSGACG00000020633
labrus_bergylta ENSLBEG00000015778
seriola_dumerili ENSSDUG00000004207
seriola_lalandi_dorsalis ENSSLDG00000017233
scophthalmus_maximus ENSSMAG00000010043
mastacembelus_armatus ENSMAMG00000018904
monopterus_albus ENSMALG00000007355
mola_mola ENSMMOG00000018776
cynoglossus_semilaevis ENSCSEG00000010187
anabas_testudineus ENSATEG00000021241
hippocampus_comes ENSHCOG00000005883
periophthalmus_magnuspinnatus ENSPMGG00000005011
gadus_morhua ENSGMOG00000002360
esox_lucius ENSELUG00000011372
pygocentrus_nattereri ENSPNAG00000015853
astyanax_mexicanus ENSAMXG00000036228
ictalurus_punctatus ENSIPUG00000001534
scleropages_formosus ENSSFOG00015005950
paramormyrops_kingsleyae ENSPKIG00000016023
lepisosteus_oculatus ENSLOCG00000005867
