pan_troglodytes ENSPTRG00000020394
pan_paniscus ENSPPAG00000034771
homo_sapiens ENSG00000164893
gorilla_gorilla ENSGGOG00000008511
pongo_abelii ENSPPYG00000018723
nomascus_leucogenys ENSNLEG00000001504
rhinopithecus_roxellana ENSRROG00000029596
rhinopithecus_bieti ENSRBIG00000026501
colobus_angolensis_palliatus ENSCANG00000036822
piliocolobus_tephrosceles ENSPTEG00000034467
cercocebus_atys ENSCATG00000041991
theropithecus_gelada ENSTGEG00000025300
papio_anubis ENSPANG00000009669
mandrillus_leucophaeus ENSMLEG00000040996
macaca_fascicularis ENSMFAG00000038420
macaca_nemestrina ENSMNEG00000036528
macaca_mulatta ENSMMUG00000005710
chlorocebus_sabaeus ENSCSAG00000013095
carlito_syrichta ENSTSYG00000000855
propithecus_coquereli ENSPCOG00000013806
microcebus_murinus ENSMICG00000006367
otolemur_garnettii ENSOGAG00000033027
tupaia_belangeri ENSTBEG00000014755
peromyscus_maniculatus_bairdii ENSPEMG00000029141
peromyscus_maniculatus_bairdii ENSPEMG00000026628
microtus_ochrogaster ENSMOCG00000010447
cricetulus_griseus_crigri-picr ENSCGRG00015013069
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014922
cricetulus_griseus_crigri_1.0 ENSCGRG00000001534
mesocricetus_auratus ENSMAUG00000014094
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016662
cricetulus_griseus_crigri-picr ENSCGRG00015017325
cricetulus_griseus_crigri_1.0 ENSCGRG00000003069
mus_spicilegus ENSMSIG00000026752
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041052
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026787
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025838
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023961
rattus_norvegicus ENSRNOG00000024903
meriones_unguiculatus ENSMUGG00000004613
nannospalax_galili ENSNGAG00000018089
castor_canadensis ENSCCNG00000021194
cavia_porcellus ENSCPOG00000034579
cavia_aperea ENSCAPG00000009280
chinchilla_lanigera ENSCLAG00000004671
octodon_degus ENSODEG00000002051
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013058
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001355
fukomys_damarensis ENSFDAG00000001673
spermophilus_dauricus ENSSDAG00000010876
urocitellus_parryii ENSUPAG00010015850
marmota_marmota_marmota ENSMMMG00000006508
ictidomys_tridecemlineatus ENSSTOG00000027510
ochotona_princeps ENSOPRG00000004589
ochotona_princeps ENSOPRG00000003484
oryctolagus_cuniculus ENSOCUG00000017971
tursiops_truncatus ENSTTRG00000013673
sus_scrofa ENSSSCG00000022935
panthera_pardus ENSPPRG00000007123
panthera_tigris_altaica ENSPTIG00000011498
equus_caballus ENSECAG00000015156
equus_asinus_asinus ENSEASG00005018710
pteropus_vampyrus ENSPVAG00000013454
erinaceus_europaeus ENSEEUG00000001910
procavia_capensis ENSPCAG00000001763
choloepus_hoffmanni ENSCHOG00000007021
