mastacembelus_armatus ENSMAMG00000000585
monopterus_albus ENSMALG00000002190
anabas_testudineus ENSATEG00000001326
amphiprion_ocellaris ENSAOCG00000020631
amphiprion_percula ENSAPEG00000019572
acanthochromis_polyacanthus ENSAPOG00000007417
stegastes_partitus ENSSPAG00000013539
fundulus_heteroclitus ENSFHEG00000017001
cyprinodon_variegatus ENSCVAG00000014523
xiphophorus_maculatus ENSXMAG00000017227
gambusia_affinis ENSGAFG00000001955
poecilia_formosa ENSPFOG00000024111
poecilia_latipinna ENSPLAG00000001975
poecilia_mexicana ENSPMEG00000019922
poecilia_reticulata ENSPREG00000000572
kryptolebias_marmoratus ENSKMAG00000001423
pundamilia_nyererei ENSPNYG00000005899
haplochromis_burtoni ENSHBUG00000016996
astatotilapia_calliptera ENSACLG00000021168
maylandia_zebra ENSMZEG00005002932
maylandia_zebra ENSMZEG00005006501
neolamprologus_brichardi ENSNBRG00000014977
seriola_dumerili ENSSDUG00000010184
seriola_lalandi_dorsalis ENSSLDG00000021184
cynoglossus_semilaevis ENSCSEG00000020268
takifugu_rubripes ENSTRUG00000023617
mola_mola ENSMMOG00000004762
hippocampus_comes ENSHCOG00000014244
