drosophila_melanogaster FBgn0025830
caenorhabditis_elegans_strain_n2 WBGene00013021
apteryx_owenii ENSAOWG00000000462
apteryx_rowi ENSARWG00000004558
apteryx_haastii ENSAHAG00000011035
dromaius_novaehollandiae ENSDNVG00000006424
nothoprocta_perdicaria ENSNPEG00000014186
parus_major ENSPMJG00000006860
cyanistes_caeruleus ENSCCEG00000008732
ficedula_albicollis ENSFALG00000005551
lonchura_striata_domestica ENSLSDG00000002274
taeniopygia_guttata ENSTGUG00000011926
serinus_canaria ENSSCAG00000003735
junco_hyemalis ENSJHYG00000004572
zonotrichia_albicollis ENSZALG00000013078
manacus_vitellinus ENSMVIG00005015376
lepidothrix_coronata ENSLCOG00000014045
melopsittacus_undulatus ENSMUNG00000006693
calidris_pugnax ENSCPUG00000002334
calidris_pygmaea ENSCPGG00000013761
anser_brachyrhynchus ENSABRG00000017010
anas_platyrhynchos_platyrhynchos ENSAPLG00000007030
meleagris_gallopavo ENSMGAG00000012080
gallus_gallus ENSGALG00000037955
coturnix_japonica ENSCJPG00005000619
numida_meleagris ENSNMEG00000004413
crocodylus_porosus ENSCPRG00005002538
chelonoidis_abingdonii ENSCABG00000019039
gopherus_agassizii ENSGAGG00000017164
chrysemys_picta_bellii ENSCPBG00000006225
pelodiscus_sinensis ENSPSIG00000009691
pogona_vitticeps ENSPVIG00000014368
anolis_carolinensis ENSACAG00000003889
notechis_scutatus ENSNSUG00000012739
salvator_merianae ENSSMRG00000007589
sphenodon_punctatus ENSSPUG00000016261
chinchilla_lanigera ENSCLAG00000006242
octodon_degus ENSODEG00000002766
cavia_porcellus ENSCPOG00000013395
cavia_aperea ENSCAPG00000009656
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008853
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014703
fukomys_damarensis ENSFDAG00000000742
mus_spicilegus ENSMSIG00000015213
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026754
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040738
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025806
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023929
rattus_norvegicus ENSRNOG00000008124
meriones_unguiculatus ENSMUGG00000002358
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004108
cricetulus_griseus_crigri_1.0 ENSCGRG00000014377
cricetulus_griseus_crigri-picr ENSCGRG00015011118
mesocricetus_auratus ENSMAUG00000009763
microtus_ochrogaster ENSMOCG00000017112
peromyscus_maniculatus_bairdii ENSPEMG00000007652
nannospalax_galili ENSNGAG00000020796
castor_canadensis ENSCCNG00000020738
jaculus_jaculus ENSJJAG00000006447
