anabas_testudineus ENSATEG00000020366
mastacembelus_armatus ENSMAMG00000023129
labrus_bergylta ENSLBEG00000021555
mola_mola ENSMMOG00000001208
seriola_lalandi_dorsalis ENSSLDG00000000890
seriola_dumerili ENSSDUG00000023415
amphiprion_ocellaris ENSAOCG00000009958
amphiprion_percula ENSAPEG00000006081
acanthochromis_polyacanthus ENSAPOG00000018883
stegastes_partitus ENSSPAG00000003271
scleropages_formosus ENSSFOG00015000677
paramormyrops_kingsleyae ENSPKIG00000001022
drosophila_melanogaster FBgn0039937
caenorhabditis_elegans_strain_n2 WBGene00001442
